yyyy-mm-dd hh:mm:ss.mmmmmm,x [dps],y [dps],z [dps]
2021-09-12 10:51:23.929849,-1.518, 0.168,-1.060
2021-09-12 10:51:24.030092,-1.305, 0.275,-1.038
2021-09-12 10:51:24.130311,-1.389, 0.069,-1.144
2021-09-12 10:51:24.230546,-1.427, 0.305,-1.015
2021-09-12 10:51:24.330859,-1.488, 0.145,-1.022
2021-09-12 10:51:24.431082,-1.266, 0.320,-0.748
2021-09-12 10:51:24.531314,-1.472, 0.198,-1.328
2021-09-12 10:51:24.631540,-1.434, 0.290,-0.824
2021-09-12 10:51:24.731753,-1.068, 0.175,-1.205
2021-09-12 10:51:24.832003,-1.297, 0.191,-0.832
2021-09-12 10:51:24.932222,-1.427, 0.221,-1.053
2021-09-12 10:51:25.032423,-1.404, 0.130,-1.114
2021-09-12 10:51:25.132639,-1.549, 0.275,-0.870
2021-09-12 10:51:25.232941,-1.335, 0.229,-0.854
2021-09-12 10:51:25.333166,-1.198, 0.259,-0.908
2021-09-12 10:51:25.433379,-1.511,-1.900,-0.923
2021-09-12 10:51:25.533583,-1.511, 0.168,-0.954
2021-09-12 10:51:25.633782,-1.389, 0.259,-0.908
2021-09-12 10:51:25.734006,-1.640, 0.328,-1.228
2021-09-12 10:51:25.834234,-1.259, 0.435,-0.801
2021-09-12 10:51:25.934450,-1.411, 1.923,-0.862
2021-09-12 10:51:26.034737,-1.289, 0.313,-1.030
2021-09-12 10:51:26.134886,-1.236, 0.290,-0.793
2021-09-12 10:51:26.235022,-1.595, 0.397,-1.137
2021-09-12 10:51:26.335183,-1.572, 0.420,-0.854
2021-09-12 10:51:26.435340,-1.328, 0.443,-0.946
2021-09-12 10:51:26.535497,-1.053,-0.298,-0.839
2021-09-12 10:51:26.635645,-1.358, 0.237,-1.030
2021-09-12 10:51:26.735784,-1.366, 0.259,-0.908
2021-09-12 10:51:26.835944,-1.350, 0.153,-0.854
2021-09-12 10:51:26.936145,-1.472, 0.229,-1.167
2021-09-12 10:51:27.036348,-1.167, 0.313,-1.190
2021-09-12 10:51:27.136570,-1.381, 0.000,-1.076
2021-09-12 10:51:27.236777,-1.633, 0.069,-0.931
2021-09-12 10:51:27.336963,-1.274,-0.084,-1.068
2021-09-12 10:51:27.437149,-1.259, 0.328,-0.809
2021-09-12 10:51:27.537373,-1.274, 0.290,-1.137
2021-09-12 10:51:27.637611,-1.488, 0.412,-0.763
2021-09-12 10:51:27.737818,-1.610, 1.930,-0.999
2021-09-12 10:51:27.838033,-1.274, 0.221,-0.954
2021-09-12 10:51:27.938236,-1.511, 0.076,-0.916
2021-09-12 10:51:28.038434,-1.205, 0.404,-1.099
2021-09-12 10:51:28.138652,-1.381, 0.313,-1.099
2021-09-12 10:51:28.238958,-1.236, 0.084,-1.022
2021-09-12 10:51:28.339223,-1.465, 0.412,-0.923
2021-09-12 10:51:28.439440,-1.541, 0.221,-0.748
2021-09-12 10:51:28.539642,-1.511, 0.435,-1.030
2021-09-12 10:51:28.639841,-1.152, 0.229,-0.938
2021-09-12 10:51:28.740055,-1.205, 0.290,-1.160
2021-09-12 10:51:28.840290,-1.335, 0.137,-0.816
2021-09-12 10:51:28.940493,-1.663, 0.237,-1.022
2021-09-12 10:51:29.040687,-1.526, 0.282,-1.007
2021-09-12 10:51:29.140883,-1.335,-0.053,-0.801
2021-09-12 10:51:29.241091,-1.274, 1.869,-0.923
2021-09-12 10:51:29.341312,-1.328, 0.031,-0.885
2021-09-12 10:51:29.441547,-1.465, 0.282,-0.946
2021-09-12 10:51:29.541764,-1.099, 0.374,-0.870
2021-09-12 10:51:29.641946,-1.663, 0.137,-1.015
2021-09-12 10:51:29.742147,-1.648, 0.496,-0.702
2021-09-12 10:51:29.842344,-1.488, 0.351,-1.114
2021-09-12 10:51:29.942560,-1.343, 0.153,-1.259
2021-09-12 10:51:30.042850,-1.572, 0.488,-0.885
2021-09-12 10:51:30.143066,-1.328, 0.023,-0.893
2021-09-12 10:51:30.243264,-1.434, 0.000,-0.984
2021-09-12 10:51:30.343471,-1.358, 0.206,-1.053
2021-09-12 10:51:30.443676,-1.350, 0.099,-1.099
2021-09-12 10:51:30.543890,-1.175, 0.099,-0.916
2021-09-12 10:51:30.644129,-1.511, 0.572,-0.778
2021-09-12 10:51:30.744344,-1.480, 0.496,-1.244
2021-09-12 10:51:30.844546,-1.297, 0.008,-0.961
2021-09-12 10:51:30.944742,-1.434, 0.481,-1.007
2021-09-12 10:51:31.044937,-1.404, 0.290,-1.022
2021-09-12 10:51:31.145175,-1.366, 0.198,-0.908
2021-09-12 10:51:31.245407,-1.518, 0.343,-1.030
2021-09-12 10:51:31.345622,-1.221, 0.237,-0.755
2021-09-12 10:51:31.445829,-1.389, 0.168,-0.908
2021-09-12 10:51:31.546030,-1.404, 0.099,-0.916
2021-09-12 10:51:31.646234,-1.404, 0.404,-1.122
2021-09-12 10:51:31.746473,-1.404, 0.237,-1.068
2021-09-12 10:51:31.846761,-1.564,-1.869,-1.091
2021-09-12 10:51:31.946939,-1.495,-0.008,-0.931
2021-09-12 10:51:32.047112,-1.083, 0.267,-1.228
2021-09-12 10:51:32.147282,-1.320, 0.198,-0.893
2021-09-12 10:51:32.247461,-1.404, 0.046,-0.908
2021-09-12 10:51:32.347671,-1.137, 0.107,-0.740
2021-09-12 10:51:32.447874,-1.503, 0.130,-0.809
2021-09-12 10:51:32.548070,-1.328, 0.275,-1.083
2021-09-12 10:51:32.648248,-1.587, 0.191,-1.091
2021-09-12 10:51:32.748421,-1.305, 0.145,-0.908
2021-09-12 10:51:32.848608,-1.480, 0.122,-1.091
2021-09-12 10:51:32.948808,-1.373, 0.137,-0.885
2021-09-12 10:51:33.049017,-1.549, 0.099,-0.916
2021-09-12 10:51:33.149239,-1.488, 0.206,-0.923
2021-09-12 10:51:33.249413,-1.312, 0.160,-0.938
2021-09-12 10:51:33.349594,-1.549, 0.351,-1.114
2021-09-12 10:51:33.449777,-1.350, 0.175,-0.999
2021-09-12 10:51:33.549997,-1.266, 0.153,-0.748
2021-09-12 10:51:33.650229,-1.625, 0.153,-0.816
2021-09-12 10:51:33.750439,-1.602, 0.450,-1.022
2021-09-12 10:51:33.850635,-1.457, 0.130,-1.358
2021-09-12 10:51:33.950835,-1.465, 0.221,-1.114
2021-09-12 10:51:34.051032,-1.343, 0.305,-0.702
2021-09-12 10:51:34.151251,-1.350, 0.336,-1.221
2021-09-12 10:51:34.251469,-1.282,-0.038,-0.877
2021-09-12 10:51:34.351703,-1.205, 0.389,-1.076
2021-09-12 10:51:34.451951,-1.396, 0.237,-0.816
2021-09-12 10:51:34.552152,-1.549, 0.366,-0.954
2021-09-12 10:51:34.652346,-1.495, 0.229,-0.839
2021-09-12 10:51:34.752556,-1.389, 0.153,-1.190
2021-09-12 10:51:34.852793,-1.358, 0.305,-1.015
2021-09-12 10:51:34.952998,-1.328, 0.153,-0.832
2021-09-12 10:51:35.053194,-1.747, 0.313,-0.984
2021-09-12 10:51:35.153390,-1.373, 0.488,-0.969
2021-09-12 10:51:35.253593,-1.495, 0.198,-1.175
2021-09-12 10:51:35.353812,-1.228, 0.099,-0.923
2021-09-12 10:51:35.454080,-1.556, 0.343,-0.885
2021-09-12 10:51:35.554295,-1.282, 0.259,-1.244
2021-09-12 10:51:35.654506,-1.221, 0.191,-1.045
2021-09-12 10:51:35.754710,-1.579, 0.244,-1.175
2021-09-12 10:51:35.854909,-1.465, 0.267,-1.274
2021-09-12 10:51:35.955115,-1.144, 0.168,-0.977
2021-09-12 10:51:36.055347,-1.259, 0.298,-1.060
2021-09-12 10:51:36.155551,-1.389, 0.252,-1.122
2021-09-12 10:51:36.255758,-1.633, 0.351,-1.190
2021-09-12 10:51:36.355964,-1.343, 0.275,-1.122
2021-09-12 10:51:36.456167,-1.305, 0.313,-1.015
2021-09-12 10:51:36.556382,-1.472, 0.175,-1.068
2021-09-12 10:51:36.656617,-1.610, 0.153,-1.236
2021-09-12 10:51:36.756821,-1.602, 0.145,-0.923
2021-09-12 10:51:36.857021,-1.541, 0.267,-0.923
2021-09-12 10:51:36.957217,-1.495,-0.076,-0.740
2021-09-12 10:51:37.057436,-1.404, 0.107,-0.908
2021-09-12 10:51:37.157619,-1.457, 1.915,-0.992
2021-09-12 10:51:37.257792,-1.457, 0.076,-1.244
2021-09-12 10:51:37.357938,-1.656, 0.298,-1.305
2021-09-12 10:51:37.458075,-1.503, 0.038,-0.877
2021-09-12 10:51:37.558212,-1.190, 0.053,-1.076
2021-09-12 10:51:37.658347,-1.228, 0.183,-0.809
2021-09-12 10:51:37.758500,-1.419, 0.175,-0.824
2021-09-12 10:51:37.858692,-1.274,-1.915,-0.961
2021-09-12 10:51:37.958879,-1.503, 0.191,-0.847
2021-09-12 10:51:38.059059,-1.335, 0.313,-1.122
2021-09-12 10:51:38.159234,-1.427, 0.374,-1.106
2021-09-12 10:51:38.259412,-1.266, 0.130,-0.786
2021-09-12 10:51:38.359620,-1.404, 0.168,-0.992
2021-09-12 10:51:38.459825,-1.610, 0.290,-0.969
2021-09-12 10:51:38.560017,-1.564, 0.282,-1.152
2021-09-12 10:51:38.660197,-1.404, 0.320,-0.854
2021-09-12 10:51:38.760369,-1.312, 0.183,-1.015
2021-09-12 10:51:38.860542,-1.274, 0.229,-0.839
2021-09-12 10:51:38.960746,-1.526, 0.145,-1.015
2021-09-12 10:51:39.060957,-1.686, 0.275,-1.053
2021-09-12 10:51:39.161170,-1.244,-0.031,-1.175
2021-09-12 10:51:39.261387,-1.541, 0.351,-1.160
2021-09-12 10:51:39.361602,-1.160, 0.328,-0.877
2021-09-12 10:51:39.461813,-1.526, 0.137,-1.228
2021-09-12 10:51:39.562033,-1.480, 0.145,-1.060
2021-09-12 10:51:39.662317,-1.625, 0.412,-1.099
2021-09-12 10:51:39.762533,-1.617, 0.206,-0.832
2021-09-12 10:51:39.862731,-1.305,-0.038,-0.847
2021-09-12 10:51:39.962930,-1.320, 1.862,-0.870
2021-09-12 10:51:40.063129,-1.274, 0.145,-1.160
2021-09-12 10:51:40.163346,-1.442, 0.320,-0.832
2021-09-12 10:51:40.263586,-1.427, 0.656,-0.870
2021-09-12 10:51:40.363806,-1.289, 0.038,-1.099
2021-09-12 10:51:40.464012,-1.511, 0.244,-1.221
2021-09-12 10:51:40.564213,-1.427, 0.412,-1.038
2021-09-12 10:51:40.664418,-1.610, 0.221,-0.977
2021-09-12 10:51:40.764649,-1.549, 0.229,-1.091
2021-09-12 10:51:40.864949,-1.724,-1.953,-0.740
2021-09-12 10:51:40.965174,-1.343, 0.168,-0.732
2021-09-12 10:51:41.065370,-1.190, 0.397,-0.923
2021-09-12 10:51:41.165576,-1.617, 0.237,-1.038
2021-09-12 10:51:41.265784,-1.389, 0.221,-0.923
2021-09-12 10:51:41.366009,-1.686, 0.229,-0.961
2021-09-12 10:51:41.466254,-1.366, 0.267,-0.999
2021-09-12 10:51:41.566473,-1.236, 0.092,-1.129
2021-09-12 10:51:41.666677,-1.389, 0.099,-1.038
2021-09-12 10:51:41.766882,-1.610, 0.275,-1.007
2021-09-12 10:51:41.867084,-1.236, 0.298,-0.862
2021-09-12 10:51:41.967303,-1.755, 0.298,-1.122
2021-09-12 10:51:42.067527,-1.595, 0.053,-0.961
2021-09-12 10:51:42.167741,-1.511, 1.862,-1.114
2021-09-12 10:51:42.267960,-1.228, 0.084,-0.999
2021-09-12 10:51:42.368181,-1.648, 0.160,-0.938
2021-09-12 10:51:42.468390,-1.266, 0.420,-0.916
2021-09-12 10:51:42.568553,-1.350, 0.198,-0.992
2021-09-12 10:51:42.668746,-1.480, 0.122,-0.832
2021-09-12 10:51:42.768956,-1.404, 0.259,-0.946
2021-09-12 10:51:42.869136,-1.427, 0.107,-0.916
2021-09-12 10:51:42.969316,-1.457, 0.282,-0.877
2021-09-12 10:51:43.069493,-1.411, 0.092,-1.175
2021-09-12 10:51:43.169685,-1.343, 0.160,-0.969
2021-09-12 10:51:43.269881,-1.091, 0.412,-0.984
2021-09-12 10:51:43.370071,-1.541, 0.252,-0.977
2021-09-12 10:51:43.470259,-1.488, 0.137,-1.091
2021-09-12 10:51:43.570439,-1.442, 0.244,-0.885
2021-09-12 10:51:43.670614,-1.335,-1.900,-0.862
2021-09-12 10:51:43.770804,-1.427, 0.122,-0.984
2021-09-12 10:51:43.871026,-1.366, 0.313,-1.015
2021-09-12 10:51:43.971226,-1.518, 1.938,-0.641
2021-09-12 10:51:44.071426,-1.518, 0.237,-1.076
2021-09-12 10:51:44.171624,-1.518, 0.214,-1.282
2021-09-12 10:51:44.271881,-1.213, 0.237,-1.007
2021-09-12 10:51:44.372165,-1.793, 0.313,-0.816
2021-09-12 10:51:44.472498,-1.305, 0.145,-1.099
2021-09-12 10:51:44.572708,-1.419, 0.320,-1.099
2021-09-12 10:51:44.672911,-1.648, 0.336,-0.748
2021-09-12 10:51:44.773114,-1.511, 0.435,-0.832
2021-09-12 10:51:44.873318,-1.396, 0.160,-0.656
2021-09-12 10:51:44.973544,-1.617, 0.267,-1.038
2021-09-12 10:51:45.074129,-1.190, 0.343,-1.038
2021-09-12 10:51:45.174342,-1.472, 0.298,-0.946
2021-09-12 10:51:45.274552,-1.640, 0.282,-0.916
2021-09-12 10:51:45.374777,-1.511, 0.114,-0.847
2021-09-12 10:51:45.474985,-1.526, 0.069,-1.053
2021-09-12 10:51:45.575211,-1.396, 0.328,-1.015
2021-09-12 10:51:45.675443,-1.205, 0.000,-1.213
2021-09-12 10:51:45.775654,-1.587, 0.114,-1.137
2021-09-12 10:51:45.875859,-1.274,-0.122,-0.992
2021-09-12 10:51:45.976067,-1.541, 0.214,-0.916
2021-09-12 10:51:46.076268,-1.274, 0.221,-1.053
2021-09-12 10:51:46.176497,-1.335, 0.412,-1.068
2021-09-12 10:51:46.276729,-1.160,-1.785,-1.175
2021-09-12 10:51:46.376939,-1.373, 0.175,-0.877
2021-09-12 10:51:46.477142,-1.762, 0.198,-0.938
2021-09-12 10:51:46.577348,-1.404, 0.145,-0.931
2021-09-12 10:51:46.677550,-1.381, 0.237,-1.007
2021-09-12 10:51:46.777777,-1.411, 0.259,-1.083
2021-09-12 10:51:46.877995,-1.625, 0.320,-1.053
2021-09-12 10:51:46.978199,-1.556, 0.282,-0.900
2021-09-12 10:51:47.078405,-1.381, 0.092,-1.144
2021-09-12 10:51:47.178610,-1.434, 0.443,-1.137
2021-09-12 10:51:47.278829,-1.266, 0.107,-1.053
2021-09-12 10:51:47.379107,-1.450, 0.458,-1.030
2021-09-12 10:51:47.479343,-1.366, 0.061,-1.076
2021-09-12 10:51:47.579556,-1.434, 0.122,-0.702
2021-09-12 10:51:47.679757,-1.389, 0.389,-1.175
2021-09-12 10:51:47.779967,-1.381, 0.092,-1.030
2021-09-12 10:51:47.880186,-1.221, 0.061,-1.068
2021-09-12 10:51:47.980403,-1.625, 0.160,-1.259
2021-09-12 10:51:48.080627,-1.503, 0.244,-1.183
2021-09-12 10:51:48.180825,-1.549, 0.366,-0.931
2021-09-12 10:51:48.281028,-1.450, 0.381,-0.900
2021-09-12 10:51:48.381261,-1.419, 0.053,-0.984
2021-09-12 10:51:48.481480,-1.358, 0.046,-0.908
2021-09-12 10:51:48.581711,-1.144, 0.320,-1.198
2021-09-12 10:51:48.682002,-1.526, 0.259,-0.854
2021-09-12 10:51:48.782224,-1.396, 0.420,-0.938
2021-09-12 10:51:48.882434,-1.343, 0.053,-1.060
2021-09-12 10:51:48.982643,-1.640, 0.313,-0.916
2021-09-12 10:51:49.082868,-1.488,-0.046,-0.999
2021-09-12 10:51:49.183115,-1.434, 0.412,-1.175
2021-09-12 10:51:49.283367,-1.495, 0.092,-0.801
2021-09-12 10:51:49.383593,-1.793, 0.275,-0.847
2021-09-12 10:51:49.483806,-1.427, 0.145,-0.793
2021-09-12 10:51:49.584016,-1.419, 0.191,-0.992
2021-09-12 10:51:49.684240,-1.358, 0.259,-0.977
2021-09-12 10:51:49.784605,-1.358, 0.465,-1.007
2021-09-12 10:51:49.884821,-1.534, 0.259,-1.030
2021-09-12 10:51:49.985050,-1.190, 0.023,-0.862
2021-09-12 10:51:50.085263,-1.411, 0.175,-1.198
2021-09-12 10:51:50.185470,-1.495, 0.343,-1.144
2021-09-12 10:51:50.285725,-1.457, 0.267,-1.007
2021-09-12 10:51:50.386057,-1.541, 0.481,-1.022
2021-09-12 10:51:50.486356,-1.312, 0.359,-0.839
2021-09-12 10:51:50.586562,-1.511,-1.785,-1.045
2021-09-12 10:51:50.686774,-1.305, 0.183,-0.839
2021-09-12 10:51:50.786986,-1.602, 0.114,-1.259
2021-09-12 10:51:50.887188,-1.411, 0.237,-0.954
2021-09-12 10:51:50.987434,-1.503, 0.473,-0.862
2021-09-12 10:51:51.087655,-1.442, 0.320,-1.122
2021-09-12 10:51:51.187856,-1.266, 0.114,-0.938
2021-09-12 10:51:51.288074,-1.358, 0.229,-1.122
2021-09-12 10:51:51.388286,-1.465, 0.504,-0.999
2021-09-12 10:51:51.488487,-1.068, 0.122,-1.038
2021-09-12 10:51:51.588704,-1.534, 0.252,-0.771
2021-09-12 10:51:51.688926,-1.808, 0.259,-0.954
2021-09-12 10:51:51.789127,-1.556, 0.175,-1.045
2021-09-12 10:51:51.889327,-1.266, 0.252,-0.931
2021-09-12 10:51:51.989528,-1.595, 0.336,-0.946
2021-09-12 10:51:52.089710,-1.656, 0.481,-0.877
2021-09-12 10:51:52.189935,-1.373, 0.443,-1.350
2021-09-12 10:51:52.290169,-1.144, 0.374,-0.793
2021-09-12 10:51:52.390388,-1.534, 0.137,-1.167
2021-09-12 10:51:52.490591,-1.549, 0.000,-1.053
2021-09-12 10:51:52.590789,-1.579, 0.221,-1.030
2021-09-12 10:51:52.690988,-1.556, 0.290,-0.732
2021-09-12 10:51:52.791197,-1.472, 0.084,-0.893
2021-09-12 10:51:52.891393,-1.335, 0.198,-0.946
2021-09-12 10:51:52.991568,-1.511, 0.435,-0.854
2021-09-12 10:51:53.091754,-1.213, 0.290,-0.839
2021-09-12 10:51:53.191943,-1.450, 0.198,-0.793
2021-09-12 10:51:53.292145,-1.488, 0.504,-0.961
2021-09-12 10:51:53.392373,-1.595, 0.206,-1.152
2021-09-12 10:51:53.492574,-1.297, 0.298,-0.839
2021-09-12 10:51:53.592757,-1.511, 0.198,-0.977
2021-09-12 10:51:53.692929,-1.244, 0.198,-0.938
2021-09-12 10:51:53.793104,-1.274, 0.076,-0.854
2021-09-12 10:51:53.893314,-1.450, 0.099,-0.946
2021-09-12 10:51:53.993534,-1.633, 0.175,-1.244
2021-09-12 10:51:54.093730,-1.503, 0.282,-0.786
2021-09-12 10:51:54.193917,-1.457, 0.389,-0.687
2021-09-12 10:51:54.294135,-1.488, 0.198,-1.060
2021-09-12 10:51:54.394345,-1.366, 0.206,-0.938
2021-09-12 10:51:54.494559,-1.328, 0.191,-0.908
2021-09-12 10:51:54.594780,-1.335, 0.458,-0.992
2021-09-12 10:51:54.694982,-1.427, 0.267,-0.839
2021-09-12 10:51:54.795197,-1.282, 0.160,-0.900
2021-09-12 10:51:54.895401,-1.274,-1.778,-1.007
2021-09-12 10:51:54.995608,-1.526, 0.336,-0.900
2021-09-12 10:51:55.095898,-1.495, 0.107,-1.007
2021-09-12 10:51:55.196157,-1.190, 0.465,-1.106
2021-09-12 10:51:55.296397,-1.488, 0.374,-0.824
2021-09-12 10:51:55.396618,-1.434, 0.092,-1.099
2021-09-12 10:51:55.496828,-1.503, 0.252,-0.984
2021-09-12 10:51:55.597032,-1.381, 0.008,-0.969
2021-09-12 10:51:55.697274,-1.564, 0.053,-1.030
2021-09-12 10:51:55.797519,-1.503, 0.298,-1.137
2021-09-12 10:51:55.897741,-1.785, 0.114,-1.022
2021-09-12 10:51:55.997947,-1.579, 0.404,-1.045
2021-09-12 10:51:56.098146,-1.457,-0.061,-0.923
2021-09-12 10:51:56.198353,-1.091, 0.191,-0.946
2021-09-12 10:51:56.298598,-1.595, 0.130,-1.045
2021-09-12 10:51:56.398852,-1.389, 0.450,-1.076
2021-09-12 10:51:56.499075,-1.579, 0.198,-0.923
2021-09-12 10:51:56.599284,-1.663,-0.031,-0.717
2021-09-12 10:51:56.699485,-1.389, 0.343,-1.045
2021-09-12 10:51:56.799688,-1.465, 0.496,-0.908
2021-09-12 10:51:56.899930,-1.144, 0.313,-0.984
2021-09-12 10:51:57.000183,-1.442, 0.122,-0.824
2021-09-12 10:51:57.100402,-1.152, 0.183,-1.213
2021-09-12 10:51:57.200607,-1.114,-1.892,-0.969
2021-09-12 10:51:57.300838,-1.633, 0.313,-0.900
2021-09-12 10:51:57.401069,-1.465, 0.313,-0.885
2021-09-12 10:51:57.501292,-1.434, 0.275,-1.053
2021-09-12 10:51:57.601544,-1.312, 0.130,-1.137
2021-09-12 10:51:57.701767,-1.564, 0.183,-0.931
2021-09-12 10:51:57.802026,-1.724, 0.183,-1.083
2021-09-12 10:51:57.902227,-1.305, 0.336,-0.778
2021-09-12 10:51:58.002426,-1.656, 0.305,-0.900
2021-09-12 10:51:58.102640,-1.350, 0.313,-1.190
2021-09-12 10:51:58.202881,-1.450, 0.328,-0.992
2021-09-12 10:51:58.303127,-1.389, 0.206,-0.961
2021-09-12 10:51:58.403360,-1.144, 0.206,-0.732
2021-09-12 10:51:58.503605,-1.572, 0.069,-1.038
2021-09-12 10:51:58.603808,-1.625, 0.374,-0.763
2021-09-12 10:51:58.704052,-1.343, 0.145,-0.954
2021-09-12 10:51:58.804281,-1.373, 0.061,-0.893
2021-09-12 10:51:58.904495,-1.488,-0.031,-0.771
2021-09-12 10:51:59.004696,-1.518, 0.137,-0.824
2021-09-12 10:51:59.104892,-1.572, 0.214,-0.961
2021-09-12 10:51:59.205093,-1.595, 1.907,-1.122
2021-09-12 10:51:59.305337,-1.358, 0.305,-0.877
2021-09-12 10:51:59.405582,-1.511, 1.923,-1.091
2021-09-12 10:51:59.505804,-1.297, 0.229,-1.022
2021-09-12 10:51:59.606009,-1.503, 0.206,-1.007
2021-09-12 10:51:59.706210,-1.373, 0.229,-0.938
2021-09-12 10:51:59.806407,-1.411, 0.237,-1.083
2021-09-12 10:51:59.906645,-1.442, 0.221,-1.106
2021-09-12 10:52:00.006873,-1.366, 0.092,-0.877
2021-09-12 10:52:00.107084,-1.381,-0.023,-0.938
2021-09-12 10:52:00.207283,-1.305, 0.160,-1.068
2021-09-12 10:52:00.307503,-1.579, 0.183,-0.755
2021-09-12 10:52:00.407724,-1.488, 0.160,-0.938
2021-09-12 10:52:00.508000,-1.511, 0.343,-1.137
2021-09-12 10:52:00.608232,-1.366, 0.328,-0.725
2021-09-12 10:52:00.708448,-1.556, 0.092,-0.885
2021-09-12 10:52:00.808698,-1.350, 0.214,-0.954
2021-09-12 10:52:00.908897,-1.419, 0.198,-1.076
2021-09-12 10:52:01.009225,-1.503, 0.359,-1.137
2021-09-12 10:52:01.109544,-1.701, 0.206,-0.961
2021-09-12 10:52:01.209709,-1.305, 0.053,-0.740
2021-09-12 10:52:01.309865,-1.389, 0.366,-0.969
2021-09-12 10:52:01.410009,-1.396, 0.069,-0.984
2021-09-12 10:52:01.510143,-1.404, 0.221,-0.992
2021-09-12 10:52:01.610273,-1.442, 0.275,-0.999
2021-09-12 10:52:01.710430,-1.511, 0.443,-0.862
2021-09-12 10:52:01.810590,-1.556, 0.374,-1.015
2021-09-12 10:52:01.910760,-1.465, 0.366,-0.954
2021-09-12 10:52:02.010935,-1.373, 0.458,-0.824
2021-09-12 10:52:02.111107,-1.396, 0.252,-0.862
2021-09-12 10:52:02.211287,-1.465, 0.366,-0.946
2021-09-12 10:52:02.311502,-1.297, 0.183,-1.083
2021-09-12 10:52:02.411714,-1.396, 0.381,-1.053
2021-09-12 10:52:02.512009,-1.213, 0.290,-0.977
2021-09-12 10:52:02.612232,-1.778, 0.107,-0.793
2021-09-12 10:52:02.712439,-1.343, 0.114,-0.748
2021-09-12 10:52:02.812670,-1.350, 0.244,-1.076
2021-09-12 10:52:02.912889,-1.282, 0.420,-0.999
2021-09-12 10:52:03.013116,-1.457,-0.061,-1.007
2021-09-12 10:52:03.113340,-1.389,-1.953,-1.106
2021-09-12 10:52:03.213545,-1.480, 0.252,-0.862
2021-09-12 10:52:03.313791,-1.526, 0.313,-1.266
2021-09-12 10:52:03.414017,-1.160, 0.351,-1.022
2021-09-12 10:52:03.514242,-1.572, 0.336,-0.961
2021-09-12 10:52:03.614466,-1.503, 0.259,-0.877
2021-09-12 10:52:03.714687,-1.411,-1.945,-1.129
2021-09-12 10:52:03.814894,-1.274, 0.183,-1.221
2021-09-12 10:52:03.915102,-1.488, 0.160,-0.893
2021-09-12 10:52:04.015312,-1.640, 0.237,-0.969
2021-09-12 10:52:04.115530,-1.511, 0.389,-1.152
2021-09-12 10:52:04.215749,-1.434, 0.107,-0.839
2021-09-12 10:52:04.315991,-1.602, 0.031,-1.030
2021-09-12 10:52:04.416214,-1.495, 0.099,-1.030
2021-09-12 10:52:04.516426,-1.381, 0.160,-1.144
2021-09-12 10:52:04.616628,-1.442, 0.259,-0.885
2021-09-12 10:52:04.716847,-1.572, 0.244,-0.977
2021-09-12 10:52:04.817083,-1.251, 0.313,-0.900
