delta_t,x [dps],y [dps],z [dps]
0.2705714702606201, 1.007,-2.909,-58.506
0.27316999435424805, 0.114,-3.237,-57.789
0.275768518447876,-0.359,-3.084,-60.581
0.2783780097961426, 0.198,-2.466,-61.466
0.2809875011444092, 0.389,-2.756,-61.772
0.2836568355560303, 0.213,-2.665,-62.741
0.2862691879272461, 0.473,-3.092,-63.290
0.2888936996459961, 0.923,-3.390,-64.358
0.2914867401123047, 1.022,-2.474,-66.143
0.29407691955566406, 2.090,-3.298,-68.150
0.2966630458831787, 0.717,-3.771,-71.247
0.2992591857910156, 0.358,-3.878,-74.078
0.3018617630004883, 0.930,-3.268,-75.733
0.3044924736022949, 1.480,-3.374,-77.618
0.3070864677429199, 0.869,-3.886,-79.914
0.3096749782562256, 0.168,-4.023,-83.729
0.31226372718811035, 1.068,-3.657,-86.132
0.3148512840270996, 1.922,-3.313,-88.833
0.3174746036529541, 2.983,-3.451,-90.847
0.3200690746307373, 2.975,-3.786,-97.988
0.32265663146972656, 2.487,-3.618,-103.131
0.325244665145874, 1.770,-2.375,-105.824
0.3278696537017822,-0.443,-7.845,-107.289
0.33046650886535645,-1.488,-8.745,-108.151
0.3330557346343994,-0.023,-6.914,-107.540
0.3356449604034424, 2.388,-5.419,-104.908
0.3382456302642822, 4.532,-4.656,-101.864
0.34084486961364746, 5.859,-4.557,-99.674
0.34343838691711426, 7.522,-4.793,-97.614
0.34603214263916016, 8.934,-4.801,-95.547
0.3486318588256836,10.337,-4.542,-93.754
0.35127878189086914,10.788,-4.725,-93.212
0.35387516021728516,11.970,-4.923,-92.808
0.3564941883087158,12.352,-4.992,-93.434
0.3591156005859375,12.985,-4.801,-93.777
0.3617124557495117,13.328,-4.046,-94.029
0.36431217193603516,13.473,-4.435,-94.479
0.36690688133239746,14.999,-4.687,-95.349
0.36950087547302246,11.993,-5.137,-96.279
0.37209153175354004,11.245,-4.893,-97.820
0.3746790885925293, 9.918,-4.938,-98.988
0.37726807594299316, 7.621,-5.320,-100.552
0.37985658645629883, 5.829,-5.678,-102.368
0.3824446201324463, 3.685,-5.526,-104.145
0.38503241539001465, 2.060,-5.533,-104.977
0.3876199722290039,-0.183,-6.731,-105.824
0.3902008533477783,-0.634,-6.899,-107.083
0.3928039073944092,-3.685,-6.365,-107.266
0.3953847885131836,-2.594,-8.044,-106.533
0.3979799747467041,-4.601,-5.778,-108.349
0.40056657791137695,-7.019,-5.251,-105.953
0.4031484127044678,-8.805,-5.991,-104.511
0.4057283401489258,-9.247,-5.488,-104.321
0.408311128616333,-10.102,-5.450,-100.193
0.41089415550231934,-10.582,-5.259,-100.453
0.41347765922546387,-11.017,-5.366,-95.394
0.4160606861114502,-10.430,-4.549,-91.221
0.4186391830444336,-11.200,-3.977,-88.276
0.42121028900146484,-10.620,-3.634,-86.117
0.423781156539917,-11.322,-3.618,-84.377
0.42635154724121094,-12.871,-4.084,-85.194
0.4289391040802002,-14.542,-4.336,-86.506
0.43152308464050293,-15.953,-4.801,-87.849
0.43410587310791016,-16.281,-6.632,-87.635
0.4366888999938965,-11.132,-9.165,-86.598
0.43926239013671875,-7.454,-7.540,-82.066
0.4418337345123291,-4.303,-3.504,-79.006
0.44440484046936035,-0.695,-3.969,-73.208
0.44698143005371094,-0.656,-6.068,-69.332
0.44956326484680176,-4.486,-3.863,-62.252
0.4521443843841553,-4.502,-6.106,-56.118
0.4547247886657715,-4.929,-3.603,-50.625
0.4573056697845459,-4.090,-3.008,-46.665
0.4598860740661621,-3.083,-1.955,-43.492
0.4624748229980469,-1.816,-1.696,-40.943
0.4650559425354004,-1.564,-1.673,-41.958
0.4676375389099121,-2.114,-1.635,-39.364
0.47021913528442383,-0.687,-1.925,-40.119
0.47279906272888184,-2.495,-1.978,-41.813
0.47538018226623535,-4.486,-1.848,-43.949
0.47796082496643066,-4.494,-2.367,-45.902
0.4805419445037842,-2.930,-2.344,-49.000
0.4831221103668213,-2.907,-2.260,-52.967
0.485703706741333,-3.426,-2.634,-57.446
0.4882845878601074,-2.587,-3.115,-60.528
0.49086546897888184,-2.175,-3.001,-62.641
0.49344682693481445,-4.372,-2.947,-64.778
0.49602770805358887,-2.236,-3.123,-66.303
0.498610258102417,-2.045,-3.535,-67.730
0.5011911392211914,-2.159,-3.657,-68.638
0.5037720203399658,-2.190,-3.916,-70.324
0.5063521862030029,-3.151,-4.595,-72.262
0.5089333057403564,-2.823,-4.931,-74.894
0.5115134716033936,-2.831,-4.938,-77.725
0.5140945911407471,-1.732,-3.969,-77.915
0.5166749954223633,-0.161,-3.741,-76.840
0.519256591796875,-0.611,-3.802,-74.528
0.5218367576599121,-0.412,-3.573,-71.659
0.5244176387786865,-0.222,-2.711,-68.180
0.5270006656646729,-0.000,-2.718,-66.662
0.5295794010162354, 0.229,-2.688,-61.543
0.5321605205535889, 0.801,-2.398,-61.100
0.5347452163696289, 0.129,-1.848,-55.981
0.5373270511627197, 0.480,-2.322,-54.936
0.5399065017700195, 0.534,-2.657,-54.859
0.5424878597259521,-0.138,-2.558,-55.699
0.5450682640075684, 0.526,-2.558,-56.538
0.5476493835449219, 0.557,-2.520,-57.392
0.550229549407959, 0.160,-3.359,-57.728
0.5528106689453125,-0.046,-2.955,-60.986
0.5554087162017822,-0.031,-3.008,-62.062
0.5579917430877686, 0.007,-3.458,-64.480
0.5605721473693848, 1.220,-3.924,-65.640
0.5631527900695801,-0.916,-3.908,-69.935
0.5657331943511963,-0.786,-3.481,-69.607
0.5683133602142334,-0.450,-3.802,-72.720
0.5708949565887451, 1.320,-3.603,-74.108
0.5734755992889404,-1.641,-6.045,-76.145
0.5760562419891357,-1.557,-4.488,-77.763
0.5786371231079102,-1.381,-4.465,-78.289
0.5812182426452637,-2.251,-4.656,-78.320
0.5837972164154053,-2.655,-4.763,-78.976
0.586378812789917,-2.686,-4.870,-80.769
0.5889592170715332,-2.800,-5.167,-83.439
0.5915400981903076,-2.877,-4.977,-84.797
0.5941200256347656,-1.046,-5.808,-84.065
0.5967001914978027, 0.053,-3.451,-83.767
0.5992836952209473,-0.290,-2.329,-83.927
0.6018648147583008,-2.343,-4.473,-82.363
0.6044454574584961,-1.702,-5.953,-81.669
0.6070265769958496,-0.206,-3.351,-80.792
0.6096103191375732,-0.267,-3.626,-79.411
0.6121935844421387, 0.396,-3.290,-78.503
0.6147768497467041, 1.106,-3.191,-77.221
0.6173644065856934, 1.190,-3.359,-76.443
0.6199362277984619, 0.045,-3.382,-74.398
0.6225073337554932, 0.137,-3.451,-73.300
0.6250786781311035, 1.182,-2.527,-72.010
0.627655029296875, 2.128,-2.535,-71.469
0.6302354335784912, 1.106,-3.168,-72.369
0.6328167915344238, 0.427,-3.092,-71.461
0.63539719581604, 0.740,-3.458,-74.711
0.6379783153533936, 3.303,-3.870,-73.429
0.6405584812164307,-0.283,-4.763,-75.497
0.6431386470794678,-0.626,-5.999,-79.663
0.6457188129425049, 0.366,-3.466,-80.410
0.6482996940612793, 0.831,-3.756,-81.448
0.6508808135986328, 0.229,-3.977,-83.210
0.6534616947174072,-1.175,-4.053,-85.346
0.6560418605804443,-0.618,-3.641,-86.827
0.6586251258850098,-0.908,-3.535,-88.253
0.6612067222595215,-0.046,-3.458,-89.817
0.663787841796875,-0.389,-3.901,-89.047
0.6663691997528076,-0.313,-3.557,-92.579
0.6689503192901611, 1.350,-4.114,-93.853
0.6715314388275146,-0.450,-5.266,-92.854
0.67411208152771,-1.908,-4.877,-96.363
0.6766924858093262,-2.312,-5.450,-95.844
0.6792733669281006,-2.449,-5.533,-94.464
0.6818540096282959,-1.541,-4.839,-96.020
0.6844346523284912,-0.450,-4.298,-96.775
0.6870169639587402, 1.327,-4.801,-96.462
0.6895966529846191, 0.374,-4.854,-93.037
0.6921765804290771, 0.442,-4.549,-92.289
0.6947572231292725, 1.075,-5.259,-89.375
0.6973381042480469,-1.908,-5.091,-89.215
0.6999211311340332,-1.259,-4.633,-87.635
0.7025017738342285,-0.855,-5.923,-87.246
0.705082893371582, 0.503,-3.023,-86.552
0.7076635360717773, 2.327,-3.046,-86.346
0.710249662399292,-0.313,-4.618,-88.818
0.7128305435180664,-0.290,-4.778,-88.146
0.7154114246368408, 0.969,-4.267,-85.568
0.7179925441741943, 0.328,-4.099,-84.797
0.7207589149475098, 0.930,-4.107,-84.591
0.7233614921569824, 1.922,-3.596,-83.134
0.725975513458252, 1.876,-2.589,-87.429
0.7285611629486084, 2.906,-2.955,-88.040
0.7311429977416992, 0.030,-4.473,-89.771
0.7337238788604736,-0.237,-4.000,-90.885
0.7363996505737305, 0.183,-3.901,-90.809
0.739027738571167,-1.923,-4.923,-89.993
0.7418107986450195,-2.755,-4.465,-93.312
0.7444617748260498,-2.426,-3.733,-94.273
0.7471084594726562,-0.435,-3.611,-96.562
0.7497518062591553, 0.137,-5.595,-97.843
0.7523937225341797,-0.656,-5.221,-99.789
0.7550349235534668,-2.159,-5.579,-97.599
0.7576770782470703,-2.434,-4.702,-97.096
0.7603178024291992,-3.594,-4.473,-100.918
0.7629601955413818,-2.381,-6.083,-105.473
0.765601396560669, 0.847,-4.450,-107.151
0.7682497501373291, 0.915,-5.106,-106.899
0.77089524269104,-0.138,-3.954,-106.381
0.7735364437103271, 1.358,-4.320,-100.628
0.7761776447296143,-4.425,-6.068,-100.048
0.7788190841674805,-3.571,-5.190,-97.859
0.7814605236053467,-2.304,-4.229,-90.283
0.784102201461792, 1.152,-3.199,-82.096
0.7867512702941895, 2.983,-3.817,-80.982
0.7893924713134766,-0.130,-3.756,-75.566
0.7920355796813965, 0.557,-2.985,-72.979
0.7946815490722656, 1.213,-3.283,-67.440
0.7973299026489258,-0.100,-3.397,-67.364
0.7999892234802246,-0.977,-3.809,-63.595
0.8026375770568848,-2.083,-3.641,-62.741
0.805279016494751,-0.977,-3.565,-62.214
0.807927131652832, 1.297,-3.298,-63.442
0.8105723857879639,-0.534,-3.176,-65.052
0.8132171630859375, 0.091,-2.306,-66.754
0.8158750534057617, 0.297,-2.474,-67.654
0.8185126781463623,-0.565,-2.741,-72.369
0.8211398124694824,-1.618,-3.939,-73.559
0.8237671852111816,-3.365,-3.908,-78.739
0.8263933658599854,-3.342,-4.710,-80.158
0.8290362358093262,-2.755,-5.610,-81.616
0.8316802978515625,-5.417,-4.687,-90.115
0.8343212604522705,-3.342,-4.450,-94.357
0.8370616436004639,-1.915,-4.442,-98.255
0.8397688865661621,-1.915,-3.756,-100.781
0.8424897193908691, 0.518,-2.337,-105.305
0.8452086448669434,-1.618,-7.006,-104.939
0.8479397296905518,-4.731,-8.082,-106.205
0.8506810665130615,-3.685,-8.028,-108.647
0.8534066677093506,-1.732,-4.320,-113.140
0.8561298847198486, 1.922,-2.238,-110.806
0.858849287033081, 0.854,-4.671,-109.966
0.8615837097167969,-0.870,-5.755,-104.702
0.8643057346343994,-0.801,-4.778,-104.237
0.8670413494110107,-1.755,-4.221,-102.200
0.869765043258667, 0.717,-3.916,-97.820
0.8724849224090576, 1.159,-4.359,-95.303
0.8752038478851318, 2.647,-4.931,-94.525
0.8779299259185791, 0.297,-4.908,-90.656
0.8806474208831787,-1.442,-4.915,-88.848
0.8833675384521484,-1.610,-3.664,-86.056
0.8860864639282227, 1.243,-2.611,-83.790
0.8888454437255859, 3.006,-2.993,-81.921
0.8915681838989258, 0.099,-3.168,-78.167
0.8942859172821045, 1.342,-3.184,-76.611
0.8970069885253906,-2.526,-3.718,-76.191
0.8997287750244141,-0.237,-3.809,-75.421
0.9024503231048584,-1.763,-3.954,-80.097
0.9051704406738281,-1.969,-4.854,-79.266
0.9078962802886963,-0.664,-5.030,-81.104
0.9106149673461914,-2.930,-4.664,-86.422
0.9133336544036865,-1.526,-4.854,-88.001
0.916053295135498,-1.686,-4.664,-91.915
0.918778657913208,-0.885,-4.839,-93.708
0.9214975833892822,-0.275,-3.908,-95.593
0.9242174625396729,-0.466,-3.458,-96.882
0.9269618988037109, 1.152,-3.100,-100.079
0.9296867847442627, 1.548,-3.458,-101.773
0.9324069023132324, 2.243,-3.512,-103.260
0.9351255893707275,-0.084,-2.322,-103.916
0.937889575958252,-2.518,-5.381,-105.244
0.9406089782714844,-1.335,-3.489,-104.710
0.9433329105377197, 0.763,-2.909,-106.610
0.9460582733154297,-0.161,-4.816,-101.490
0.9487767219543457,-0.870,-5.274,-99.072
0.9514899253845215,-1.465,-3.618,-98.721
0.954200267791748, 2.700,-2.535,-100.834
0.9570398330688477, 3.006,-3.138,-97.546
0.9597704410552979, 2.914,-3.046,-94.288
0.962496280670166,-0.527,-3.153,-88.337
0.9652209281921387, 2.510,-3.763,-83.843
0.967949628829956, 0.297,-4.366,-83.569
0.9706735610961914, 0.084,-3.992,-82.119
0.9733982086181641, 0.465,-2.497,-77.740
0.9761209487915039, 2.144,-0.407,-72.361
0.9788496494293213, 3.082,-2.634,-66.464
0.9815735816955566, 1.175,-2.131,-61.680
0.9842977523803711, 3.135,-2.703,-57.659
0.9870247840881348,-1.091,-3.222,-55.195
0.9897506237030029,-0.084,-2.756,-52.883
0.9924750328063965, 0.099,-0.262,-52.036
0.9951963424682617,-0.260,-2.749,-53.639
0.9979262351989746,-0.840,-2.306,-52.571
1.000657558441162,-1.274,-2.383,-54.486
1.003396987915039,-1.206,-2.489,-55.149
1.006150484085083,-1.335,-2.878,-57.247
1.008920669555664,-2.083,-3.542,-59.025
1.011706829071045,-1.633,-2.672,-61.520
1.0144712924957275,-0.679,-2.024,-61.459
1.0172209739685059, 0.145,-1.467,-59.033
1.0199265480041504, 0.168,-1.276,-58.743
1.0226476192474365,-0.512,-1.742,-58.026
1.0254435539245605,-0.367,-2.131,-57.446
1.0282275676727295,-1.282,-2.543,-60.230
1.0310566425323486,-2.533,-2.505,-59.811
1.0338480472564697,-0.626,-2.985,-64.640
1.03659987449646,-0.817,-2.207,-69.096
1.0395185947418213,-1.038,-4.015,-74.795
1.042224407196045,-0.969,-4.137,-80.662
1.0450005531311035,-0.908,-3.947,-84.629
1.0477361679077148, 0.755,-3.573,-86.750
1.050433874130249, 0.557,-3.939,-86.834
1.053130865097046, 0.412,-3.786,-82.623
1.0559556484222412, 0.831,-4.626,-81.394
1.05930757522583, 0.496,-4.648,-81.387
1.062065839767456, 0.320,-3.130,-82.401
1.0648179054260254, 0.457,-3.969,-80.158
1.0675592422485352,-0.450,-4.496,-81.852
1.0702471733093262,-1.343,-3.840,-82.096
1.0729248523712158,-2.426,-2.230,-81.143
1.0756065845489502,-0.183,-4.763,-84.141
1.0783796310424805,-1.046,-4.526,-86.445
1.081080436706543,-2.465,-3.168,-88.253
1.0837810039520264, 1.022,-3.351,-89.474
1.0864810943603516,-0.016,-3.344,-89.451
1.0892367362976074, 0.488,-3.367,-87.712
1.0940682888031006,-0.458,-6.594,-92.259
1.0968270301818848,-2.770,-7.929,-92.884
1.0995995998382568,-0.954,-3.443,-93.495
1.1043782234191895, 2.723,-3.298,-93.540
1.1071968078613281, 0.183,-4.320,-100.208
1.1118216514587402,-0.634,-4.610,-101.818
1.1146740913391113,-1.564,-4.236,-103.108
1.1175024509429932,-2.632,-6.907,-110.104
1.1203007698059082,-2.983,-4.488,-113.735
1.1230833530426025,-0.634,-3.443,-117.008
1.1258258819580078,-0.100,-6.060,-119.320
1.1285552978515625,-0.382,-8.898,-121.060
1.1312501430511475,-3.548,-8.105,-121.266
1.1339313983917236,-3.998,-4.992,-120.587
1.136629343032837,-2.327,-4.465,-116.993
1.1393592357635498, 1.587,-6.373,-113.713
1.142012596130371,-1.343,-5.511,-113.217
1.144629955291748,-1.419,-3.924,-110.516
1.1472766399383545,-1.252,-4.450,-107.655
1.149947166442871,-1.976,-6.960,-105.763
1.1525850296020508,-2.175,-6.632,-106.442
1.1552340984344482,-0.199,-6.388,-102.452
1.1579203605651855, 0.526,-7.983,-98.530
1.160581350326538,-0.588,-4.549,-93.533
1.1632037162780762, 0.320,-6.090,-92.617
1.165783166885376, 0.579,-4.191,-89.199
1.1683588027954102, 0.366,-6.083,-88.558
1.1709315776824951,-0.450,-3.275,-87.231
1.1735038757324219,-0.679,-3.893,-85.842
1.1760761737823486,-0.481,-3.680,-84.347
1.1786632537841797, 0.106,-3.100,-83.981
1.1812353134155273, 0.984,-3.245,-84.706
1.183807611465454, 1.106,-4.046,-82.134
1.1863789558410645, 1.114,-4.618,-83.698
1.188957691192627, 1.693,-5.114,-83.027
1.1915326118469238, 1.983,-4.214,-85.720
1.1941053867340088, 1.579,-5.785,-85.049
1.1966767311096191, 0.358,-5.793,-88.803
1.1992604732513428, 2.525,-1.032,-86.651
1.2018365859985352, 5.035,-0.384,-87.765
1.2044081687927246, 3.173,-4.130,-88.642
1.206982135772705, 0.328,-3.832,-88.284
1.2095539569854736,-0.176,-4.435,-87.414
1.212125301361084, 1.632,-5.083,-87.315
1.214695930480957, 0.442,-5.007,-90.450
1.2172701358795166,-1.168,-5.099,-93.334
1.219841480255127,-0.786,-5.198,-95.776
1.2224128246307373,-4.464,-4.191,-98.622
1.2249839305877686,-5.288,-6.518,-101.307
1.2275569438934326,-3.861,-7.845,-100.987
1.2301287651062012,-3.022,-7.105,-100.834
1.2326996326446533,-4.052,-4.938,-103.573
1.2352831363677979,-4.410,-3.931,-104.374
1.2378723621368408, 1.907,-7.433,-100.491
1.2404448986053467, 1.190,-6.335,-98.583
1.2430164813995361, 1.465,-5.732,-94.135
1.2455878257751465, 2.983,-4.595,-94.013
1.248161792755127,-1.313,-2.497,-93.830
1.2507333755493164,-1.915,-2.108,-93.540
1.2533049583435059,-3.182,-2.146,-92.785
1.255875587463379,-3.090,-3.420,-94.341
1.258448839187622,-0.283,-5.839,-92.411
1.2610199451446533, 2.678,-6.167,-90.321
1.2635915279388428, 0.885,-4.183,-93.785
1.2661619186401367, 0.717,-3.397,-94.715
1.2687358856201172, 1.114,-2.260,-95.143
1.2713067531585693,-2.228,-5.327,-93.586
1.2738778591156006, 1.213,-4.832,-94.975
1.2764482498168945, 0.465,-5.976,-93.136
1.279022455215454, 1.121,-6.243,-92.579
1.2815940380096436,-2.968,-6.029,-94.563
1.2841649055480957,-1.976,-5.427,-97.050
1.2867372035980225,-2.648,-5.480,-100.315
1.2893097400665283,-2.060,-6.541,-101.719
1.2918815612792969,-3.159,-6.235,-104.107
1.2944526672363281,-0.931,-8.135,-106.205
1.297025203704834,-0.573,-5.549,-103.817
1.2995996475219727, 0.938,-4.504,-105.564
1.3021724224090576, 1.266,-3.405,-107.090
1.3047435283660889,-0.046,-2.611,-107.884
1.3073163032531738, 0.343,-2.276,-108.174
1.3098881244659424,-1.435,-5.717,-107.769
1.3124589920043945,-0.031,-5.801,-106.655
1.3150312900543213, 4.295,-6.861,-106.243
1.3176074028015137, 2.105,-6.296,-106.312
1.3213474750518799, 0.732,-4.946,-108.013
1.3239402770996094, 3.280,-4.221,-107.853
1.3265502452850342, 0.328,-6.846,-107.640
1.3291420936584473, 0.450,-5.717,-109.196
1.3317248821258545, 1.327,-5.327,-110.172
1.3343069553375244, 0.770,-6.449,-110.180
1.3368885517120361,-0.168,-6.480,-111.363
1.339468240737915, 1.281,-4.885,-111.714
1.3420679569244385, 4.501,-3.741,-111.477
1.3446545600891113, 4.364,-5.228,-111.622
1.3472387790679932, 3.929,-7.029,-113.034
1.3498187065124512, 4.532,-6.838,-114.201
1.3523995876312256, 4.509,-6.632,-113.545
1.354980230331421, 5.081,-6.350,-112.179
1.3575608730316162, 4.326,-8.196,-111.965
1.3601429462432861, 5.157,-6.525,-110.646
1.3627233505249023, 6.500,-5.701,-108.639
1.3653068542480469, 5.935,-5.862,-108.189
1.3678879737854004, 5.561,-5.083,-104.763
1.3704686164855957, 7.667,-4.183,-103.001
1.3730497360229492, 7.972,-4.748,-101.620
1.3756310939788818, 7.873,-5.511,-101.261
1.3782126903533936, 6.958,-4.984,-101.925
1.3807940483093262, 6.523,-4.488,-103.497
1.3833749294281006, 6.042,-4.732,-104.496
1.3859553337097168, 6.126,-5.877,-105.412
1.3885352611541748, 7.003,-6.563,-106.442
1.39111328125, 4.654,-6.777,-106.632
1.393709421157837, 4.188,-6.304,-105.152
1.3962945938110352, 3.257,-6.090,-103.459
1.3988866806030273, 3.273,-6.251,-101.460
1.401491641998291, 2.784,-6.304,-99.308
1.4040942192077637, 2.433,-6.907,-98.278
1.4066781997680664, 1.426,-6.922,-96.714
1.4092621803283691, 0.564,-7.120,-99.491
1.4118459224700928, 0.679,-6.861,-100.186
1.4144299030303955,-0.000,-7.159,-100.796
1.417013168334961,-0.267,-7.899,-101.040
1.4195971488952637,-0.420,-7.593,-101.551
1.422180414199829,-1.595,-7.311,-101.261
1.4247634410858154,-0.832,-6.563,-99.552
1.42734694480896,-1.213,-5.778,-98.171
1.4299297332763672,-1.046,-5.099,-95.234
1.43251371383667,-0.298,-4.717,-93.006
1.4350969791412354, 0.740,-5.602,-91.747
1.4376804828643799, 1.800,-5.121,-89.718
1.440263032913208, 2.021,-4.229,-88.619
1.4428465366363525, 2.830,-4.664,-89.604
1.4454293251037598, 3.235,-4.763,-90.763
1.4480133056640625, 5.150,-4.854,-87.704
1.4505956172943115, 4.226,-5.099,-87.361
1.4531793594360352, 4.463,-5.793,-88.368
1.455763339996338, 3.746,-6.426,-90.115
1.4583466053009033, 3.372,-6.243,-92.587
1.4609293937683105, 2.182,-6.312,-96.180
1.463512659072876, 2.937,-7.075,-100.178
1.4660964012145996, 3.212,-6.586,-104.099
1.4686799049377441, 0.602,-6.808,-107.861
1.4712638854980469,-0.466,-7.258,-110.569
1.473846197128296,-1.931,-7.754,-115.154
1.4764301776885986,-4.364,-8.066,-116.871
1.4790139198303223,-4.509,-8.547,-122.853
1.4815974235534668,-5.242,-8.562,-124.912
1.484179973602295,-6.585,-7.899,-126.232
1.4867637157440186,-4.532,-8.311,-125.668
1.489347219467163,-7.973,-8.982,-124.081
1.491931676864624,-8.995,-9.897,-127.751
1.4945147037506104,-9.796,-7.113,-129.704
1.4970993995666504,-10.117,-7.418,-125.736
1.499683141708374,-11.246,-8.349,-123.120
1.5022671222686768,-12.154,-10.157,-122.196
1.5048508644104004,-13.138,-8.539,-122.067
1.5074341297149658,-12.497,-7.242,-119.511
1.5100181102752686,-14.946,-8.456,-114.460
1.5126011371612549,-16.037,-9.447,-114.247
1.5151851177215576,-16.304,-7.540,-111.187
1.517768144607544,-17.113,-5.419,-107.189
1.5203521251678467,-16.724,-1.459,-98.667
1.5229339599609375,-14.054, 0.829,-88.375
1.5255179405212402,-5.318,-1.932,-75.794
1.528101921081543,-5.265,-3.893,-65.968
1.5306859016418457,-5.196,-3.977,-57.087
1.5332703590393066,-4.509, 0.517,-48.763
1.5358541011810303,-4.341,-1.398,-40.501
1.5384373664855957,-1.519,-1.810,-32.971
1.5410206317901611,-2.297,-0.864,-33.039
1.5436046123504639,-2.022,-1.635,-37.228
1.5461881160736084,-1.587,-2.558,-40.905
1.5487720966339111,-0.275,-2.550,-43.019
