yyyy-mm-dd hh:mm:ss.mmmmmm,x [dps],y [dps],z [dps]
2021-09-12 09:18:21.078214,-1.274, 0.290,-1.122
2021-09-12 09:18:21.178437,-1.167, 0.298,-1.190
2021-09-12 09:18:21.278693,-1.343, 1.930,-1.083
2021-09-12 09:18:21.378948,-1.724, 0.359,-0.755
2021-09-12 09:18:21.479194,-1.396,-0.046,-0.809
2021-09-12 09:18:21.579399,-1.503, 0.351,-0.908
2021-09-12 09:18:21.679558,-1.350, 0.122,-0.847
2021-09-12 09:18:21.779709,-1.282, 0.290,-1.053
2021-09-12 09:18:21.879867,-1.450, 0.458,-1.045
2021-09-12 09:18:21.980017,-1.381, 0.374,-0.694
2021-09-12 09:18:22.080163,-1.617, 0.252,-1.030
2021-09-12 09:18:22.180324,-1.289, 0.343,-1.106
2021-09-12 09:18:22.280513,-1.411, 0.015,-1.083
2021-09-12 09:18:22.380712,-1.572, 0.183,-1.381
2021-09-12 09:18:22.480906,-1.518, 0.328,-0.488
2021-09-12 09:18:22.581096,-1.328, 0.122,-1.068
2021-09-12 09:18:22.681289,-1.602, 0.237,-1.251
2021-09-12 09:18:22.781470,-1.404, 0.404,-1.289
2021-09-12 09:18:22.881689,-1.167, 0.175,-0.916
2021-09-12 09:18:22.981943,-1.274, 0.359,-1.099
2021-09-12 09:18:23.082128,-1.305, 0.282,-0.793
2021-09-12 09:18:23.182326,-1.457, 0.290,-1.144
2021-09-12 09:18:23.282541,-1.282,-0.053,-0.961
2021-09-12 09:18:23.382734,-1.572, 0.221,-0.809
2021-09-12 09:18:23.482922,-1.389, 0.122,-1.030
2021-09-12 09:18:23.583105,-1.289, 0.259,-0.748
2021-09-12 09:18:23.683297,-1.358, 0.267,-0.900
2021-09-12 09:18:23.783515,-1.511, 0.336,-0.801
2021-09-12 09:18:23.883769,-1.572, 0.259,-0.946
2021-09-12 09:18:23.983988,-1.335, 0.313,-0.839
2021-09-12 09:18:24.084157,-1.434, 0.420,-0.916
2021-09-12 09:18:24.184314,-1.335, 0.092,-1.175
2021-09-12 09:18:24.284460,-1.396, 0.114,-1.083
2021-09-12 09:18:24.384600,-1.328, 0.290,-0.786
2021-09-12 09:18:24.484735,-1.511, 1.945,-0.862
2021-09-12 09:18:24.584867,-1.450, 0.244,-0.809
2021-09-12 09:18:24.685020,-1.236, 0.389,-1.045
2021-09-12 09:18:24.785198,-1.328, 0.435,-1.068
2021-09-12 09:18:24.885385,-1.305, 0.069,-1.129
2021-09-12 09:18:24.985565,-1.442, 0.290,-0.641
2021-09-12 09:18:25.085776,-1.358, 0.565,-0.931
2021-09-12 09:18:25.185982,-1.213, 0.153,-1.060
2021-09-12 09:18:25.286198,-1.343, 0.473,-0.893
2021-09-12 09:18:25.386407,-1.251, 0.298,-0.931
2021-09-12 09:18:25.486614,-1.305, 0.435,-0.923
2021-09-12 09:18:25.586816,-1.404, 0.359,-0.771
2021-09-12 09:18:25.687020,-1.419, 0.313,-0.679
2021-09-12 09:18:25.787234,-1.259, 0.549,-1.099
2021-09-12 09:18:25.887448,-1.358, 0.259,-0.694
2021-09-12 09:18:25.987653,-1.335, 0.366,-1.015
2021-09-12 09:18:26.087875,-1.480, 0.305,-0.977
2021-09-12 09:18:26.188091,-1.381,-0.053,-1.099
2021-09-12 09:18:26.288346,-1.404, 0.397,-1.030
2021-09-12 09:18:26.388557,-1.373, 0.259,-0.854
2021-09-12 09:18:26.488770,-1.389, 0.000,-0.801
2021-09-12 09:18:26.588973,-1.671, 0.305,-0.755
2021-09-12 09:18:26.689178,-1.328, 0.099,-1.129
