yyyy-mm-dd hh:mm:ss.mmmmmm,x [dps],y [dps],z [dps]
2021-09-12 10:50:49.457280, 0.428,-0.201, 0.095
2021-09-12 10:50:49.557477,-0.151, 1.675,-0.027
2021-09-12 10:50:49.657681,-0.167,-0.087, 0.179
2021-09-12 10:50:49.757859, 0.078,-0.194,-0.065
2021-09-12 10:50:49.858074,-0.098, 0.310, 0.126
2021-09-12 10:50:49.958287,-0.006,-0.171, 0.179
2021-09-12 10:50:50.058592, 0.032, 0.096,-0.050
2021-09-12 10:50:50.158813,-0.098, 1.645,-0.210
2021-09-12 10:50:50.258987, 0.070,-0.011, 0.042
2021-09-12 10:50:50.359157, 0.024, 0.081, 0.195
2021-09-12 10:50:50.459325,-0.197, 0.188, 0.011
2021-09-12 10:50:50.559537,-0.060,-0.064, 0.195
2021-09-12 10:50:50.659726, 0.078, 0.157, 0.431
2021-09-12 10:50:50.759886,-0.251,-0.110, 0.141
2021-09-12 10:50:50.860084,-0.014,-0.079, 0.149
2021-09-12 10:50:50.960344, 0.009, 0.043, 0.088
2021-09-12 10:50:51.060584, 0.001,-0.057, 0.156
2021-09-12 10:50:51.160827,-0.045,-0.125, 0.080
2021-09-12 10:50:51.261015,-0.060,-0.095,-0.072
2021-09-12 10:50:51.361180,-0.128,-0.140,-0.240
2021-09-12 10:50:51.461348,-0.022,-0.110, 0.011
2021-09-12 10:50:51.561556,-0.075,-0.072,-0.088
2021-09-12 10:50:51.661754,-0.258,-0.148,-0.095
2021-09-12 10:50:51.761948, 0.291, 0.287,-0.187
2021-09-12 10:50:51.862123, 0.192, 0.119,-0.271
2021-09-12 10:50:51.962323, 0.001,-0.079,-0.042
2021-09-12 10:50:52.062538,-0.029, 0.256, 0.042
2021-09-12 10:50:52.162748,-0.197, 0.287,-0.271
2021-09-12 10:50:52.262935,-0.128,-0.217,-0.103
2021-09-12 10:50:52.363108,-0.121, 0.066, 0.172
2021-09-12 10:50:52.463289, 0.108,-0.095,-0.233
2021-09-12 10:50:52.563479, 0.222, 0.104,-0.149
2021-09-12 10:50:52.663665, 0.047,-0.026, 0.195
2021-09-12 10:50:52.763862,-0.067,-2.170,-0.187
2021-09-12 10:50:52.864086,-0.228,-0.049, 0.118
2021-09-12 10:50:52.964318, 0.238, 0.050, 0.019
2021-09-12 10:50:53.064526,-0.128,-0.003,-0.034
2021-09-12 10:50:53.164740,-0.121,-0.064,-0.034
2021-09-12 10:50:53.264956,-0.090,-0.072, 0.072
2021-09-12 10:50:53.365147,-0.083, 0.172, 0.080
2021-09-12 10:50:53.465341,-0.052,-0.110, 0.126
2021-09-12 10:50:53.565610, 0.200,-0.095,-0.134
2021-09-12 10:50:53.665935,-0.151, 0.249,-0.179
2021-09-12 10:50:53.766179, 0.009, 0.096, 0.126
2021-09-12 10:50:53.866434, 0.146,-0.133,-0.172
2021-09-12 10:50:53.966658,-0.182,-0.156, 0.149
2021-09-12 10:50:54.067044,-0.220, 0.020,-0.294
2021-09-12 10:50:54.167299, 0.024,-0.125, 0.042
2021-09-12 10:50:54.267682,-0.067, 0.203, 0.103
2021-09-12 10:50:54.367892, 0.100,-0.140, 0.095
2021-09-12 10:50:54.468097,-0.251, 0.165,-0.126
2021-09-12 10:50:54.568327,-0.029,-0.049, 0.256
2021-09-12 10:50:54.668554,-0.228, 0.119, 0.072
2021-09-12 10:50:54.768753,-0.014,-0.102,-0.088
2021-09-12 10:50:54.868964,-0.128, 0.027, 0.149
2021-09-12 10:50:54.969166,-0.357, 0.104,-0.095
2021-09-12 10:50:55.069389,-0.006,-0.247, 0.355
2021-09-12 10:50:55.169607,-0.151, 0.264, 0.103
2021-09-12 10:50:55.269802,-0.037, 0.180,-0.019
2021-09-12 10:50:55.369994,-0.083, 0.012, 0.042
2021-09-12 10:50:55.470308,-0.006, 0.066, 0.057
2021-09-12 10:50:55.570586, 0.047,-0.026,-0.118
2021-09-12 10:50:55.670822, 0.131,-0.026,-0.210
2021-09-12 10:50:55.771036,-0.022, 0.149,-0.126
2021-09-12 10:50:55.871262, 0.192, 0.035,-0.141
2021-09-12 10:50:55.971478, 0.001,-0.034,-0.072
2021-09-12 10:50:56.071735,-0.067,-0.087, 0.141
2021-09-12 10:50:56.172097,-0.075, 0.111, 0.111
2021-09-12 10:50:56.272389, 0.169, 0.081, 0.378
2021-09-12 10:50:56.372617,-0.243,-0.224, 0.042
2021-09-12 10:50:56.472857, 0.039, 0.165, 0.034
2021-09-12 10:50:56.573078,-0.228,-0.148, 0.286
2021-09-12 10:50:56.673284, 0.108,-0.041, 0.195
2021-09-12 10:50:56.773510, 0.108,-0.034,-0.134
2021-09-12 10:50:56.873741,-0.029,-0.118, 0.286
2021-09-12 10:50:56.974025,-0.014,-0.133,-0.080
2021-09-12 10:50:57.074291,-0.060, 0.127,-0.111
2021-09-12 10:50:57.174519, 0.139,-0.018,-0.095
2021-09-12 10:50:57.274736, 0.047, 0.073,-0.011
2021-09-12 10:50:57.375016,-0.083,-2.185,-0.034
2021-09-12 10:50:57.475239, 0.139, 0.050,-0.065
2021-09-12 10:50:57.575462,-0.045,-0.140, 0.446
2021-09-12 10:50:57.675761,-0.228,-0.102, 0.065
2021-09-12 10:50:57.776008, 0.016, 0.111, 0.210
2021-09-12 10:50:57.876379,-0.190,-0.072, 0.034
2021-09-12 10:50:57.976603,-0.029,-0.095, 0.141
2021-09-12 10:50:58.076903,-0.167, 0.111,-0.011
2021-09-12 10:50:58.177233,-0.029, 0.058,-0.126
2021-09-12 10:50:58.277480, 0.024,-0.003,-0.027
2021-09-12 10:50:58.377694,-0.006, 0.142, 0.134
2021-09-12 10:50:58.477885,-0.014, 0.088, 0.072
2021-09-12 10:50:58.578074, 0.032, 0.195, 0.042
2021-09-12 10:50:58.678258, 0.184,-0.148,-0.095
2021-09-12 10:50:58.778511,-0.037, 0.249, 0.317
2021-09-12 10:50:58.878705,-0.128, 0.111, 0.004
2021-09-12 10:50:58.978953,-0.144, 1.622, 0.088
2021-09-12 10:50:59.079161, 0.100,-0.133,-0.050
2021-09-12 10:50:59.179330,-0.144,-0.018,-0.042
2021-09-12 10:50:59.279487, 0.016,-0.018,-0.164
2021-09-12 10:50:59.379703,-0.144,-0.171, 0.210
2021-09-12 10:50:59.479956,-0.128,-0.140,-0.011
2021-09-12 10:50:59.580156, 0.154,-0.049, 0.126
2021-09-12 10:50:59.680304,-0.083,-0.011,-0.156
2021-09-12 10:50:59.780458,-0.167, 0.005, 0.141
2021-09-12 10:50:59.880652, 0.245, 0.104,-0.034
2021-09-12 10:50:59.980847, 0.390, 0.172, 0.233
2021-09-12 10:51:00.081036, 0.192,-0.057,-0.019
2021-09-12 10:51:00.181228,-0.060, 0.142, 0.072
2021-09-12 10:51:00.281446, 0.001,-0.171,-0.034
2021-09-12 10:51:00.381682,-0.106,-0.125,-0.393
2021-09-12 10:51:00.481872, 0.299,-0.003, 0.126
2021-09-12 10:51:00.582043, 0.085,-2.170, 0.042
2021-09-12 10:51:00.682228,-0.075, 0.035, 0.065
2021-09-12 10:51:00.782475, 0.001, 0.073, 0.118
2021-09-12 10:51:00.882674, 0.215, 0.066, 0.149
2021-09-12 10:51:00.982837, 0.009,-0.072, 0.095
2021-09-12 10:51:01.083009,-0.045,-0.224, 0.011
2021-09-12 10:51:01.183243, 0.139, 0.058,-0.050
2021-09-12 10:51:01.283479,-0.182, 0.088, 0.134
2021-09-12 10:51:01.383700,-0.014, 0.073,-0.195
2021-09-12 10:51:01.483914, 0.131, 0.294, 0.088
2021-09-12 10:51:01.584118, 0.139, 0.134, 0.042
2021-09-12 10:51:01.684332, 0.146, 0.111,-0.004
2021-09-12 10:51:01.784581,-0.067,-0.057, 0.164
2021-09-12 10:51:01.884842,-0.113, 0.203,-0.065
2021-09-12 10:51:01.985120, 0.024, 0.111,-0.065
2021-09-12 10:51:02.085354, 0.154,-0.133, 0.042
2021-09-12 10:51:02.185591,-0.014, 0.020, 0.072
2021-09-12 10:51:02.285796,-0.220,-0.148,-0.050
2021-09-12 10:51:02.385981,-0.159, 0.027, 0.095
2021-09-12 10:51:02.486187, 0.009,-2.193, 0.294
2021-09-12 10:51:02.586386,-0.083,-0.018,-0.103
2021-09-12 10:51:02.686583, 0.100,-0.026,-0.134
2021-09-12 10:51:02.786778, 0.062, 0.020,-0.080
2021-09-12 10:51:02.886950, 0.078,-0.194,-0.111
2021-09-12 10:51:02.987133,-0.090,-0.057, 0.080
2021-09-12 10:51:03.087313,-0.014, 0.073, 0.034
2021-09-12 10:51:03.187519,-0.190, 0.172,-0.156
2021-09-12 10:51:03.287709,-0.159, 0.111, 0.057
2021-09-12 10:51:03.387888, 0.001, 0.233, 0.202
2021-09-12 10:51:03.488093,-0.090,-0.079, 0.088
2021-09-12 10:51:03.588327,-0.106, 0.134, 0.164
2021-09-12 10:51:03.688691,-0.083,-0.026, 0.103
2021-09-12 10:51:03.788926,-0.235, 0.157, 0.111
2021-09-12 10:51:03.889120, 0.184, 0.111, 0.050
2021-09-12 10:51:03.989288,-0.067,-0.057, 0.011
2021-09-12 10:51:04.089454,-0.220, 0.073, 0.088
2021-09-12 10:51:04.189636,-0.052, 0.218, 0.019
2021-09-12 10:51:04.289865, 0.062, 0.058,-0.263
2021-09-12 10:51:04.390062, 0.123,-0.003,-0.004
2021-09-12 10:51:04.490225, 0.123,-0.011, 0.072
2021-09-12 10:51:04.590403,-0.037, 0.005, 0.217
2021-09-12 10:51:04.690640,-0.113,-2.162, 0.149
2021-09-12 10:51:04.790854,-0.228, 0.142, 0.179
2021-09-12 10:51:04.891069, 0.184, 0.134,-0.172
2021-09-12 10:51:04.991257, 0.009, 0.233,-0.072
2021-09-12 10:51:05.091402, 0.024, 0.073,-0.004
2021-09-12 10:51:05.191603,-0.121, 0.195, 0.011
2021-09-12 10:51:05.291798,-0.090, 0.035,-0.126
2021-09-12 10:51:05.391973,-0.106,-0.003, 0.156
2021-09-12 10:51:05.492178,-0.113,-0.133,-0.233
2021-09-12 10:51:05.592363,-0.083, 0.012,-0.072
2021-09-12 10:51:05.692566,-0.296, 0.096,-0.179
2021-09-12 10:51:05.792792, 0.009,-0.072,-0.294
2021-09-12 10:51:05.892994,-0.083,-0.110,-0.072
2021-09-12 10:51:05.993194,-0.083, 0.188,-0.050
2021-09-12 10:51:06.093403,-0.083,-0.057, 0.271
2021-09-12 10:51:06.193635,-0.136, 0.027,-0.080
2021-09-12 10:51:06.293857,-0.098,-0.087, 0.210
2021-09-12 10:51:06.394063,-0.022, 0.043,-0.195
2021-09-12 10:51:06.494254,-0.251,-0.003, 0.095
2021-09-12 10:51:06.594404,-0.128, 0.165, 0.011
2021-09-12 10:51:06.694604,-0.128,-0.057,-0.164
2021-09-12 10:51:06.794840, 0.161, 0.203, 0.004
2021-09-12 10:51:06.895007,-0.022, 0.005,-0.042
2021-09-12 10:51:06.995165,-0.266,-0.102,-0.065
2021-09-12 10:51:07.095313,-0.113,-0.140,-0.072
2021-09-12 10:51:07.195524, 0.078, 0.043, 0.103
2021-09-12 10:51:07.295727, 0.055,-0.110,-0.179
2021-09-12 10:51:07.395936,-2.257, 0.020,-0.141
2021-09-12 10:51:07.496119, 0.253,-0.201,-0.004
2021-09-12 10:51:07.596272,-0.151, 0.073, 0.050
2021-09-12 10:51:07.696471,-0.251,-0.011,-0.011
2021-09-12 10:51:07.796670, 0.123, 0.035,-0.347
2021-09-12 10:51:07.896958, 0.070,-0.102,-0.080
2021-09-12 10:51:07.997203,-0.228, 0.157,-0.164
2021-09-12 10:51:08.097480,-0.258,-0.194, 0.233
2021-09-12 10:51:08.197717,-0.128,-0.026, 0.332
2021-09-12 10:51:08.297939, 0.016, 0.127,-0.027
2021-09-12 10:51:08.398118,-0.212,-0.095,-0.019
2021-09-12 10:51:08.498331, 0.009, 0.127, 0.164
2021-09-12 10:51:08.598547,-0.045, 0.272,-0.019
2021-09-12 10:51:08.698760, 0.139, 0.027,-0.134
2021-09-12 10:51:08.798981,-0.014, 0.066,-0.149
2021-09-12 10:51:08.899135, 0.024, 0.241,-0.195
2021-09-12 10:51:08.999274,-0.098,-0.026, 0.019
2021-09-12 10:51:09.099478, 0.093,-0.179,-0.095
2021-09-12 10:51:09.199720,-0.220, 0.020, 0.019
2021-09-12 10:51:09.299935, 0.108, 0.119,-0.156
2021-09-12 10:51:09.400105, 0.032, 0.035,-0.141
2021-09-12 10:51:09.500269, 0.139, 0.073,-0.004
2021-09-12 10:51:09.600441, 0.093,-0.102, 0.141
2021-09-12 10:51:09.700644,-0.121,-0.110,-0.004
2021-09-12 10:51:09.800904,-0.037, 0.081,-0.149
2021-09-12 10:51:09.901117,-0.075, 0.111, 0.027
2021-09-12 10:51:10.001325,-0.067, 0.043,-0.103
2021-09-12 10:51:10.101540, 0.161, 0.020, 0.072
2021-09-12 10:51:10.201822,-0.365, 0.127, 0.050
2021-09-12 10:51:10.301982,-0.098, 0.149, 0.027
2021-09-12 10:51:10.402224,-0.014, 1.652, 0.210
2021-09-12 10:51:10.502473,-0.090,-0.079, 0.080
2021-09-12 10:51:10.602692,-0.029,-0.156,-0.034
2021-09-12 10:51:10.702901, 0.154,-0.156,-0.050
2021-09-12 10:51:10.803104,-0.312,-0.179, 0.134
2021-09-12 10:51:10.903288, 0.062, 0.020, 0.202
2021-09-12 10:51:11.003453, 0.047,-0.011,-0.004
2021-09-12 10:51:11.103632,-0.045,-0.087, 0.103
2021-09-12 10:51:11.203783,-0.022,-0.156,-0.103
2021-09-12 10:51:11.303945,-0.090,-0.018,-0.019
2021-09-12 10:51:11.404133,-0.083,-0.072, 0.187
2021-09-12 10:51:11.504326,-0.083,-0.110,-0.057
