delta_t,x [dps],y [dps],z [dps]
1.593285322189331, 1.887, 2.823,64.699
1.596040964126587, 1.963, 2.434,63.418
1.598764419555664,-0.006, 1.984,59.290
1.6014914512634277,-2.538, 1.542,60.007
1.604217290878296,-2.943, 0.695,61.121
1.606954574584961,-1.524,-0.251,60.755
1.6096765995025635, 3.283, 5.105,54.240
1.6123969554901123, 3.878, 6.295,52.988
1.6151189804077148, 3.123, 4.929,51.249
1.6178407669067383, 2.978, 2.213,48.975
1.6205596923828125, 3.054, 3.548,47.159
1.6232805252075195, 1.986, 3.098,46.145
1.626002550125122, 1.261, 1.107,48.754
1.6287262439727783, 1.047, 2.038,50.562
1.6314499378204346,-0.006, 2.442,51.325
1.6341712474822998, 0.010, 1.832,52.218
1.6368818283081055, 0.117, 2.282,52.912
1.639575719833374,-0.219, 2.358,54.560
1.6422698497772217, 1.139, 2.686,55.338
1.6449639797210693, 1.909, 3.609,56.620
1.647681713104248, 1.917, 3.708,58.832
1.6503989696502686, 1.566, 2.923,60.061
1.6531157493591309,-0.501, 3.075,61.320
1.6558380126953125, 0.925, 2.480,63.288
1.658557653427124, 0.986, 3.480,63.807
1.6612775325775146, 3.153, 4.685,63.784
1.6639940738677979, 2.802, 5.318,63.647
1.666715145111084, 3.206, 4.220,68.285
1.6694693565368652, 1.276, 2.938,69.895
1.6723120212554932, 0.986, 4.151,70.551
1.6750590801239014, 0.010, 3.724,71.436
1.6777915954589844, 1.200, 4.792,72.825
1.680509328842163, 0.742, 4.601,73.473
1.683227777481079,-0.173, 4.242,73.847
1.6859514713287354,-0.494, 3.838,74.755
1.688669204711914,-0.601, 3.136,70.917
1.6914012432098389,-1.379, 3.312,69.620
1.6941208839416504,-1.844, 3.319,67.667
1.6968774795532227,-1.318, 2.923,66.500
1.6995964050292969,-0.677, 3.487,66.019
1.70231294631958,-0.379, 3.426,65.089
1.7050306797027588, 0.483, 3.945,64.776
1.7077529430389404,-0.425, 4.632,64.173
1.7104709148406982, 1.147, 4.754,64.585
1.7131898403167725, 0.544, 4.029,63.540
1.7159111499786377,-0.120, 4.471,66.691
1.718630313873291,-0.059, 3.724,67.835
1.7213468551635742,-0.555, 2.930,70.063
1.7240626811981201, 0.307, 3.602,71.978
1.7267849445343018,-0.501, 2.770,71.284
1.7295012474060059,-0.967, 2.427,73.794
1.7322192192077637, 0.063, 2.793,73.817
1.7349348068237305, 0.674, 3.373,75.159
1.737657070159912, 1.429, 5.585,71.749
1.740394115447998, 2.352, 4.365,69.987
1.743117332458496, 2.382, 4.403,69.277
1.7458410263061523, 1.040, 3.319,66.576
1.7485582828521729, 1.833, 2.884,64.059
1.751274585723877, 4.526, 2.183,62.060
1.7539901733398438,-7.734, 5.143,65.081
1.7567119598388672,-1.264, 0.390,65.760
1.7594306468963623, 2.154, 2.808,64.081
1.7621467113494873, 1.192, 3.747,63.738
1.7648653984069824,-1.142, 1.793,63.715
1.7677462100982666, 1.230, 2.335,66.218
1.7704646587371826, 1.909, 3.098,65.707
1.7731812000274658, 1.658, 3.525,65.928
1.7758989334106445, 1.261, 5.555,66.950
1.7786173820495605, 1.490, 3.418,68.285
1.7813317775726318, 2.230, 3.563,68.514
1.7840461730957031, 2.039, 4.525,68.918
1.7867627143859863, 1.726, 3.823,69.262
1.789478063583374, 2.123, 3.457,69.018
1.7921929359436035, 1.024, 5.532,69.079
1.7949085235595703, 0.796, 3.312,69.857
1.7976813316345215, 0.216, 3.327,70.963
1.800403356552124,-0.738, 3.357,71.886
1.8031201362609863,-0.295, 3.022,72.588
1.805837869644165,-0.891, 2.953,73.122
1.80855393409729,-0.921, 3.624,73.504
1.8112704753875732,-1.920, 2.808,74.335
1.8139879703521729,-1.470, 2.259,73.595
1.8167035579681396,-1.348, 2.915,72.871
1.8194284439086914,-2.317, 2.923,69.834
1.8221435546875,-2.790, 2.251,69.224
1.8248591423034668,-1.684, 3.495,67.980
1.8275890350341797,-0.433, 4.509,65.859
1.83030366897583, 1.566, 4.189,64.356
1.8330180644989014, 1.803, 3.052,63.723
1.8357317447662354, 1.459, 1.740,62.517
1.8384463787078857, 1.604, 3.975,62.228
1.8411612510681152, 1.765, 4.113,62.754
1.843876600265503, 1.017, 3.212,62.937
1.8465979099273682, 0.551, 2.991,63.616
1.8493142127990723, 0.742, 3.609,63.860
1.8520309925079346,-0.036, 2.877,64.371
1.8547463417053223,-0.013, 2.030,64.760
1.857466697692871, 0.315, 2.694,63.166
1.8601834774017334,-0.479, 2.297,61.671
1.862898588180542,-1.196, 1.969,59.840
1.8656179904937744,-1.364, 1.992,56.948
1.868356466293335,-1.241,-0.175,54.644
1.8710756301879883,-0.166, 3.434,53.187
1.8737943172454834, 0.994, 3.777,46.526
1.8765156269073486, 0.986, 2.564,45.206
1.87923264503479, 1.223, 2.533,38.882
1.8819499015808105, 0.704, 2.198,35.616
1.8846664428710938, 1.223, 1.778,33.503
1.8873870372772217, 1.772, 2.327,32.656
1.8901007175445557, 1.772, 2.266,33.556
1.8928172588348389, 1.536, 1.710,34.655
1.8955330848693848, 2.497, 2.747,36.867
1.8982787132263184, 2.711, 3.174,38.798
1.9009943008422852, 2.039, 2.862,41.727
1.9037082195281982, 1.765, 2.350,43.879
1.9064288139343262, 1.940, 2.732,46.473
1.9091439247131348, 1.230, 3.151,48.525
1.9118609428405762, 0.223, 2.480,49.692
1.9145786762237549, 1.330, 1.946,50.364
1.9172987937927246,-0.814, 2.282,49.876
1.9200160503387451,-1.364, 2.213,49.135
1.9227325916290283,-1.241, 2.221,47.518
1.925450325012207,-1.554, 1.755,45.038
1.9282097816467285,-2.577, 1.252,42.338
1.9309289455413818,-1.455, 1.214,40.461
1.9336471557617188,-1.158, 1.496,36.593
1.9363901615142822,-1.341, 1.267,34.861
1.9391074180603027,-0.707, 1.496,32.694
1.9418246746063232,-0.089, 1.549,31.435
1.9445412158966064, 0.689, 2.060,31.687
1.9472839832305908, 1.330, 2.434,32.938
1.9499993324279785, 1.467, 2.564,33.945
1.9527156352996826, 1.742, 2.968,34.403
1.9554309844970703, 2.299, 2.968,38.714
1.9581477642059326, 2.329, 3.296,41.277
1.9608635902404785, 2.276, 4.029,44.573
1.9635779857635498, 3.000, 4.235,49.166
1.9662981033325195, 2.535, 4.273,53.545
1.9690287113189697, 2.588, 4.387,58.832
1.9717447757720947, 3.046, 4.784,64.562
1.974461317062378, 1.963, 4.799,70.460
1.977184534072876, 1.215, 3.930,73.633
1.979902744293213, 0.872, 4.540,77.494
1.9826202392578125,-0.585, 4.326,82.827
1.985337257385254,-1.699, 4.021,84.864
1.988060474395752,-2.233, 3.373,84.345
1.990776538848877,-2.104, 2.846,82.186
1.9934935569763184,-2.630, 2.312,79.203
1.996241807937622,-3.019, 2.045,75.259
1.9990317821502686,-3.652, 1.687,72.314
2.001817226409912,-3.996, 1.298,65.562
2.004546880722046,-3.652, 1.145,62.578
2.0073049068450928,-3.393, 0.596,56.055
2.010021924972534,-2.798, 1.290,53.103
2.012737512588501,-2.455, 2.488,47.587
2.0154836177825928, 0.384, 2.701,43.436
2.0182032585144043, 0.216, 1.610,39.400
2.020921230316162, 0.429, 2.282,37.737
2.023637294769287, 1.124, 1.534,37.363
2.0263543128967285, 0.902, 3.617,36.242
2.029073476791382, 1.078, 1.755,39.309
2.0317890644073486, 0.574, 1.572,40.636
2.034506320953369, 0.574, 1.511,42.666
2.037233591079712, 0.628, 1.626,43.986
2.039950370788574, 0.918, 2.106,48.502
2.042668104171753, 0.979, 2.808,51.699
2.0453834533691406, 0.910, 2.945,54.743
2.0481014251708984, 1.276, 3.113,56.483
2.0508952140808105, 1.002, 2.717,55.804
2.0536184310913086, 0.353, 3.144,58.352
2.0563461780548096, 0.658, 2.785,58.512
2.059065341949463, 0.735, 3.243,58.481
2.0617871284484863,-0.486, 3.281,58.100
2.0645079612731934, 0.445, 3.014,56.566
2.0673141479492188, 1.261, 3.075,54.804
2.070044755935669, 3.229, 2.961,53.217
2.072766065597534, 0.918, 2.480,49.113
2.0754916667938232, 1.063, 2.572,47.343
2.0782318115234375, 0.796, 2.533,45.664
2.0809524059295654, 0.780, 2.419,43.970
2.0836732387542725, 1.101, 2.190,42.788
2.0863983631134033, 0.963, 2.411,41.567
2.089120864868164, 0.735, 2.282,41.804
2.0918424129486084, 0.994, 2.076,39.889
2.09456205368042, 0.422, 1.809,36.669
2.097287654876709, 0.094, 1.511,35.624
2.1000423431396484,-0.280, 1.870,34.663
2.102762222290039,-0.280, 3.624,33.640
2.105489492416382,-0.433, 1.343,32.686
2.108210802078247,-0.479, 1.236,31.908
2.110933780670166,-0.517, 1.092,30.611
2.1136538982391357,-0.288, 1.488,30.039
2.1164159774780273, 0.056,-0.122,29.299
2.1191396713256836, 0.612, 2.129,29.078
2.121858835220337,-0.028, 3.586,29.955
2.124579906463623, 0.200, 1.214,29.085
2.127304792404175, 0.529, 1.984,28.765
2.130023717880249, 0.292, 1.740,28.498
2.1327450275421143, 0.269, 1.267,28.590
2.1354899406433105,-0.112, 1.526,28.734
2.138213872909546,-0.143, 1.534,29.116
2.140933036804199, 0.040, 1.236,30.184
2.1436519622802734,-0.051, 1.359,30.993
2.1463944911956787,-0.273, 1.397,30.573
2.149090528488159, 1.360, 1.420,32.297
2.151785135269165,-0.463, 1.786,36.516
2.154479503631592,-0.242, 1.954,38.515
2.1571948528289795,-0.471, 1.793,39.820
2.1599133014678955,-0.341, 1.717,40.987
2.1626341342926025, 0.040,-0.205,41.155
2.1653528213500977,-0.433, 1.816,42.010
2.1681454181671143,-0.280, 1.427,41.605
2.170952081680298,-0.799, 1.366,41.712
2.1737186908721924,-0.189, 1.519,41.369
2.1764936447143555, 0.071, 1.740,40.499
2.179263114929199,-0.036, 2.007,40.369
2.18204402923584, 0.857, 2.228,39.217
2.1848013401031494, 0.551, 2.244,37.890
2.187572717666626, 0.933, 2.282,37.539
2.1903536319732666, 1.070, 2.183,37.813
2.1931262016296387, 1.986, 2.572,38.065
2.1959660053253174, 1.459, 2.579,39.393
2.1989006996154785, 1.230, 2.114,41.209
2.2016475200653076, 1.208, 2.602,42.879
2.2043955326080322, 1.169, 2.732,45.260
2.207127332687378, 1.116, 2.198,47.686
2.2098195552825928, 3.290, 2.663,49.654
2.2125039100646973, 0.712, 2.434,51.691
2.2151882648468018, 0.590, 2.259,53.484
2.2178757190704346, 0.628, 2.076,53.911
2.2205607891082764, 0.460, 2.587,58.291
2.2232460975646973,-0.250, 2.320,60.259
2.2259328365325928,-0.486, 2.167,62.807
2.2286171913146973,-1.875, 2.007,64.570
2.2313036918640137,-1.776, 1.702,65.867
2.233988046646118,-1.097, 2.289,66.599
2.2366750240325928,-2.241, 2.533,67.354
2.2393605709075928,-2.455, 1.305,66.798
2.242044687271118,-1.974, 1.336,67.301
2.244729518890381,-2.317, 1.679,63.654
2.247415781021118,-1.859, 1.954,60.450
2.2501027584075928,-1.341, 2.678,56.666
2.2527871131896973,-1.470, 2.312,55.308
2.255495548248291,-0.768, 2.137,50.814
2.2581803798675537,-0.410, 2.274,44.840
2.2608654499053955,-0.089, 2.289,42.902
2.2635505199432373,-0.021, 2.526,42.422
2.2662367820739746,-0.044, 2.297,42.666
2.2689571380615234, 0.788, 2.434,43.345
2.2717127799987793, 0.666, 2.251,44.268
2.2744245529174805, 0.406, 2.396,44.649
2.277117967605591, 0.368, 3.243,45.061
2.2798044681549072, 0.307, 2.678,45.107
2.282489061355591, 0.414, 2.602,44.558
2.2851738929748535, 0.223, 3.098,44.634
2.2878596782684326, 0.223, 2.137,44.367
2.2905659675598145, 0.498, 2.129,43.566
2.293255567550659, 0.323, 3.022,43.436
2.2959561347961426,-0.707, 2.366,42.666
2.2986435890197754, 0.094, 2.137,41.582
2.3014471530914307, 0.315, 2.884,40.682
2.304168462753296, 0.193, 2.442,40.804
2.3069519996643066, 0.773, 2.472,41.514
2.3096539974212646, 0.391, 2.892,43.116
2.3123514652252197, 0.796, 2.541,44.733
2.315048933029175, 0.513, 3.281,47.106
2.3177549839019775, 0.345, 3.167,49.601
2.3204519748687744, 0.445, 3.357,52.927
2.3231470584869385, 0.468, 3.457,56.269
2.3258461952209473, 0.780, 3.792,59.290
2.328540802001953, 1.536, 4.059,62.296
2.331237554550171, 0.681, 3.350,65.401
2.3339321613311768, 1.482, 4.067,68.064
2.3366305828094482, 1.024, 4.509,71.177
2.3393263816833496, 0.315, 4.265,74.877
2.3420369625091553, 0.994, 4.525,75.526
2.3447372913360596, 0.216, 4.624,78.875
2.3474366664886475, 0.292, 3.739,78.745
2.350132465362549, 0.483, 5.532,78.631
2.3528268337249756, 1.291, 3.113,73.283
2.355524778366089,-1.074, 2.305,70.666
2.358234405517578,-1.051, 1.595,61.991
2.3609275817871094,-0.883, 2.175,55.956
2.3636221885681152,-1.005, 2.137,51.134
2.366319417953491,-0.814,-0.183,44.329
2.369166135787964, 0.536, 1.961,41.636
2.3718645572662354, 1.208, 0.832,35.120
2.3745696544647217, 0.040, 1.252,33.648
2.3773186206817627,-0.257, 1.282,29.772
2.380038022994995,-0.288, 0.474,24.851
2.382756233215332, 0.216, 0.939,21.761
2.3855035305023193, 0.460, 0.672,19.175
2.388221025466919, 1.017, 0.687,17.229
2.3909404277801514, 0.582, 0.618,15.627
2.3936567306518555, 0.780, 0.641,15.169
2.3963992595672607, 1.200, 1.275,15.833
2.3991198539733887, 0.689, 0.725,17.100
2.4018707275390625, 1.581, 1.412,19.137
2.404590129852295, 0.849, 3.617,23.249
2.407311201095581, 1.154, 1.168,28.292
2.4100277423858643, 1.604, 2.244,32.900
2.412745714187622, 1.139, 2.190,37.806
2.4154880046844482, 1.154, 2.320,42.750
2.418208599090576, 0.323, 2.930,45.946
2.4209256172180176,-0.204, 2.663,51.104
2.4236414432525635, 0.574, 3.281,51.966
2.426387310028076, 0.330, 3.609,56.307
2.4291045665740967, 0.826, 3.464,57.352
2.431823492050171,-0.334, 3.457,56.818
2.4345405101776123,-0.891, 2.587,54.644
2.4372849464416504,-0.234, 2.915,52.416
2.4400038719177246,-1.043, 2.991,50.463
2.442720890045166,-1.097, 2.244,48.022
2.4454400539398193,-0.242, 2.427,45.428
2.4481825828552246,-1.013, 2.701,45.725
2.450901746749878,-2.447, 2.076,43.329
2.4536209106445312, 0.269, 2.541,38.256
2.4563417434692383, 0.124, 2.396,37.646
2.4591119289398193, 0.162, 2.503,38.370
2.4618959426879883, 0.551, 2.640,40.842
2.4646246433258057,-0.082, 3.151,43.772
2.4673569202423096, 0.002, 2.747,47.304
2.470099449157715, 0.254, 3.205,51.516
2.4728260040283203, 0.033, 3.274,54.072
2.4755523204803467,-0.196, 3.327,60.427
2.4782731533050537,-0.120, 3.075,63.647
2.4809937477111816, 0.345, 3.304,66.042
2.4837145805358887,-0.471, 3.174,68.918
2.486441135406494, 0.704, 2.106,68.857
2.4891622066497803, 0.429, 3.068,67.515
2.491882085800171,-0.883, 1.832,65.829
2.494603395462036,-0.105, 0.672,62.807
2.497328996658325,-0.334,-0.129,57.406
2.5000522136688232,-1.608, 0.870,51.348
2.5028066635131836,-1.203, 1.465,45.351
2.5055296421051025,-1.203, 0.771,43.131
2.508253574371338,-0.364, 0.405,36.631
2.5109734535217285,-0.372, 1.587,33.396
2.513695240020752,-0.112, 1.183,30.764
2.5164220333099365, 0.086, 1.061,28.910
2.5191423892974854, 0.490, 1.626,26.362
2.521864175796509, 0.277, 1.549,29.597
2.5245840549468994, 1.085, 2.015,30.260
2.527310609817505, 1.154, 1.969,34.914
2.5300323963165283, 1.192, 3.212,39.736
2.532752752304077,-0.524, 3.571,45.229
2.5355138778686523, 2.344, 4.090,48.388
2.5382349491119385, 2.001, 4.265,53.950
2.540954828262329, 1.375, 4.921,60.282
2.543674945831299, 1.742, 3.869,59.809
2.546398162841797, 1.230, 3.678,62.243
2.5491204261779785, 0.323, 3.121,61.014
2.5518393516540527,-0.013, 2.320,56.650
2.5545594692230225,-0.456, 2.190,52.828
2.557305097579956,-0.402, 3.602,44.543
2.5600266456604004,-0.700, 0.649,37.508
2.5627479553222656,-0.761, 0.504,28.170
2.565490961074829,-1.638, 0.496,20.006
2.5682294368743896,-2.020, 0.596,12.392
2.5709543228149414,-2.516,-0.007, 3.176
2.5736758708953857,-1.463, 0.084,-1.386
2.5764029026031494, 2.176, 0.008,-0.234
2.5791244506835938, 2.199,-0.419, 0.323
2.5818512439727783, 1.032,-1.022,-0.021
2.5845744609832764,-1.447,-0.350, 0.132
2.5872957706451416,-1.066,-0.648, 0.033
2.5900182723999023,-0.768,-0.106,-0.204
2.5927393436431885,-0.692, 1.633,-0.562
2.5954887866973877,-1.020,-0.526,-0.700
2.5982134342193604,-1.173,-0.152,-0.723
2.6009387969970703,-1.463,-0.511,-0.883
2.603693723678589,-0.967, 0.016,-1.447
2.6064157485961914,-0.913, 0.016,-1.241
2.6091387271881104,-1.226,-2.143,-0.952
2.6118621826171875,-1.119,-0.305,-1.470
2.6145827770233154,-1.470,-0.671,-1.447
2.617304563522339,-2.416,-0.526,-1.646
2.6200249195098877,-1.798,-0.152,-1.714
2.6227500438690186,-1.661, 0.214,-1.226
2.625502347946167, 0.010, 0.184,-3.721
2.6282248497009277, 1.970, 0.153,-2.065
2.6309475898742676, 0.475, 0.130,-1.989
2.6336684226989746, 1.085, 0.367,-2.187
2.6363914012908936, 3.443, 0.512,-2.012
2.639113426208496, 1.574, 0.207,-1.432
2.6418352127075195, 0.979, 0.672,-2.844
2.6445562839508057,-0.532, 2.022, 0.773
2.647306442260742, 5.968, 1.168,-1.859
2.6500298976898193, 3.222,-0.465,-1.653
2.65275239944458,-2.317, 0.916,-0.051
2.655503273010254,-0.387, 0.176, 0.048
2.6582016944885254,-0.326,-0.152,-0.311
2.6608965396881104, 0.429,-0.007,-0.341
2.66359281539917, 0.506, 0.344,-0.227
2.6663005352020264,-0.021,-0.160,-0.044
2.669034957885742,-0.166, 0.046,-0.021
2.671757936477661,-0.227,-0.167,-0.204
2.674492597579956, 0.040, 0.001,-0.440
2.6772146224975586, 0.139,-0.137, 0.162
2.6799328327178955, 0.178, 0.069,-0.280
2.6826491355895996,-0.265, 0.039, 0.063
2.68536639213562, 0.010, 0.031,-0.021
2.6880881786346436,-0.074, 0.054, 0.033
2.6908059120178223,-0.166,-0.007,-0.265
2.6935224533081055,-0.089,-0.061,-0.059
2.696244955062866, 0.056, 0.039, 0.056
2.698962450027466,-0.105,-0.183,-0.372
2.701678514480591, 0.262,-0.022,-0.059
2.70442271232605,-0.120,-0.076,-0.128
2.7071452140808105,-0.082, 0.077, 0.002
2.709864616394043, 0.063,-0.251,-0.234
2.7125816345214844,-0.013,-0.099,-0.051
2.7152979373931885, 0.010, 0.001,-0.097
2.7180206775665283, 0.056,-0.144,-0.128
2.7207374572753906,-0.112,-0.213,-0.013
2.7234549522399902, 0.056, 1.580,-0.089
2.72617769241333, 0.010,-0.144,-0.082
2.7288918495178223,-0.128, 0.008, 0.002
2.7316091060638428, 0.071, 0.115, 0.147
2.734325408935547,-0.120, 0.054, 0.017
2.7370481491088867,-0.150, 0.145, 0.178
2.7397665977478027,-0.166, 0.161,-0.112
2.742483377456665, 0.246,-0.091,-0.013
2.7452023029327393,-0.150,-0.053,-0.105
2.747922658920288, 0.063, 0.168,-0.044
2.750640630722046,-0.204, 0.008,-0.082
2.7533581256866455, 0.063, 0.123, 0.010
2.7560782432556152, 0.155,-0.205, 0.002
2.758814811706543, 0.178,-0.099,-0.051
2.761536121368408,-0.227, 0.138, 0.040
2.7642571926116943, 0.078, 0.252,-0.082
2.766984462738037, 0.147, 0.016, 0.094
2.7697229385375977, 0.246,-0.030,-0.120
2.772448778152466,-0.273,-0.076, 0.078
2.775171995162964, 0.025,-0.091,-0.150
2.7778995037078857, 0.063, 0.252,-0.280
2.7806220054626465, 0.078, 0.069, 0.132
2.783342123031616, 0.040,-0.030,-0.036
2.786069631576538,-0.227,-0.053, 0.002
2.788790702819824, 0.048,-0.007,-0.074
2.7915124893188477,-0.044, 0.023, 0.078
2.7942354679107666,-0.006, 0.107,-0.059
2.796964168548584,-0.189, 0.016, 0.315
2.7996885776519775,-0.082,-0.068,-0.089
2.802412748336792, 0.017,-0.122,-0.044
2.8051726818084717, 0.239,-0.045, 0.246
2.8079004287719727,-0.028,-0.030,-0.189
2.810621976852417, 0.063,-0.106, 0.132
2.8133442401885986, 0.048,-0.053,-0.059
2.8160650730133057,-0.242,-0.175, 0.071
2.8187875747680664, 0.109, 0.176, 0.239
2.8215086460113525,-0.150,-0.068,-0.234
2.8242299556732178,-0.082, 1.679, 0.002
2.826964855194092, 0.193, 0.527,-0.013
2.8296852111816406, 0.033,-0.015,-0.128
2.8324062824249268, 0.017,-0.099, 0.033
2.8351292610168457,-0.181,-0.007,-0.059
2.8378498554229736,-0.028,-0.076, 0.117
2.840571641921997, 0.368, 0.130,-0.112
2.8432929515838623,-0.341, 0.153,-0.097
2.8460161685943604,-0.051, 1.671,-0.051
2.848736047744751,-0.006, 0.123, 0.124
2.851456880569458,-0.135, 0.229,-0.097
2.8541784286499023,-0.097,-0.022, 0.124
2.856898546218872, 0.277, 0.016,-0.120
2.8596200942993164,-0.059, 0.016,-0.143
2.8623406887054443, 0.071,-0.015,-0.128
2.8650617599487305,-0.006, 0.062, 0.056
2.867788791656494,-0.044,-0.061, 0.201
2.87058687210083, 0.040,-0.022, 0.063
2.873370885848999, 0.010, 0.138,-0.227
2.8761205673217773,-0.006,-0.183, 0.048
2.878842830657959,-0.097,-0.007,-0.059
2.8815665245056152, 0.040, 0.100, 0.033
2.884289026260376,-0.273,-0.022,-0.272
2.8870162963867188, 0.208, 0.046, 0.216
2.889779806137085,-0.028,-0.335, 0.170
2.8925118446350098, 0.139, 0.069,-0.181
2.8952369689941406,-0.143, 0.077,-0.013
2.897963523864746, 0.132, 0.199,-0.120
2.900686740875244,-0.089,-2.181,-0.036
2.9034385681152344, 0.162, 1.671, 0.208
2.9061663150787354,-0.196,-0.061,-0.272
2.908888816833496,-0.021,-0.129,-0.066
2.9116101264953613, 0.063, 0.222,-0.128
2.9143319129943848,-0.250, 0.054,-0.112
2.917060136795044,-0.044,-0.061, 0.048
2.919781446456909,-0.181, 0.138,-0.074
2.922503709793091, 0.307, 0.115, 0.185
2.9252254962921143,-0.044,-0.076,-0.395
2.9279537200927734,-0.097,-0.076, 0.292
2.930673360824585,-0.234,-0.190,-0.166
2.9333949089050293,-0.074, 0.184, 0.338
2.936122417449951,-0.036, 0.535, 0.025
2.938843250274658, 2.077, 2.549,-0.005
2.9415860176086426, 3.847, 3.098,-0.150
2.9443094730377197, 4.381, 3.953, 0.277
2.947035789489746, 4.000, 3.426, 0.262
2.949758768081665, 1.925, 1.854, 0.132
2.9524805545806885,-0.280, 3.762, 0.063
2.955204725265503,-2.439, 1.992,-0.097
2.9579315185546875,-1.272, 2.503,-0.204
2.960653066635132, 0.391, 0.489, 0.002
2.9633750915527344, 2.382,-0.190,-0.242
2.9661011695861816, 2.917,-0.648,-0.181
2.968844175338745, 2.291,-2.090,-0.021
2.9715731143951416, 0.330,-2.365, 0.117
2.974295139312744,-2.165, 0.321,-0.059
2.977022409439087,-0.921,-0.099,-0.517
2.979745388031006, 0.719, 1.725,-0.074
2.9824681282043457, 0.445, 0.657,-0.814
2.985191822052002,-1.966,-1.060,-0.814
2.9879181385040283,-3.996,-0.663,-1.348
2.990657091140747,-4.347,-0.541,-1.470
2.9933810234069824,-1.371,-1.754,-0.189
2.996110677719116, 1.810,-2.693, 0.307
2.998832941055298, 1.421,-1.152, 0.254
3.001559019088745, 0.399,-1.182,-0.646
3.0043129920959473,-1.257,-0.564, 0.925
3.0070419311523438,-2.371,-1.068,-1.257
3.009765625,-2.867,-2.197,-1.402
3.012489080429077,-4.041,-1.464,-0.272
3.015211343765259,-1.013,-0.846, 1.452
3.017934799194336,-0.562,-2.227, 1.826
3.0206563472747803,-0.479,-1.274, 2.230
3.023378610610962, 1.978,-0.625, 1.124
3.02610182762146, 0.094,-0.877, 0.887
3.0288302898406982,-1.837,-0.946, 0.574
3.031552791595459,-2.897,-0.854, 0.803
3.034274101257324,-4.461,-0.762, 0.796
3.0370073318481445,-1.715,-0.587, 0.735
3.0397300720214844,-1.386,-0.938, 0.963
3.042452096939087,-1.356,-0.938, 0.925
3.0451745986938477,-1.318,-0.930, 1.299
3.0479021072387695,-1.180,-2.021, 1.528
3.0506248474121094,-1.425, 0.550, 1.307
3.05334734916687, 0.056,-0.396,-0.150
3.0560731887817383, 2.436,-0.518, 0.567
3.0587971210479736,-0.364,-1.022,-0.341
3.061518430709839,-1.463, 0.535,-0.646
3.064241409301758,-0.936, 0.992,-0.189
3.066970109939575, 0.170, 1.069, 0.422
3.0697152614593506,-0.524,-0.106, 0.841
3.072441577911377,-0.082,-0.282, 0.719
3.0751659870147705,-1.295, 1.473,-0.051
3.077894449234009,-2.462,-0.587,-0.265
3.0806171894073486, 0.338, 0.374,-0.089
3.083338975906372,-0.051, 0.649, 0.048
3.0860683917999268, 0.849, 0.145,-0.166
3.088789939880371,-0.936, 0.573,-0.791
3.091513156890869,-0.822, 0.168,-0.684
3.094236373901367,-0.730, 0.252,-0.608
3.0969626903533936,-2.409, 0.367,-0.746
3.0996859073638916, 0.002,-0.137,-0.311
3.1024084091186523, 0.124, 0.054,-0.211
3.1051602363586426,-0.028,-0.282, 0.117
3.1078872680664062, 0.277,-0.083, 0.513
3.1106081008911133,-0.166,-0.144, 0.399
3.113330602645874, 0.178,-0.297, 0.521
3.1160566806793213, 0.498,-0.785, 0.880
3.1187796592712402, 0.666,-0.839, 0.887
3.121502637863159, 1.017,-0.617, 0.948
3.124223470687866, 0.933,-0.038, 2.093
3.1269497871398926, 1.581, 0.077, 3.046
3.129669189453125, 2.215, 1.008, 7.387
3.132390022277832, 1.658, 0.626,12.026
3.1351115703582764, 0.651, 0.504,13.285
3.1378347873687744, 1.932, 0.573,14.567
3.140557289123535, 1.101, 0.733,16.535
3.143279790878296, 0.406, 0.634,13.315
3.1460068225860596, 1.322, 0.046,12.224
3.148730516433716,-1.142,-0.480, 5.831
3.1514527797698975,-1.409,-0.404, 1.887
3.1541740894317627,-1.974,-2.128,-0.257
3.1569018363952637,-1.509, 0.008,-0.540
3.1596250534057617, 0.017,-0.419, 0.048
3.16237473487854,-0.150,-0.961,-0.097
3.165156841278076, 0.475,-0.717,-0.189
3.1679060459136963, 0.223,-0.556, 0.033
3.170614004135132, 0.429, 1.671, 0.025
3.173370122909546, 0.689,-0.572, 0.139
3.1761116981506348, 0.391,-0.389, 0.231
3.178845167160034, 0.246,-0.564, 0.201
3.181581974029541,-0.120,-0.053, 0.414
3.184385299682617,-0.204, 0.283, 0.376
3.1872150897979736,-0.753, 0.260, 0.643
3.1899991035461426,-0.784, 0.054, 0.590
3.192789077758789,-0.967, 0.199, 0.834
3.1955480575561523,-0.997, 0.321, 0.521
3.198302984237671,-1.333, 0.390, 0.307
3.201045036315918,-1.684, 0.390, 0.719
3.2038373947143555,-1.219, 0.161, 0.521
3.206599473953247,-1.272, 0.588, 0.613
3.2093162536621094,-1.150, 0.580, 0.376
3.2120180130004883,-1.203, 0.588, 0.635
3.214747190475464,-0.997, 0.397, 0.399
3.2175261974334717,-0.990, 0.580, 0.590
3.2202675342559814,-0.952, 0.504, 0.460
3.2230172157287598,-0.799, 0.496, 0.704
3.225759983062744,-0.746, 0.603, 0.689
3.228485584259033,-0.860, 0.275, 1.215
3.2311863899230957,-0.364, 0.145, 1.185
3.233886480331421,-0.440, 0.428, 2.848
3.2365894317626953,-0.372, 0.367, 1.345
3.2392876148223877,-0.501, 0.100, 1.055
3.2419865131378174,-0.150, 0.161, 1.192
3.2446889877319336,-0.105, 0.458, 1.345
