yyyy-mm-dd hh:mm:ss.mmmmmm,x [dps],y [dps],z [dps]
2021-09-12 09:19:48.814701,-0.134,-0.126,-0.036
2021-09-12 09:19:48.914919,-0.058, 0.157, 0.315
2021-09-12 09:19:49.015144,-0.157, 0.141,-0.158
2021-09-12 09:19:49.115372,-0.042, 0.218,-0.014
2021-09-12 09:19:49.215664,-0.164,-0.187, 0.131
2021-09-12 09:19:49.315893, 0.103, 0.164, 0.208
2021-09-12 09:19:49.416130,-0.119,-0.072, 0.093
2021-09-12 09:19:49.516527,-0.050, 0.180, 0.048
2021-09-12 09:19:49.616855, 0.057,-0.042,-0.166
2021-09-12 09:19:49.717076, 0.148, 0.080,-0.174
2021-09-12 09:19:49.817289,-0.080, 0.141,-0.128
2021-09-12 09:19:49.917497, 0.141,-0.347, 0.086
2021-09-12 09:19:50.017698, 0.164,-0.088, 0.154
2021-09-12 09:19:50.117917, 0.049, 0.096,-0.014
2021-09-12 09:19:50.218139, 0.095,-0.126, 0.284
2021-09-12 09:19:50.318354, 0.072, 0.111, 0.063
2021-09-12 09:19:50.418566,-0.157,-0.004, 0.109
2021-09-12 09:19:50.518770,-0.172,-0.065, 0.048
2021-09-12 09:19:50.618968,-0.142, 0.134,-0.212
2021-09-12 09:19:50.719190,-0.103, 0.042,-0.189
2021-09-12 09:19:50.819410, 0.126, 0.065, 0.040
2021-09-12 09:19:50.919621,-0.325,-0.004,-0.067
2021-09-12 09:19:51.019830,-0.431, 0.027,-0.174
2021-09-12 09:19:51.120038,-0.058,-0.057, 0.208
2021-09-12 09:19:51.220252,-0.103, 0.164, 0.101
2021-09-12 09:19:51.320482,-0.065,-0.171,-0.052
2021-09-12 09:19:51.420702,-0.119, 0.172, 0.116
2021-09-12 09:19:51.520913,-0.225, 0.004,-0.014
2021-09-12 09:19:51.621119,-0.279, 0.019, 0.223
2021-09-12 09:19:51.721323, 0.026,-0.026,-0.082
2021-09-12 09:19:51.821522, 0.003, 0.050,-0.067
2021-09-12 09:19:51.921740, 0.049,-0.126,-0.151
2021-09-12 09:19:52.021964, 0.003, 0.263, 0.116
2021-09-12 09:19:52.122149,-0.035,-0.057, 0.078
2021-09-12 09:19:52.222404,-0.126,-0.004,-0.059
2021-09-12 09:19:52.322617, 0.103, 0.134,-0.197
2021-09-12 09:19:52.422826,-0.096, 0.042,-0.334
2021-09-12 09:19:52.523044, 0.148,-0.088, 0.299
2021-09-12 09:19:52.623265, 0.187, 0.012,-0.014
2021-09-12 09:19:52.723495,-0.012,-0.126,-0.014
2021-09-12 09:19:52.823709,-0.012, 0.035, 0.055
2021-09-12 09:19:52.923914,-0.027, 0.225,-0.128
2021-09-12 09:19:53.024115,-0.157,-0.164, 0.200
2021-09-12 09:19:53.124350, 0.003,-0.065,-0.006
2021-09-12 09:19:53.224577,-0.119, 0.096, 0.078
2021-09-12 09:19:53.324794,-0.050, 0.050,-0.181
2021-09-12 09:19:53.425006, 0.011,-0.362,-0.250
2021-09-12 09:19:53.525212,-0.012,-0.057, 0.086
2021-09-12 09:19:53.625415, 0.011, 0.050,-0.204
2021-09-12 09:19:53.725652,-0.233,-0.164,-0.067
2021-09-12 09:19:53.825879,-0.134, 0.065, 0.070
2021-09-12 09:19:53.926093,-0.218, 0.035, 0.192
2021-09-12 09:19:54.026302,-0.088, 0.019, 0.017
