delta_t,x [dps],y [dps],z [dps]
1.5619103908538818, 0.145, 0.109, 0.194
1.5646283626556396, 0.213,-0.005, 0.133
1.567345142364502,-0.038,-0.188, 0.118
1.570061206817627,-0.061, 0.353,-0.020
1.5727767944335938,-0.130,-0.150, 0.118
1.5754947662353516,-0.214,-0.249,-0.020
1.578235149383545,-0.054, 0.117, 0.163
1.5809545516967773,-0.107,-0.219, 0.041
1.5836725234985352,-0.099, 0.201,-0.180
1.586388111114502,-0.046, 0.186, 0.171
1.589106798171997, 0.061, 0.193,-0.043
1.5918245315551758, 0.007,-0.219, 0.240
1.5945446491241455,-0.260, 0.033,-0.043
1.5972633361816406, 0.336, 0.064,-0.111
1.5999794006347656,-0.031,-0.104,-0.126
1.6027138233184814, 0.084, 0.209, 0.095
1.6054375171661377,-0.000,-0.097, 0.049
1.608154058456421, 0.007,-0.097, 0.087
1.6108710765838623, 0.114, 0.178, 0.278
1.6135869026184082,-0.076,-0.120,-0.035
1.616309642791748, 0.168, 0.140, 0.019
1.6190259456634521, 0.122, 0.041, 0.110
1.6217451095581055, 0.122, 0.117, 0.133
1.6244659423828125,-0.099, 0.178, 0.156
1.6271843910217285, 0.023,-0.104, 0.286
1.629901647567749, 0.053, 0.056,-0.157
1.632617473602295,-0.069, 0.071, 0.095
1.6353404521942139, 0.191,-0.264,-0.157
1.6380579471588135,-0.092, 0.048, 0.186
1.6407713890075684,-0.115,-0.120,-0.142
1.6434886455535889,-0.237, 0.010, 0.209
1.646209716796875,-0.000,-0.272,-0.249
1.6489274501800537,-0.191,-0.173, 0.026
1.6516449451446533, 0.130,-0.104, 0.209
1.6543610095977783,-0.061,-0.135,-0.065
1.6571199893951416,-0.115,-0.058, 0.118
1.659836769104004,-0.092, 0.071,-0.180
1.662553310394287,-0.298,-0.104, 0.179
1.665273666381836,-0.046,-0.089, 0.095
1.6679906845092773, 0.206,-0.081,-0.035
1.670708179473877,-0.130, 0.041, 0.163
1.6734225749969482, 0.114,-0.158, 0.019
1.6761455535888672,-0.122, 0.163,-0.111
1.6788856983184814, 0.007,-0.150, 0.179
1.6816670894622803,-0.122,-0.142, 0.072
1.684429407119751, 0.107,-0.058,-0.210
1.6871905326843262,-0.237, 0.231, 0.194
1.6899077892303467, 0.213,-0.028,-0.012
1.6926600933074951,-0.031,-0.120, 0.072
1.6953885555267334, 0.046, 0.247,-0.035
1.6981029510498047, 0.114, 0.209, 0.087
1.700814962387085,-0.084,-0.074, 0.156
1.7035531997680664,-0.153, 0.178, 0.095
1.7062797546386719, 0.068,-0.242,-0.065
1.7090034484863281, 0.084,-0.013, 0.156
1.711723804473877, 0.030,-0.219,-0.203
1.7144415378570557,-0.054, 0.033,-0.088
1.7171611785888672,-0.092,-0.120,-0.012
1.7198784351348877,-0.115, 0.064, 0.041
1.7225937843322754,-0.153,-0.005, 0.003
1.7253174781799316, 0.015,-0.005,-0.004
1.728031873703003,-0.000,-0.058,-0.043
1.7307491302490234, 0.305,-0.097, 0.118
1.7334654331207275,-0.115,-0.036,-0.043
1.7362148761749268,-0.137, 0.086, 0.148
1.7389321327209473,-0.000,-0.036, 0.110
1.741647720336914, 0.015, 0.254, 0.049
1.7443652153015137, 0.076, 0.147, 0.118
1.7471096515655518,-0.305,-0.020, 0.080
1.7498242855072021,-0.122, 0.041,-0.119
1.7525415420532227, 0.053,-0.226, 0.171
1.7552614212036133,-0.122,-0.104, 0.240
1.7579820156097412, 0.038, 0.033, 0.133
1.76069974899292, 0.007,-0.142,-0.226
1.7634162902832031,-0.000, 0.140,-0.050
1.7661330699920654,-0.122,-0.043,-0.081
1.7688472270965576, 0.114, 0.270, 0.072
1.7715649604797363,-0.145,-0.066,-0.004
1.7742815017700195, 0.130,-0.089, 0.217
1.7770216464996338,-0.061, 0.048,-0.012
1.7797443866729736, 0.068,-0.036,-0.119
1.782461166381836,-0.015,-0.203,-0.432
1.7851779460906982, 0.053,-0.196,-0.065
1.787928819656372, 0.015,-0.013, 0.026
1.7906465530395508,-0.069, 0.147, 0.156
1.7933661937713623, 0.061, 0.003,-0.050
1.7960894107818604,-0.031,-0.020,-0.111
1.7988061904907227, 0.046,-0.234,-0.187
1.8015236854553223,-0.054,-0.104, 0.080
1.8042395114898682, 0.061,-0.142, 0.148
1.8069636821746826,-0.038,-0.203,-0.187
1.8096797466278076,-0.092, 0.003,-0.149
1.8123970031738281,-0.084, 0.025, 0.064
1.8151178359985352,-0.000,-0.043,-0.035
1.8178346157073975, 0.038, 0.071, 0.324
1.8205525875091553,-0.061,-0.058, 0.026
1.8232855796813965,-0.069, 0.270,-0.088
1.8261353969573975,-0.015,-0.013, 0.003
1.828855037689209, 0.084, 0.033,-0.012
1.8315722942352295,-0.221,-0.120, 0.080
1.83428955078125, 0.297, 0.186, 0.034
1.8370096683502197,-0.061,-0.097,-0.035
1.8397269248962402, 0.290, 0.117, 0.141
1.8424432277679443, 0.068,-0.051,-0.218
1.8451628684997559,-0.107, 0.071,-0.020
1.8478810787200928, 0.175, 0.239, 0.034
1.8505964279174805, 0.007, 0.025,-0.004
1.853313684463501,-0.191,-0.036,-0.012
1.856034755706787,-0.069, 0.033,-0.149
1.8587510585784912,-0.046,-0.089, 0.354
1.86146879196167,-0.221,-0.165, 0.286
1.8641841411590576, 0.046,-0.089,-0.226
1.866905927658081,-0.023, 0.262, 0.202
1.869621992111206,-0.099,-0.135,-0.180
1.8723390102386475, 0.046,-0.058,-0.081
1.8750591278076172,-0.206,-0.028, 0.163
1.877791166305542,-0.054,-0.158, 0.064
1.8805127143859863,-0.084,-0.066,-0.096
1.8832285404205322, 0.046,-0.150, 0.347
1.8859522342681885,-0.038,-0.142,-0.142
1.888697862625122,-0.221,-0.058, 0.125
1.8914146423339844, 0.046, 0.155,-0.035
1.8941314220428467,-0.130,-0.150,-0.020
1.8968539237976074, 0.038, 0.086, 0.232
1.8995707035064697,-0.199,-0.150,-0.050
1.902287244796753,-0.374,-0.081, 0.080
1.9050064086914062, 0.046, 0.071,-0.104
1.9077227115631104, 0.061,-0.013, 0.057
1.9104382991790771, 0.137,-0.127,-0.119
1.9131550788879395,-0.076,-0.127, 0.133
1.915877103805542,-0.008,-0.097,-0.020
1.9185919761657715,-0.130,-0.127, 0.049
1.921308994293213,-0.008,-0.097, 0.064
1.9240243434906006, 0.122, 0.079, 0.232
1.926746129989624,-0.290, 1.155,-0.645
1.9294641017913818,-0.824, 5.030,-1.340
1.932180404663086,-6.066, 6.449,-1.240
1.9349040985107422,-7.843, 7.243,-1.515
1.9376204013824463,-5.486, 2.040,-1.858
1.9403388500213623,-0.626, 0.323,-2.865
1.9430556297302246, 0.320,-1.172, 0.621
1.945777416229248, 3.105,-1.714,-0.065
1.9484944343566895, 4.471,-0.623,-0.943
1.951209306716919, 4.753, 2.032,-1.484
1.9539275169372559, 7.042, 1.765,-1.736
1.9566855430603027, 5.318, 4.946,-1.752
1.9594018459320068, 6.477, 0.704,-1.370
1.9621188640594482, 1.411,-0.036,-2.743
1.9648680686950684,-0.076,-1.836,-1.912
1.96759033203125, 2.724,-2.340, 0.125
1.970308542251587, 0.900,-2.324,-0.271
1.973024845123291, 1.983,-1.943,-0.523
1.9757719039916992, 1.457,-2.530,-0.172
1.9785046577453613, 5.173,-2.622, 0.865
1.9812257289886475, 4.783,-4.155,-0.943
1.9839417934417725, 4.234,-2.485,-2.133
1.9866647720336914, 2.083,-1.752,-4.788
1.9894113540649414,-0.122,-2.515,-8.549
1.9921276569366455, 1.419,-1.691,-3.079
1.9948806762695312, 3.563,-2.660,-3.041
1.9976410865783691, 1.793,-2.591,-4.094
2.0005509853363037, 1.747,-2.286,-5.017
2.003319025039673, 0.915,-2.057,-8.137
2.006051540374756, 0.580,-1.836,-17.018
2.0087697505950928,-4.540,-1.928,-34.024
2.0114874839782715,-0.710,-2.553,-38.746
2.014204502105713, 2.899,-2.500,-42.874
2.01692795753479, 1.716,-5.864,-49.069
2.019646406173706, 1.312,-3.209,-56.592
2.022362232208252,-1.999,-2.973,-60.582
2.025087356567383,-9.278, 0.674,-67.990
2.0278024673461914,-4.730,-0.676,-73.964
2.030520439147949, 4.715,-5.697,-73.285
2.033235788345337, 0.221,-4.186,-76.832
2.035956382751465,-0.847,-5.636,-78.641
2.0386734008789062,-2.014,-6.002,-80.487
2.0413877964019775,-1.190,-5.742,-81.563
2.04410457611084,-1.564,-2.508,-79.236
2.0468249320983887,-2.594,-2.317,-76.779
2.04954195022583,-1.702,-2.530,-77.061
2.0522570610046387,-0.137,-0.364,-72.003
2.0549778938293457,-1.106,-4.575,-70.523
2.057694435119629,-2.251,-3.240,-68.349
2.0604100227355957,-2.472,-3.232,-64.389
2.063127040863037,-2.129,-2.668,-55.440
2.0658509731292725, 0.160,-4.064,-41.310
2.0685667991638184,-2.594,-1.485,-35.695
2.071282148361206, 1.259,-1.470,-31.857
2.0740151405334473, 1.777,-1.546,-30.873
2.0769097805023193, 0.961,-1.172,-28.767
2.079633951187134,-0.061,-0.661,-25.296
2.082350015640259,-0.664,-0.478,-21.550
2.0850727558135986,-1.167,-0.188,-15.645
2.087824821472168,-1.175, 0.048,-7.481
2.090542793273926,-1.274, 0.010,-1.080
2.093261480331421,-1.656,-0.219,-0.699
2.0959784984588623,-2.999,-2.172,-1.004
2.0986950397491455,-0.588, 0.697,-2.995
2.1014130115509033, 0.755,-0.448,-4.796
2.1041293144226074,-0.145, 0.498,-3.888
2.1068503856658936,-2.365, 1.002,-10.357
2.1095666885375977,-4.570, 0.140,-25.433
2.1122844219207764,-2.976,-1.104,-41.089
2.1150057315826416,-3.128,-2.691,-57.126
2.1177220344543457,-3.746,-2.736,-72.316
2.1204400062561035,-2.525,-2.538,-85.011
2.123154878616333,-1.511,-5.590,-96.028
2.1258773803710938,-0.206,-7.238,-107.800
2.1285924911499023,-1.503,-7.322,-114.941
2.1313090324401855,-1.908,-6.727,-120.633
2.134026050567627,-0.420,-6.193,-129.033
2.1367461681365967,-1.145,-6.856,-136.510
2.139467239379883,-0.740,-7.551,-144.154
2.1421847343444824,-0.008,-6.345,-151.005
2.1449081897735596,-1.640,-9.244,-155.186
2.147625207901001,-0.572,-7.604,-156.056
2.150343656539917,-1.282,-8.573,-157.155
2.153062105178833,-0.160,-7.497,-154.988
2.15578031539917, 0.831,-8.680,-151.929
2.1584982872009277,-1.251,-7.345,-153.195
2.1612138748168945,-0.343,-6.414,-155.606
2.163928985595703,-1.747,-7.627,-162.587
2.1666769981384277,-5.203,-8.817,-164.189
2.169389009475708,-3.861,-8.252,-162.282
2.172100067138672,-0.214,-11.022,-161.030
2.1753718852996826,-2.289,-8.825,-157.727
2.1782360076904297,-7.683,-6.002,-156.415
2.1809914112091064,-7.279,-7.520,-153.805
2.183737277984619,-3.037,-8.817,-150.845
2.186469078063965,-1.816,-9.046,-145.352
2.189263105392456,-3.922,-7.802,-137.585
2.1920149326324463,-4.410,-6.376,-131.436
2.194763660430908,-0.305,-4.819,-126.004
2.197533130645752,-1.953,-5.605,-121.052
2.2003061771392822, 0.442,-7.474,-113.309
2.203057050704956, 0.862,-4.278,-109.776
2.2058839797973633,-1.328,-1.676,-110.661
2.2086238861083984,-1.358,-3.423,-107.213
2.211376190185547, 2.754,-4.850,-99.965
2.2141003608703613, 3.906,-4.392,-93.739
2.2168102264404297, 1.564,-6.116,-89.825
2.2195050716400146,-3.914,-3.537,-86.293
2.2222018241882324,-7.179,-1.630,-82.005
2.2249202728271484,-8.530,-1.767,-83.745
2.2276175022125244,-7.752,-4.003,-87.681
2.230311870574951,-5.799,-1.561,-89.169
2.2330074310302734,-6.241,-2.683,-93.602
2.2357070446014404,-5.264,-3.339,-94.266
2.2384021282196045,-3.311,-4.003,-93.960
2.241097927093506,-2.274,-4.773,-92.068
2.2437922954559326,-0.427,-4.514,-90.146
2.2464938163757324, 4.410,-4.499,-87.254
2.2491893768310547, 3.662,-5.658,-86.758
2.251884937286377, 3.013,-5.124,-83.630
2.254584312438965, 0.259,-4.400,-83.348
2.257279396057129,-1.892,-4.400,-85.934
2.2599754333496094,-5.127,-3.682,-92.206
2.262669086456299,-1.167,-4.758,-96.959
2.265381336212158, 2.960,-7.047,-103.238
2.2680978775024414, 2.563,-8.306,-107.564
2.27081561088562, 0.648,-6.818,-111.828
2.273533344268799, 0.381,-4.339,-113.095
2.2762503623962402, 0.259,-6.971,-113.995
2.279041051864624,-1.427,-5.552,-113.507
2.281998872756958,-2.358,-5.613,-111.668
2.2847537994384766,-1.923,-6.086,-111.882
2.28747820854187, 4.021,-5.994,-107.350
2.2903456687927246, 2.731,-4.964,-108.060
2.2930734157562256, 3.883,-7.161,-101.033
2.2957682609558105, 8.385,-9.794,-98.057
2.298452854156494, 5.783,-8.634,-90.642
2.3011393547058105, 2.952,-5.506,-83.485
2.303825616836548,-1.038,-3.820,-79.617
2.306511640548706,-2.220,-4.140,-75.726
2.3092033863067627, 1.739,-1.813,-69.600
2.3118908405303955,-0.145,-3.461,-64.702
2.314580202102661,-1.549,-3.019,-59.254
2.317265272140503,-1.457,-2.561,-52.449
2.319972515106201,-2.457,-1.729,-46.185
2.3226711750030518,-0.847,-0.715,-40.257
2.32536244392395,-1.236,-0.173,-35.992
2.328049659729004,-0.771, 0.209,-29.576
2.3307342529296875,-0.687, 0.201,-24.060
2.333420515060425,-0.298, 0.147,-17.583
2.336113691329956, 0.229,-0.120,-14.325
2.3387999534606934,-0.084, 0.231,-8.298
2.341485023498535, 0.068, 0.155,-4.880
2.3441712856292725, 0.091, 0.163,-2.255
2.3468616008758545,-0.160, 0.247,-2.827
2.34954571723938,-0.832, 0.552,-0.416
2.35223126411438,-0.618, 0.514,-0.203
2.354940414428711,-0.214, 0.292,-0.226
2.357628345489502, 0.839,-0.181,-0.523
2.3603148460388184, 1.228,-0.081,-0.218
2.3630011081695557, 1.221,-0.005,-0.592
2.3656857013702393, 0.931,-0.081, 0.957
2.3683688640594482, 0.526,-0.196,-1.599
2.371054172515869, 0.648,-0.196,-1.889
2.3737378120422363, 0.755,-0.264,-2.362
2.3765757083892822, 0.923,-0.371,-3.064
2.3792757987976074, 0.633, 1.589,-4.239
2.381960391998291, 0.274,-0.562,-5.780
2.3846476078033447, 0.152,-0.722,-8.160
2.3873331546783447,-0.092,-0.676,-10.518
2.3901472091674805,-0.168,-1.050,-13.821
2.3928520679473877, 0.755,-1.806,-18.094
2.3955776691436768, 1.106,-2.141,-20.932
2.398297071456909, 1.526,-2.523,-27.241
2.401012659072876, 2.167,-2.858,-32.025
2.4037299156188965, 2.533,-2.973,-35.901
2.406451940536499, 2.785,-3.362,-38.960
2.4091689586639404, 2.548,-3.408,-41.112
2.4118857383728027, 2.502,-3.019,-41.318
2.414604425430298, 3.113,-3.217,-39.479
2.4173247814178467, 2.395,-3.362,-38.037
2.4200401306152344, 2.365,-2.820,-32.796
2.422757387161255, 1.762,-3.263,-28.981
2.4254939556121826, 2.258,-2.912,-26.166
2.4282147884368896, 1.411,-2.500,-18.979
2.430934429168701, 0.450,-1.668,-13.203
2.4336488246917725, 0.748,-0.928,-8.107
2.4363715648651123, 0.763,-0.715,-0.218
2.439089298248291, 0.274, 0.804, 6.534
2.4418046474456787,-3.487, 1.490, 8.731
2.4445223808288574,-4.959, 1.063, 5.641
2.447239875793457,-4.273, 0.506, 5.245
2.4499576091766357, 0.755,-0.936, 4.779
2.4526724815368652, 3.059,-1.767, 5.367
2.4553933143615723, 4.074,-0.333, 7.450
2.4581098556518555, 4.181,-2.172,10.280
2.4608242511749268, 5.249,-1.935,11.104
2.4635415077209473, 2.212,-1.401,14.537
2.466261625289917, 2.365,-1.264,17.368
2.4689762592315674, 2.968, 0.727,21.243
2.4716908931732178,-6.210, 1.773,31.520
2.4744105339050293,-5.379, 4.328,36.121
2.4771413803100586,-4.364, 5.503,38.478
2.4798645973205566,-3.334, 4.069,49.777
2.48258113861084,-5.547, 4.229,58.505
2.4853405952453613, 0.328, 5.160,69.095
2.488058090209961,-0.786, 3.665,75.870
2.490802526473999,-1.236, 5.946,83.576
2.493518114089966,-1.457, 6.129,89.137
2.496239423751831,-2.487, 7.312,95.889
2.4989538192749023,-2.724, 8.387,97.659
2.5016698837280273,-4.334, 8.685,95.317
2.5044119358062744,-5.257, 9.059,91.533
2.507127523422241,-1.564, 5.496,88.664
2.509842872619629, 4.471, 3.062,84.262
2.5125584602355957, 1.411, 3.413,82.485
2.515275239944458,-1.557, 3.222,83.385
2.5179922580718994, 0.648, 3.688,77.960
2.5207064151763916, 2.861, 5.046,78.807
2.523421287536621, 8.316, 2.146,78.456
2.5261459350585938,-2.693, 5.213,82.050
2.5288634300231934,-5.638, 6.655,90.122
2.5315797328948975,-0.488, 6.297,93.692
2.5342936515808105,-0.366, 5.343,95.844
2.5370144844055176, 2.304, 6.434,100.276
2.5397286415100098, 1.716, 6.442,102.390
2.5424444675445557,-2.106, 6.076,101.055
2.5451667308807373,-4.425, 4.359,99.193
2.5478830337524414,-0.153, 2.101,101.566
2.550597667694092, 6.004, 4.283,109.409
2.553311347961426, 5.203, 9.036,118.579
2.556029796600342,-3.143, 5.885,120.822
2.558748960494995,-0.191, 4.046,119.594
2.5614638328552246, 1.022, 7.800,121.608
2.5641798973083496,-5.364, 5.671,121.387
2.566894769668579,-1.572, 5.328,114.002
2.5696115493774414, 0.831, 6.686,107.219
2.572331428527832, 1.747, 5.778,103.946
2.575044631958008, 3.631, 5.755,100.147
2.5777745246887207, 2.754, 5.862,91.098
2.580491781234741, 1.800, 7.495,83.957
2.5832085609436035, 0.313, 4.496,73.467
2.585925817489624,-0.313, 5.366,60.710
2.5886409282684326,-0.900, 3.306,47.084
2.5913891792297363,-0.801, 2.497,36.006
2.594104766845703,-1.846, 1.254,19.939
2.596827507019043,-1.930, 0.643, 6.824
2.599545955657959,-3.617, 0.018,-2.980
2.602264642715454,-5.188, 1.063,-8.648
2.604982376098633,-6.363, 1.452,-3.415
2.6076974868774414,-2.075, 1.605,-3.338
2.6106839179992676,-1.557,-0.646,-5.345
2.6134183406829834,-0.572, 0.132,-6.772
2.6161413192749023,-3.411, 0.575,-7.657
2.6188604831695557,-3.159, 0.613,-9.808
2.6215782165527344,-4.448, 0.682,-11.586
2.624295234680176,-0.984,-0.043,-17.338
2.627018928527832,-1.335,-0.295,-25.700
2.6297359466552734,-1.503,-0.707,-31.384
2.632452964782715,-1.274,-1.127,-40.394
2.635176181793213, 2.182,-2.035,-52.388
2.6378934383392334, 6.874,-2.309,-67.486
2.6406102180480957, 3.990,-5.742,-84.797
2.643325090408325,-0.099,-5.018,-99.179
2.6460461616516113,-0.694,-2.416,-111.058
2.6487643718719482, 1.221,-5.727,-126.927
2.6514806747436523, 2.983,-4.735,-141.652
2.6541974544525146, 1.884,-8.169,-156.529
2.65691876411438, 1.327,-10.473,-168.957
2.6596386432647705, 2.113,-10.351,-176.755
2.662355422973633, 0.114,-8.306,-183.690
2.665076971054077, 2.182,-11.388,-195.859
2.6677939891815186, 5.127,-12.563,-204.083
2.670527219772339,-4.158,-7.306,-209.157
2.6732442378997803,-4.349,-10.099,-219.563
2.6759653091430664,-0.145,-12.548,-225.545
2.6787047386169434,-4.463,-11.731,-226.025
2.6814279556274414,-7.805,-13.746,-231.587
2.6841471195220947, 0.274,-13.532,-236.218
2.68687105178833,-3.082,-12.403,-240.216
2.6895878314971924,-5.509,-11.510,-236.516
2.692340612411499,-0.542,-14.791,-236.241
2.695066213607788, 2.662,-13.349,-243.054
2.6977827548980713,-5.799,-8.214,-242.436
2.7004997730255127, 0.587,-13.219,-232.983
2.703216075897217,-1.518,-10.595,-227.894
2.7059388160705566,-6.668,-10.801,-234.364
2.7086565494537354, 0.770,-11.281,-233.685
2.7113730907440186, 3.258,-13.143,-233.723
2.714090585708618,-0.939,-13.830,-238.263
2.7168126106262207,-6.127,-10.579,-241.780
2.719529867172241,-6.172,-11.968,-242.612
2.7222485542297363, 4.906,-15.912,-239.117
2.7249715328216553, 3.250,-12.044,-242.413
2.7276883125305176,-5.196,-12.555,-243.229
2.7304084300994873,-9.201,-11.480,-248.997
2.733128547668457,-5.409,-11.701,-248.997
2.7358546257019043,-2.762,-11.022,-248.997
2.738571882247925,-2.197,-13.585,-248.692
2.7412893772125244,-3.800,-11.678,-248.089
2.7440054416656494,-2.777,-10.061,-248.837
2.746729850769043,-4.555,-9.855,-248.997
2.7494499683380127,-1.488,-12.838,-248.997
2.7521679401397705, 1.060,-15.081,-248.997
2.7548935413360596, 1.205,-14.882,-248.997
2.757613182067871,-5.829,-13.616,-248.997
2.7603321075439453,-7.668,-13.883,-248.997
2.7630486488342285,-8.164,-15.241,-248.410
2.7657699584960938,-6.279,-16.370,-243.558
2.7684881687164307,-1.976,-20.643,-239.529
2.7712044715881348, 0.336,-23.649,-234.295
2.7739226818084717, 2.456,-24.618,-227.765
2.776674509048462,-0.000,-25.548,-223.012
2.7794084548950195,-2.167,-26.227,-214.413
2.7821288108825684,-2.770,-26.159,-209.416
2.784874677658081,-3.349,-25.899,-198.422
2.7875921726226807,-2.632,-25.373,-191.449
2.7903084754943848,-3.128,-24.762,-182.843
2.7930550575256348,-1.229,-24.022,-171.200
2.795773506164551,-1.091,-23.565,-163.678
2.7984910011291504,-2.335,-20.192,-156.155
2.801208019256592,-1.267,-19.368,-147.687
2.803924322128296,-3.082,-14.722,-140.019
2.806675434112549,-4.395,-13.585,-131.947
2.809393882751465,-4.868,-11.899,-126.835
2.812110662460327,-2.854,-7.261,-118.329
2.814831018447876,-4.578,-3.995,-117.894
2.817548990249634,-2.449,-4.720,-113.431
2.820268154144287, 1.045,-1.050,-110.196
2.822986125946045, 0.198, 0.430,-105.214
2.8257079124450684, 0.847, 2.741,-101.704
2.8284265995025635,-1.862, 1.849,-101.208
2.8311469554901123,-1.518, 4.252,-100.659
2.8338661193847656,-0.176, 5.549,-97.867
2.8365883827209473, 0.686, 6.037,-95.311
2.839304208755493, 1.045, 7.090,-94.357
2.842022180557251, 0.473, 7.083,-92.785
2.8447399139404297, 0.351, 7.388,-96.264
2.8474600315093994, 0.244, 7.495,-98.096
2.850177526473999, 0.320, 7.594,-98.897
2.8528926372528076, 1.358, 7.014,-98.454
2.8556137084960938, 2.411, 7.510,-99.774
2.8583290576934814, 2.655, 6.785,-101.193
2.8610453605651855, 2.159, 6.831,-101.979
2.8637619018554688, 0.877, 6.251,-101.498
2.8664824962615967, 0.076, 6.419,-100.781
2.86919903755188,-0.687, 5.297,-99.423
2.871914863586426,-1.534, 5.038,-96.799
2.8746347427368164,-0.862, 3.176,-92.251
2.87735652923584,-5.440,-2.546,-83.447
2.8801615238189697,-1.328,-2.599,-77.351
2.88293719291687, 2.281,-6.048,-72.743
2.8856685161590576, 1.976,-6.147,-67.624
2.8883864879608154, 0.831,-1.684,-67.181
2.891103744506836,-1.778,-2.210,-67.647
2.8938887119293213,-4.074, 1.185,-66.754
2.896617889404297,-5.028, 1.414,-64.923
2.899334669113159,-1.290, 1.605,-57.759
2.902053117752075, 1.098,-1.905,-55.325
2.904773473739624, 2.518,-2.187,-54.822
2.907491445541382, 3.082,-1.668,-56.302
2.910216808319092, 1.022,-1.142,-58.079
2.9129350185394287,-0.290,-2.492,-57.904
2.915658473968506, 0.023,-3.057,-63.054
2.9183738231658936,-0.786,-2.363,-68.394
2.9210891723632812,-2.915,-3.042,-72.972
2.923807144165039,-1.946,-5.086,-75.093
2.926528215408325, 3.212,-5.285,-75.314
2.9292469024658203, 5.066,-4.896,-82.135
2.931964159011841,-1.129,-3.660,-85.347
2.934682607650757,-2.144,-4.972,-84.805
2.937401294708252, 3.906,-5.620,-81.975
2.940117359161377, 3.540,-5.208,-82.532
2.942835807800293, 0.641,-3.721,-83.020
2.9455575942993164,-3.899,-2.843,-86.232
2.9482736587524414,-6.287,-3.560,-85.225
2.9509899616241455,-0.595,-3.957,-83.531
2.9537055492401123, 4.028,-5.552,-82.898
2.9564266204833984, 5.852,-5.422,-79.274
2.959149122238159, 0.213,-5.880,-82.394
2.9618661403656006,-3.540,-5.925,-82.509
2.9645836353302,-5.783,-4.964,-82.928
2.967298984527588,-4.692,-0.684,-77.672
2.9700162410736084,-1.686, 1.444,-74.887
2.9727330207824707, 0.374,-2.797,-68.379
2.9754505157470703, 0.076,-5.391,-67.212
2.9781711101531982,-0.694,-3.919,-62.115
2.9808881282806396,-0.931,-1.241,-59.079
2.9836061000823975,-2.388,-2.508,-51.770
2.9863216876983643,-0.435,-3.141,-47.284
2.9890384674072266, 2.182,-1.516,-43.164
2.991755723953247,-1.961,-4.186,-38.212
2.994504451751709,-3.731,-1.623,-30.331
2.997222661972046,-2.442,-0.806,-23.594
2.9999382495880127, 3.113,-1.195,-13.333
3.002655267715454, 1.617,-1.745,-5.604
3.0053811073303223,-3.639,-0.371, 2.582
3.0080976486206055,-4.891,-0.226, 7.854
3.0108156204223633,-3.388, 1.788,14.987
3.013530731201172,-4.341, 1.376,21.404
3.0162529945373535,-2.274, 1.650,28.240
3.0189692974090576,-2.022, 2.711,28.362
3.021684169769287,-2.342, 0.987,32.146
3.024423837661743, 0.801, 1.055,30.269
3.027148962020874, 0.503, 1.376,24.593
3.0298726558685303,-0.450, 0.933,21.686
3.032595634460449,-0.267, 0.575,19.306
3.0353195667266846,-0.115, 0.582,17.887
3.0380403995513916, 0.328, 1.048,15.811
3.040759325027466, 0.236,-0.036,13.873
3.043480634689331,-0.290, 0.216,11.119
3.046205759048462, 0.519, 0.155, 8.129
3.0489256381988525, 0.336,-0.013, 5.939
3.051647424697876, 0.007, 0.117, 4.154
3.05436635017395,-0.443, 0.544, 4.131
3.0571327209472656, 0.068, 0.758, 4.337
3.059854745864868,-0.191, 0.552, 6.008
3.062574625015259,-0.015, 0.628, 8.731
3.0653226375579834, 0.847, 1.002,11.905
3.0680429935455322, 0.259, 0.827,15.308
3.0707643032073975,-0.717, 1.063,17.070
3.0734853744506836,-0.336, 1.300,22.350
3.0762100219726562,-0.412, 1.513,25.707
3.078933000564575,-0.389, 1.712,26.874
3.0816519260406494,-0.740, 1.620,30.300
3.0843958854675293,-0.221, 1.742,35.480
3.087120294570923,-0.771, 1.414,39.470
3.0898399353027344,-0.130, 1.795,43.773
3.092562675476074,-0.214, 3.581,46.474
3.095348358154297, 0.984, 2.062,52.547
3.0980706214904785, 1.152, 1.971,57.155
3.1007909774780273, 0.145, 2.162,60.413
3.1035115718841553, 0.458, 2.406,66.608
3.1062378883361816, 0.526, 2.581,70.819
3.1089587211608887,-1.183, 1.513,74.314
3.111680030822754, 1.076, 0.819,84.766
3.114419460296631, 4.799, 2.352,92.113
3.117137908935547, 4.989, 2.650,102.077
3.1198570728302, 1.945, 3.062,109.943
3.122579574584961, 5.104, 1.803,116.451
3.125321865081787, 4.036, 4.122,125.263
3.1280431747436523, 0.175, 4.084,134.670
3.130763530731201, 2.510, 4.458,146.221
3.133481025695801, 3.898, 3.710,158.855
3.1362032890319824, 4.944, 4.199,167.987
3.1389222145080566, 7.217, 5.175,178.905
3.141641139984131, 6.775, 5.801,192.836
3.1443588733673096, 2.998, 5.122,206.043
3.147101879119873, 2.662, 7.136,215.793
3.14982008934021, 1.503, 8.532,222.522
3.1525397300720215, 3.753, 7.731,229.511
3.1552622318267822, 2.098,11.523,233.219
3.1579833030700684,-2.457,15.048,238.460
3.160703182220459, 1.938,16.909,240.817
3.163421630859375, 2.922,19.892,240.367
3.1661415100097656,-3.594,18.771,235.454
3.1688647270202637,-3.868,14.857,231.136
3.171584367752075, 0.694,15.116,222.370
3.1743061542510986,-0.237,10.249,219.516
3.1770262718200684, 2.289,12.042,209.552
3.179748773574829, 1.106,13.514,195.888
3.1824684143066406,-7.469,12.095,177.501
3.1851887702941895,-4.807, 8.227,167.735
