acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
 0.697, 0.182,-0.710, 0.274, 0.809, 0.042
 0.706, 0.145,-0.769, 0.461, 0.421, 0.179
 0.651, 0.143,-0.721, 0.482, 0.272, 0.267
 0.668, 0.128,-0.712, 0.409, 0.272, 0.283
 0.690, 0.148,-0.692, 0.346, 0.425, 0.162
 0.704, 0.162,-0.709, 0.288, 0.588, 0.057
 0.727, 0.146,-0.706, 0.294, 0.732,-0.029
 0.750, 0.128,-0.684, 0.327, 0.851,-0.072
 0.739, 0.102,-0.687, 0.330, 0.952,-0.040
 0.754, 0.119,-0.655, 0.336, 1.107, 0.019
 0.740, 0.166,-0.657, 0.264, 1.180, 0.064
 0.722, 0.142,-0.647, 0.120, 1.194, 0.096
 0.682, 0.131,-0.686, 0.079, 1.196, 0.099
 0.769, 0.146,-0.646, 0.146, 1.276, 0.073
 0.762, 0.138,-0.598, 0.106, 1.455, 0.091
 0.751, 0.123,-0.599, 0.040, 1.478, 0.125
 0.751, 0.145,-0.604, 0.059, 1.423, 0.135
 0.792, 0.152,-0.614, 0.104, 1.401, 0.110
 0.820, 0.144,-0.595, 0.149, 1.398, 0.067
 0.841, 0.138,-0.567, 0.121, 1.410, 0.057
 0.828, 0.133,-0.574, 0.054, 1.422, 0.071
 0.854, 0.147,-0.531,-0.026, 1.578, 0.075
 0.816, 0.144,-0.596,-0.225, 1.665, 0.098
 0.809, 0.131,-0.612,-0.365, 1.650, 0.123
 0.790, 0.103,-0.596,-0.305, 1.560, 0.136
 0.797, 0.101,-0.583,-0.166, 1.379, 0.143
 0.828, 0.103,-0.545,-0.015, 1.297, 0.162
 0.863, 0.103,-0.504, 0.040, 1.260, 0.213
 0.854, 0.129,-0.495, 0.032, 1.215, 0.223
 0.861, 0.139,-0.485, 0.038, 1.151, 0.177
 0.874, 0.122,-0.479, 0.113, 1.107, 0.144
 0.895, 0.100,-0.459, 0.190, 1.088, 0.126
 0.889, 0.096,-0.481, 0.207, 1.044, 0.147
 0.910, 0.106,-0.450, 0.196, 1.028, 0.153
 0.919, 0.122,-0.416, 0.184, 1.059, 0.128
 0.899, 0.132,-0.439, 0.116, 1.040, 0.075
 0.911, 0.140,-0.431, 0.063, 1.010, 0.021
 0.917, 0.142,-0.402,-0.053, 1.011, 0.010
 0.943, 0.152,-0.373,-0.113, 1.084,-0.045
 0.945, 0.117,-0.350,-0.163, 1.179,-0.052
 0.933, 0.067,-0.330,-0.116, 1.285,-0.003
 0.920, 0.074,-0.335,-0.100, 1.370, 0.059
 0.938, 0.091,-0.344,-0.084, 1.427, 0.112
 0.933, 0.092,-0.338,-0.103, 1.450, 0.139
 0.959, 0.123,-0.321,-0.123, 1.468, 0.135
 0.947, 0.118,-0.321,-0.140, 1.486, 0.098
 0.935, 0.111,-0.313,-0.141, 1.479, 0.098
 0.940, 0.107,-0.308,-0.107, 1.479, 0.081
 0.936, 0.090,-0.314,-0.057, 1.469, 0.120
 0.961, 0.104,-0.297,-0.012, 1.417, 0.130
 0.953, 0.107,-0.280, 0.011, 1.352, 0.110
 0.966, 0.118,-0.250, 0.007, 1.338, 0.087
 0.979, 0.103,-0.198,-0.029, 1.391, 0.092
 0.996, 0.102,-0.175,-0.077, 1.483, 0.113
 0.998, 0.097,-0.151,-0.137, 1.531, 0.140
 0.985, 0.079,-0.151,-0.168, 1.598, 0.127
 0.997, 0.073,-0.153,-0.147, 1.520, 0.113
 0.993, 0.081,-0.147,-0.108, 1.437, 0.127
 1.009, 0.092,-0.130,-0.074, 1.378, 0.126
 1.033, 0.108,-0.106,-0.051, 1.421, 0.106
 1.035, 0.113,-0.093,-0.038, 1.485, 0.062
 1.036, 0.115,-0.078,-0.036, 1.567, 0.029
 1.042, 0.121,-0.060,-0.046, 1.708,-0.002
 1.046, 0.128,-0.057,-0.062, 1.874,-0.036
 1.022, 0.130,-0.039,-0.074, 2.005,-0.073
 0.994, 0.117,-0.029,-0.072, 2.021,-0.091
 0.971, 0.099,-0.012,-0.041, 1.914,-0.155
 0.921, 0.074, 0.006,-0.008, 1.758,-0.127
 0.900, 0.047, 0.004, 0.009, 1.571,-0.035
 0.909, 0.043, 0.022, 0.031, 1.421, 0.074
 0.928, 0.066, 0.038, 0.045, 1.300, 0.152
 0.952, 0.091, 0.072, 0.044, 1.217, 0.174
 0.981, 0.106, 0.094, 0.058, 1.198, 0.163
 0.994, 0.125, 0.119, 0.038, 1.215, 0.128
 0.995, 0.134, 0.127, 0.002, 1.232, 0.075
 0.999, 0.139, 0.135,-0.046, 1.266, 0.016
 1.000, 0.153, 0.148,-0.085, 1.313,-0.054
 0.980, 0.115, 0.156,-0.096, 1.336,-0.117
 0.956, 0.105, 0.159,-0.091, 1.298,-0.148
 0.923, 0.068, 0.168,-0.067, 1.249,-0.106
 0.971,-0.020, 0.266,-0.098, 1.319, 0.110
 1.019, 0.028, 0.268,-0.180, 1.432, 0.266
 1.005, 0.058, 0.248,-0.156, 1.431, 0.309
 1.009, 0.067, 0.256,-0.092, 1.415, 0.305
 1.004, 0.081, 0.280,-0.041, 1.407, 0.267
 0.988, 0.107, 0.288,-0.002, 1.367, 0.190
 0.973, 0.126, 0.290,-0.014, 1.296, 0.098
 0.961, 0.115, 0.298,-0.060, 1.238, 0.046
 0.944, 0.090, 0.316,-0.106, 1.197, 0.055
 0.942, 0.062, 0.328,-0.103, 1.177, 0.081
 0.953, 0.066, 0.339,-0.101, 1.165, 0.107
 0.951, 0.067, 0.350,-0.132, 1.178, 0.080
 0.958, 0.068, 0.362,-0.175, 1.203, 0.130
 0.946, 0.089, 0.383,-0.219, 1.218, 0.141
 0.936, 0.066, 0.400,-0.258, 1.239, 0.140
 0.932, 0.057, 0.411,-0.273, 1.262, 0.131
 0.936, 0.048, 0.427,-0.260, 1.298, 0.127
 0.935, 0.057, 0.436,-0.236, 1.338, 0.116
 0.950, 0.069, 0.443,-0.220, 1.379, 0.097
 0.950, 0.081, 0.420,-0.239, 1.419, 0.077
 0.958, 0.083, 0.455,-0.306, 1.484,-0.003
 0.937, 0.079, 0.473,-0.358, 1.534,-0.024
 0.922, 0.061, 0.497,-0.387, 1.654,-0.028
 0.895, 0.056, 0.489,-0.377, 1.734,-0.035
 0.875, 0.051, 0.468,-0.374, 1.828,-0.035
 0.857, 0.062, 0.485,-0.399, 1.886,-0.043
 0.831, 0.058, 0.532,-0.408, 1.928,-0.047
 0.821, 0.043, 0.565,-0.367, 1.946,-0.075
 0.804, 0.026, 0.582,-0.344, 1.978,-0.078
 0.798, 0.015, 0.598,-0.274, 2.012,-0.058
 0.772, 0.005, 0.613,-0.243, 2.011,-0.041
 0.745, 0.001, 0.612,-0.113, 1.955,-0.007
 0.720, 0.015, 0.644,-0.053, 1.903,-0.003
 0.707, 0.032, 0.653,-0.048, 1.773,-0.010
 0.705, 0.031, 0.674,-0.080, 1.703,-0.007
 0.712, 0.037, 0.697,-0.121, 1.657, 0.045
 0.698, 0.034, 0.712,-0.149, 1.626, 0.024
 0.688, 0.035, 0.717,-0.185, 1.603, 0.027
 0.680, 0.033, 0.743,-0.212, 1.562, 0.026
 0.660, 0.014, 0.761,-0.201, 1.488, 0.039
 0.655,-0.012, 0.765,-0.152, 1.419, 0.058
 0.659,-0.018, 0.780,-0.087, 1.385, 0.086
 0.652,-0.010, 0.796,-0.032, 1.394, 0.112
 0.632, 0.021, 0.792,-0.000, 1.338, 0.099
 0.612, 0.035, 0.783, 0.025, 1.294, 0.041
 0.588, 0.031, 0.788, 0.049, 1.219,-0.017
 0.583, 0.024, 0.778, 0.093, 1.160,-0.055
 0.585, 0.031, 0.814, 0.129, 1.132,-0.093
 0.597, 0.030, 0.813, 0.155, 1.151,-0.117
 0.583, 0.048, 0.825, 0.141, 1.148,-0.117
 0.565, 0.053, 0.826, 0.087, 1.118,-0.124
 0.552, 0.056, 0.826, 0.047, 1.062,-0.145
 0.527, 0.037, 0.848, 0.042, 0.989,-0.167
 0.505, 0.042, 0.814, 0.017, 0.924,-0.190
 0.484, 0.049, 0.810,-0.036, 0.828,-0.210
 0.489, 0.047, 0.809,-0.076, 0.771,-0.219
 0.481, 0.038, 0.812,-0.081, 0.733,-0.203
 0.478, 0.025, 0.822,-0.078, 0.709,-0.188
 0.491, 0.043, 0.839,-0.059, 0.696,-0.173
 0.499, 0.035, 0.858,-0.058, 0.710,-0.151
 0.494, 0.042, 0.869,-0.083, 0.723,-0.142
 0.500, 0.054, 0.868,-0.111, 0.737,-0.152
 0.483, 0.052, 0.862,-0.116, 0.756,-0.185
 0.479, 0.055, 0.874,-0.121, 0.802,-0.210
 0.482, 0.047, 0.893,-0.123, 0.856,-0.218
 0.476, 0.031, 0.898,-0.123, 0.941,-0.217
 0.483, 0.017, 0.921,-0.104, 1.052,-0.206
 0.491, 0.020, 0.924,-0.026, 1.186,-0.192
 0.472, 0.041, 0.903,-0.044, 1.275,-0.172
 0.432, 0.031, 0.912,-0.072, 1.289,-0.173
 0.419, 0.028, 0.918,-0.113, 1.261,-0.208
 0.403, 0.054, 0.935,-0.189, 1.229,-0.247
 0.362, 0.031, 0.937,-0.205, 1.140,-0.230
 0.333, 0.002, 0.934,-0.058, 0.999,-0.177
 0.344,-0.011, 0.931, 0.006, 0.903,-0.137
 0.345,-0.006, 0.942,-0.003, 0.917,-0.092
 0.324,-0.004, 0.937,-0.047, 0.851,-0.006
 0.304,-0.007, 0.941,-0.085, 0.819, 0.065
 0.314, 0.028, 0.991,-0.096, 0.848, 0.085
 0.366,-0.007, 0.991,-0.153, 0.921, 0.171
 0.340, 0.002, 1.012,-0.115, 0.999, 0.209
 0.331, 0.022, 1.007,-0.097, 1.068, 0.272
 0.300, 0.032, 0.991,-0.059, 1.116, 0.296
 0.291, 0.030, 0.982, 0.042, 1.104, 0.273
 0.270, 0.060, 0.979, 0.139, 1.062, 0.209
 0.266, 0.084, 0.988, 0.192, 1.041, 0.145
 0.258, 0.068, 1.007, 0.259, 1.063, 0.042
 0.287, 0.200, 0.973, 0.470, 1.131, 0.013
 0.191, 0.009, 0.992, 0.284, 1.125, 0.101
 0.288, 0.074, 1.001, 0.577, 1.159, 0.114
 0.192, 0.053, 0.966, 0.578, 1.131, 0.063
 0.181, 0.060, 0.979, 0.673, 1.055, 0.058
 0.154, 0.072, 0.947, 0.708, 1.003, 0.026
 0.123, 0.072, 0.944, 0.719, 0.941, 0.018
 0.132, 0.083, 0.934, 0.743, 0.892, 0.009
 0.147, 0.088, 0.935, 0.725, 0.851,-0.012
 0.129, 0.062, 0.941, 0.649, 0.800, 0.015
 0.109, 0.082, 0.918, 0.540, 0.778, 0.043
 0.082, 0.078, 0.916, 0.427, 0.664, 0.067
 0.082, 0.088, 0.882, 0.250, 0.566, 0.095
 0.063, 0.091, 0.877, 0.128, 0.452, 0.119
 0.049, 0.067, 0.880,-0.031, 0.346, 0.146
 0.039, 0.051, 0.876,-0.135, 0.227, 0.151
 0.019, 0.061, 0.882,-0.257, 0.104, 0.226
 0.045, 0.079, 0.896,-0.342,-0.010, 0.218
 0.066, 0.086, 0.907,-0.408,-0.075, 0.264
 0.077, 0.092, 0.925,-0.458,-0.191, 0.269
 0.100, 0.103, 0.933,-0.491,-0.247, 0.250
 0.091, 0.107, 0.929,-0.494,-0.309, 0.222
 0.076, 0.108, 0.926,-0.483,-0.404, 0.188
 0.086, 0.099, 0.938,-0.552,-0.497, 0.162
 0.102, 0.075, 0.946,-0.573,-0.551, 0.160
 0.110, 0.061, 0.945,-0.607,-0.629, 0.189
 0.089, 0.056, 0.923,-0.667,-0.746, 0.210
 0.084, 0.037, 0.931,-0.727,-0.886, 0.230
 0.108, 0.021, 0.930,-0.723,-0.999, 0.236
 0.148, 0.002, 0.982,-0.717,-1.054, 0.235
 0.210, 0.002, 1.045,-0.621,-1.004, 0.237
 0.233,-0.014, 1.079,-0.543,-0.916, 0.242
 0.249,-0.009, 1.057,-0.476,-0.852, 0.258
 0.239,-0.016, 0.997,-0.440,-0.836, 0.296
 0.188,-0.008, 0.950,-0.420,-0.903, 0.330
 0.186,-0.015, 0.932,-0.372,-1.021, 0.341
 0.187,-0.023, 0.925,-0.283,-1.171, 0.344
 0.197,-0.033, 0.967,-0.145,-1.233, 0.325
 0.230,-0.042, 1.017, 0.063,-1.344, 0.401
 0.222,-0.084, 1.045, 0.479,-1.478, 0.674
 0.322,-0.043, 1.002, 0.423,-1.515, 0.541
 0.349,-0.003, 0.980, 0.166,-1.502, 0.434
 0.301,-0.014, 0.972, 0.037,-1.622, 0.422
 0.314,-0.019, 0.963, 0.034,-1.737, 0.456
 0.348,-0.026, 0.947, 0.085,-1.787, 0.466
 0.351, 0.000, 0.933, 0.064,-1.829, 0.444
 0.367, 0.032, 0.917, 0.028,-1.875, 0.421
 0.388, 0.040, 0.919,-0.013,-1.916, 0.356
 0.407, 0.009, 0.907, 0.123,-2.004, 0.266
 0.441, 0.019, 0.925, 0.277,-2.072, 0.158
 0.480, 0.020, 0.965, 0.395,-2.088, 0.057
 0.505, 0.013, 0.937, 0.419,-2.086,-0.032
 0.511, 0.005, 0.895, 0.359,-2.083,-0.076
 0.515, 0.003, 0.872, 0.303,-2.155,-0.088
 0.526, 0.005, 0.855, 0.238,-2.168,-0.137
 0.559, 0.022, 0.831, 0.180,-2.131,-0.224
 0.598, 0.033, 0.847, 0.100,-2.065,-0.324
 0.608, 0.051, 0.833, 0.057,-2.061,-0.303
 0.632, 0.037, 0.817, 0.079,-2.112,-0.291
 0.653, 0.023, 0.823, 0.090,-2.105,-0.340
 0.660, 0.040, 0.794, 0.010,-2.061,-0.410
 0.667, 0.057, 0.763,-0.112,-2.069,-0.479
 0.676, 0.048, 0.767,-0.175,-2.184,-0.550
 0.686, 0.028, 0.764,-0.129,-2.288,-0.610
 0.697, 0.023, 0.717,-0.045,-2.450,-0.654
 0.697, 0.034, 0.670,-0.001,-2.510,-0.674
 0.733, 0.031, 0.640,-0.039,-2.511,-0.683
 0.747, 0.044, 0.630, 0.019,-2.501,-0.663
 0.770, 0.056, 0.642, 0.039,-2.482,-0.628
 0.788, 0.071, 0.635, 0.038,-2.501,-0.611
 0.795, 0.092, 0.608,-0.016,-2.552,-0.604
 0.820, 0.095, 0.581,-0.099,-2.586,-0.579
 0.855, 0.085, 0.546,-0.144,-2.541,-0.541
 0.884, 0.067, 0.521,-0.255,-2.450,-0.479
 0.880, 0.057, 0.467,-0.321,-2.371,-0.375
 0.855, 0.050, 0.440,-0.383,-2.365,-0.240
 0.803, 0.017, 0.396,-0.406,-2.507,-0.156
 0.841, 0.058, 0.469,-0.386,-2.564,-0.107
 0.857, 0.092, 0.435,-0.443,-2.588,-0.172
 0.883, 0.109, 0.414,-0.542,-2.586,-0.237
 0.921, 0.092, 0.391,-0.573,-2.537,-0.328
 0.949, 0.095, 0.369,-0.536,-2.477,-0.450
 0.962, 0.088, 0.317,-0.507,-2.451,-0.549
 0.948, 0.069, 0.296,-0.454,-2.404,-0.578
 0.966, 0.066, 0.263,-0.383,-2.328,-0.525
 0.964, 0.048, 0.240,-0.317,-2.212,-0.441
 0.939, 0.053, 0.216,-0.259,-2.108,-0.364
 0.946, 0.060, 0.235,-0.223,-1.984,-0.305
 0.937, 0.073, 0.211,-0.234,-1.909,-0.293
 0.947, 0.082, 0.199,-0.292,-1.904,-0.245
 0.966, 0.094, 0.210,-0.336,-1.917,-0.254
 0.952, 0.066, 0.161,-0.385,-1.986,-0.236
 0.944, 0.014, 0.167,-0.378,-2.005,-0.129
 0.950, 0.031, 0.138,-0.361,-1.952, 0.000
 0.956, 0.074, 0.077,-0.396,-1.851, 0.088
 0.990, 0.102, 0.050,-0.468,-1.729, 0.157
 1.006, 0.130, 0.025,-0.499,-1.617, 0.128
 0.990, 0.101, 0.031,-0.424,-1.514, 0.077
 0.972, 0.090, 0.019,-0.339,-1.447, 0.064
 0.969, 0.087, 0.006,-0.312,-1.349, 0.108
 0.983, 0.105,-0.002,-0.250,-1.247, 0.156
 0.996, 0.117, 0.026,-0.257,-1.132, 0.184
 0.993, 0.093, 0.003,-0.248,-1.069, 0.157
 0.991, 0.123,-0.026,-0.250,-1.062, 0.085
 0.952, 0.121,-0.101,-0.345,-1.109, 0.063
 0.944, 0.066,-0.109,-0.511,-1.174, 0.113
 0.941, 0.060,-0.115,-0.659,-1.253, 0.149
 0.939, 0.079,-0.159,-0.745,-1.420, 0.219
 0.965, 0.057,-0.134,-0.641,-1.589, 0.206
 0.977, 0.055,-0.134,-0.388,-1.733, 0.158
 0.996, 0.078,-0.096,-0.137,-1.800, 0.088
 0.970, 0.086,-0.132, 0.180,-1.850, 0.028
 0.982, 0.123,-0.155, 0.291,-1.877,-0.027
 0.984, 0.139,-0.179, 0.272,-1.813,-0.087
 0.995, 0.129,-0.210, 0.166,-1.784,-0.157
 0.992, 0.111,-0.210, 0.061,-1.747,-0.136
 0.977, 0.068,-0.174,-0.069,-1.666,-0.119
 0.950, 0.054,-0.182,-0.181,-1.586,-0.065
 0.943, 0.014,-0.181,-0.242,-1.476, 0.022
 0.953, 0.046,-0.224,-0.236,-1.434, 0.055
 0.957, 0.064,-0.292,-0.181,-1.517, 0.047
 0.985, 0.091,-0.296,-0.091,-1.612, 0.042
 0.986, 0.105,-0.322,-0.054,-1.673,-0.044
 1.006, 0.103,-0.330,-0.034,-1.694,-0.068
 0.944, 0.103,-0.394,-0.048,-1.777,-0.084
 0.907, 0.098,-0.433,-0.065,-1.848,-0.064
 0.925, 0.092,-0.415,-0.063,-1.906,-0.039
 0.899, 0.085,-0.437,-0.062,-1.906, 0.014
 0.860, 0.082,-0.503,-0.081,-2.016, 0.123
 0.869, 0.069,-0.492,-0.105,-2.234, 0.202
 0.869, 0.057,-0.500,-0.097,-2.345, 0.252
 0.881, 0.072,-0.518,-0.110,-2.402, 0.350
 0.873, 0.071,-0.506,-0.130,-2.390, 0.415
 0.879, 0.063,-0.498,-0.140,-2.339, 0.503
 0.864, 0.064,-0.526,-0.163,-2.309, 0.570
 0.852, 0.046,-0.557,-0.170,-2.325, 0.658
 0.834, 0.041,-0.595,-0.193,-2.350, 0.742
 0.810, 0.076,-0.614,-0.229,-2.336, 0.775
 0.791, 0.106,-0.623,-0.272,-2.320, 0.747
 0.785, 0.102,-0.609,-0.279,-2.185, 0.687
 0.785, 0.092,-0.584,-0.255,-1.943, 0.595
 0.791, 0.102,-0.585,-0.230,-1.629, 0.485
 0.783, 0.083,-0.603,-0.201,-1.269, 0.341
 0.742, 0.030,-0.634,-0.137,-1.031, 0.343
 0.717, 0.067,-0.684,-0.158,-0.957, 0.328
 0.735, 0.083,-0.701,-0.181,-0.884, 0.263
 0.732, 0.063,-0.729,-0.156,-0.901, 0.239
 0.689, 0.025,-0.755,-0.080,-1.003, 0.279
 0.675, 0.027,-0.809,-0.037,-1.128, 0.318
 0.665,-0.006,-0.867, 0.078,-1.405, 0.389
 0.682, 0.077,-0.752,-0.048,-1.375, 0.348
 0.705, 0.052,-0.739,-0.107,-1.251, 0.315
 0.686, 0.043,-0.753,-0.064,-1.147, 0.293
 0.706, 0.092,-0.754,-0.126,-1.058, 0.194
 0.699, 0.099,-0.759,-0.234,-0.899, 0.088
 0.696, 0.067,-0.747,-0.300,-0.784,-0.006
 0.681, 0.033,-0.720,-0.285,-0.582,-0.076
 0.666, 0.052,-0.722,-0.241,-0.414,-0.139
 0.503, 0.085,-0.797,-0.204,-0.396,-0.172
 0.656, 0.076,-0.737,-0.035,-0.177,-0.206
 0.785, 0.161,-0.728, 0.148, 0.076,-0.361
 0.774, 0.163,-0.804, 0.193, 0.144,-0.600
 0.672, 0.106,-0.870, 0.224, 0.010,-0.768
 0.613, 0.057,-0.916, 0.169,-0.154,-0.762
 0.606, 0.023,-0.906, 0.066,-0.258,-0.647
 0.611, 0.059,-0.886,-0.093,-0.265,-0.485
 0.592, 0.046,-0.871,-0.252,-0.258,-0.332
 0.577, 0.033,-0.873,-0.352,-0.208,-0.219
 0.568,-0.007,-0.860,-0.380,-0.227,-0.017
 0.555,-0.009,-0.843,-0.374,-0.246, 0.269
 0.491,-0.077,-0.835,-0.335,-0.301, 0.522
 0.616, 0.238,-0.745,-0.535,-0.083, 0.345
 0.827, 0.284,-0.660,-0.541, 0.268,-0.067
 0.731, 0.120,-0.724,-0.339, 0.355,-0.230
 0.645, 0.090,-0.809,-0.316, 0.273,-0.283
 0.610, 0.029,-0.756,-0.281, 0.236,-0.218
 0.592, 0.014,-0.761,-0.234, 0.262,-0.096
 0.584, 0.061,-0.765,-0.197, 0.287,-0.017
 0.559, 0.108,-0.754,-0.179, 0.297,-0.017
 0.556, 0.119,-0.772,-0.163, 0.294,-0.023
 0.475, 0.026,-0.812,-0.124, 0.198, 0.142
 0.296,-0.266,-0.984,-0.037,-0.227, 0.755
 0.303,-0.484,-0.982, 0.389,-0.668, 1.687
 0.410,-0.217,-1.027, 0.382,-1.021, 2.403
 0.516,-0.037,-1.029, 0.125,-1.329, 2.797
 0.640, 0.176,-1.027,-0.287,-1.592, 2.819
 0.643, 0.105,-0.931,-0.421,-1.797, 2.716
 0.607,-0.002,-0.846,-0.275,-1.826, 2.480
 0.610, 0.209,-0.802,-0.207,-1.753, 1.957
 0.799, 0.488,-0.475,-0.229,-1.329, 0.971
 0.949, 0.483,-0.360,-0.436,-0.486, 0.031
 0.854, 0.224,-0.528,-0.418, 0.149,-0.442
 0.688,-0.048,-0.783,-0.348, 0.356,-0.504
 0.521,-0.132,-0.946,-0.331, 0.129,-0.330
 0.498,-0.186,-0.991,-0.213,-0.264,-0.117
 0.519,-0.090,-1.031,-0.208,-0.590, 0.013
 0.540, 0.016,-0.994,-0.273,-0.910, 0.050
 0.524, 0.053,-0.975,-0.291,-1.097, 0.013
 0.494,-0.038,-0.910,-0.224,-1.232, 0.099
 0.531,-0.037,-0.861,-0.150,-1.147, 0.169
 0.507, 0.039,-0.892,-0.291,-1.121, 0.149
 0.487, 0.001,-0.864,-0.320,-1.103, 0.146
 0.466, 0.012,-0.850,-0.328,-1.077, 0.171
 0.432, 0.004,-0.871,-0.318,-1.076, 0.187
 0.458,-0.022,-0.847,-0.231,-1.017, 0.263
 0.433,-0.003,-0.880,-0.187,-1.013, 0.335
 0.429,-0.001,-0.904,-0.157,-1.075, 0.336
 0.418, 0.017,-0.922,-0.152,-1.172, 0.339
 0.422,-0.041,-0.924, 0.004,-1.276, 0.405
 0.488, 0.018,-0.902, 0.091,-1.192, 0.376
 0.459, 0.076,-0.909, 0.017,-0.998, 0.311
 0.452, 0.015,-0.888, 0.042,-0.847, 0.260
 0.436, 0.062,-0.895, 0.071,-0.746, 0.208
 0.419, 0.067,-0.937, 0.050,-0.719, 0.162
 0.399, 0.038,-0.963, 0.022,-0.779, 0.208
 0.365, 0.028,-0.992,-0.001,-0.915, 0.299
 0.249,-0.004,-1.095,-0.124,-1.177, 0.414
 0.132, 0.045,-1.134,-0.416,-1.858, 0.416
 0.336,-0.021,-0.983,-0.369,-2.262, 0.058
 0.389, 0.151,-0.890,-0.043,-2.322,-0.333
 0.360, 0.139,-0.949, 0.109,-2.219,-0.712
 0.347, 0.130,-0.928, 0.067,-1.941,-0.797
 0.256, 0.098,-0.958,-0.139,-1.775,-0.827
 0.294, 0.029,-0.936,-0.246,-1.526,-0.800
 0.294, 0.018,-0.942,-0.409,-1.156,-0.730
 0.301, 0.018,-0.965,-0.541,-0.741,-0.629
 0.259, 0.022,-1.002,-0.593,-0.345,-0.493
 0.220, 0.029,-1.025,-0.568,-0.102,-0.377
 0.187, 0.043,-1.051,-0.532, 0.108,-0.340
 0.183, 0.067,-1.069,-0.556, 0.239,-0.412
 0.199, 0.068,-1.077,-0.512, 0.270,-0.541
 0.215, 0.055,-1.094,-0.382, 0.109,-0.612
 0.193, 0.024,-1.101,-0.225,-0.114,-0.595
 0.138, 0.025,-1.081,-0.008,-0.440,-0.601
 0.139, 0.065,-1.027, 0.138,-0.699,-0.565
 0.150, 0.147,-0.990, 0.153,-0.860,-0.617
 0.164, 0.150,-0.968, 0.110,-0.971,-0.639
 0.171, 0.113,-0.975, 0.172,-0.983,-0.613
 0.196, 0.092,-0.927, 0.157,-0.879,-0.521
 0.163, 0.078,-1.015, 0.152,-0.739,-0.422
 0.138, 0.043,-1.057, 0.126,-0.881,-0.295
 0.064,-0.050,-1.056, 0.130,-1.172,-0.004
 0.068,-0.063,-0.949, 0.365,-1.376, 0.240
 0.138,-0.017,-0.861, 0.561,-1.258, 0.331
 0.259, 0.144,-0.937, 0.453,-0.937, 0.123
 0.200, 0.150,-0.931, 0.447,-0.627,-0.158
 0.107, 0.154,-1.090, 0.385,-0.532,-0.418
 0.054, 0.078,-1.050, 0.385,-0.585,-0.622
 0.074, 0.053,-0.964, 0.525,-0.525,-0.787
 0.012, 0.104,-0.998, 0.445,-0.559,-0.924
-0.059, 0.091,-0.941, 0.184,-0.831,-1.001
 0.063, 0.033,-0.904, 0.228,-0.758,-1.118
-0.050, 0.035,-0.950, 0.178,-0.858,-1.167
 0.019, 0.008,-0.923, 0.113,-0.703,-1.170
 0.032,-0.008,-0.920, 0.051,-0.346,-1.090
 0.003,-0.040,-0.955, 0.014,-0.099,-0.880
-0.023,-0.027,-0.973, 0.074,-0.048,-0.681
 0.012, 0.062,-1.012, 0.097,-0.015,-0.653
 0.012, 0.107,-1.038, 0.067,-0.023,-0.783
-0.035, 0.100,-1.054, 0.085,-0.095,-0.883
-0.044, 0.089,-1.039, 0.147,-0.195,-0.910
-0.027, 0.061,-1.050, 0.186,-0.282,-0.881
-0.010, 0.085,-1.037, 0.147,-0.428,-0.871
-0.008, 0.045,-1.048, 0.121,-0.481,-0.744
-0.017, 0.015,-1.047, 0.119,-0.560,-0.609
-0.011, 0.004,-1.044, 0.117,-0.569,-0.484
-0.008, 0.034,-1.066, 0.075,-0.540,-0.426
-0.022, 0.051,-1.064,-0.009,-0.523,-0.450
-0.042, 0.059,-1.063,-0.079,-0.542,-0.525
-0.023, 0.101,-0.984,-0.182,-0.470,-0.621
-0.006, 0.125,-0.959,-0.448,-0.331,-0.684
-0.016, 0.124,-1.012,-0.610,-0.275,-0.680
-0.058, 0.125,-1.106,-0.675,-0.312,-0.642
-0.096, 0.094,-1.153,-0.685,-0.448,-0.584
-0.068,-0.015,-1.113,-0.723,-0.589,-0.452
-0.090,-0.008,-1.080,-0.703,-0.634,-0.361
-0.085, 0.091,-1.080,-0.779,-0.680,-0.339
-0.047, 0.141,-1.067,-0.877,-0.725,-0.419
-0.059, 0.117,-1.094,-0.883,-0.886,-0.502
-0.087, 0.099,-1.093,-0.837,-1.113,-0.691
-0.141, 0.082,-1.068,-0.725,-1.315,-0.802
-0.170, 0.117,-1.035,-0.622,-1.414,-0.818
-0.190, 0.140,-1.012,-0.544,-1.403,-0.772
-0.193, 0.114,-1.012,-0.476,-1.359,-0.623
-0.209, 0.125,-1.009,-0.497,-1.363,-0.526
-0.194, 0.111,-1.012,-0.582,-1.364,-0.478
-0.185, 0.095,-1.000,-0.603,-1.358,-0.425
-0.182, 0.087,-1.036,-0.580,-1.424,-0.322
-0.263,-0.021,-1.159,-0.471,-1.713,-0.063
-0.342,-0.015,-1.197,-0.381,-2.138, 0.169
-0.335, 0.054,-1.119,-0.375,-2.396, 0.256
-0.301, 0.077,-0.915,-0.083,-2.420, 0.211
-0.261, 0.135,-0.828, 0.218,-2.296, 0.109
-0.243, 0.174,-0.865, 0.263,-2.160, 0.031
-0.266, 0.189,-0.932, 0.102,-2.091,-0.026
-0.282, 0.169,-0.871, 0.041,-2.051,-0.066
-0.332, 0.150,-0.844, 0.183,-2.015,-0.100
-0.419, 0.176,-0.946, 0.244,-2.109,-0.129
