acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
-0.494, 0.247,-1.020, 0.130,-2.291,-0.187
-0.474, 0.215,-0.945, 0.075,-2.488,-0.286
-0.443, 0.185,-0.899, 0.101,-2.515,-0.332
-0.437, 0.158,-0.856, 0.065,-2.486,-0.380
-0.456, 0.145,-0.826,-0.024,-2.375,-0.368
-0.490, 0.130,-0.790,-0.107,-2.308,-0.395
-0.534, 0.132,-0.790,-0.185,-2.336,-0.475
-0.569, 0.129,-0.782,-0.185,-2.417,-0.564
-0.583, 0.113,-0.785,-0.136,-2.545,-0.612
-0.578, 0.125,-0.777,-0.162,-2.658,-0.606
-0.627, 0.132,-0.772,-0.257,-2.733,-0.586
-0.662, 0.125,-0.744,-0.329,-2.854,-0.574
-0.650, 0.108,-0.711,-0.410,-2.901,-0.571
-0.656, 0.113,-0.689,-0.503,-2.863,-0.558
-0.684, 0.106,-0.637,-0.598,-2.796,-0.523
-0.697, 0.099,-0.622,-0.668,-2.635,-0.492
-0.709, 0.102,-0.616,-0.724,-2.562,-0.458
-0.734, 0.103,-0.593,-0.772,-2.502,-0.438
-0.750, 0.113,-0.555,-0.804,-2.436,-0.409
-0.769, 0.126,-0.539,-0.813,-2.380,-0.390
-0.795, 0.122,-0.516,-0.781,-2.350,-0.386
-0.791, 0.135,-0.482,-0.734,-2.265,-0.364
-0.825, 0.123,-0.479,-0.685,-2.205,-0.334
-0.821, 0.125,-0.442,-0.611,-2.141,-0.335
-0.843, 0.106,-0.424,-0.541,-2.031,-0.312
-0.840, 0.102,-0.396,-0.505,-1.886,-0.264
-0.850, 0.102,-0.385,-0.522,-1.742,-0.230
-0.857, 0.092,-0.387,-0.487,-1.623,-0.202
-0.872, 0.084,-0.377,-0.404,-1.530,-0.160
-0.867, 0.089,-0.366,-0.372,-1.448,-0.158
-0.891, 0.100,-0.355,-0.328,-1.397,-0.098
-0.905, 0.104,-0.358,-0.310,-1.407,-0.093
-0.933, 0.138,-0.369,-0.269,-1.485,-0.074
-0.949, 0.152,-0.376,-0.263,-1.616,-0.076
-0.956, 0.162,-0.343,-0.271,-1.687,-0.093
-0.950, 0.151,-0.270,-0.302,-1.650,-0.072
-0.954, 0.113,-0.230,-0.285,-1.554,-0.008
-0.973, 0.091,-0.226,-0.218,-1.452, 0.084
-0.983, 0.100,-0.236,-0.184,-1.399, 0.185
-0.990, 0.103,-0.245,-0.178,-1.319, 0.298
-0.991, 0.116,-0.247,-0.182,-1.323, 0.314
-0.986, 0.145,-0.240,-0.189,-1.394, 0.264
-0.991, 0.154,-0.264,-0.169,-1.524, 0.199
-1.027, 0.130,-0.248,-0.111,-1.698, 0.187
-1.009, 0.109,-0.230,-0.059,-1.824, 0.254
-1.003, 0.098,-0.190,-0.001,-1.922, 0.289
-1.004, 0.139,-0.168, 0.022,-2.010, 0.360
-1.011, 0.171,-0.158, 0.030,-2.103, 0.328
-0.999, 0.200,-0.155,-0.012,-2.186, 0.231
-1.006, 0.193,-0.145, 0.002,-2.341, 0.121
-0.983, 0.185,-0.111, 0.039,-2.466, 0.040
-0.947, 0.195, 0.019,-0.009,-2.452, 0.003
-0.889, 0.196, 0.170,-0.258,-2.120, 0.046
-0.876, 0.157, 0.220,-0.403,-1.760, 0.094
-0.912, 0.158, 0.114,-0.303,-1.621, 0.081
-0.969, 0.159, 0.034,-0.246,-1.654, 0.067
-1.003, 0.166, 0.025,-0.303,-1.751, 0.089
-1.029, 0.179, 0.014,-0.388,-1.859, 0.102
-1.006, 0.218, 0.074,-0.496,-1.947, 0.088
-0.959, 0.166, 0.160,-0.522,-1.897, 0.104
-0.938, 0.137, 0.197,-0.472,-1.800, 0.107
-0.923, 0.148, 0.202,-0.442,-1.713, 0.102
-0.924, 0.155, 0.197,-0.415,-1.693, 0.082
-0.925, 0.159, 0.212,-0.470,-1.726, 0.054
-0.935, 0.157, 0.220,-0.511,-1.770, 0.007
-0.935, 0.160, 0.250,-0.484,-1.783, 0.001
-0.931, 0.154, 0.272,-0.478,-1.760,-0.009
-0.917, 0.145, 0.299,-0.410,-1.697,-0.033
-0.924, 0.130, 0.306,-0.360,-1.672,-0.029
-0.923, 0.170, 0.280,-0.382,-1.704,-0.033
-0.913, 0.164, 0.309,-0.395,-1.740,-0.052
-0.892, 0.137, 0.355,-0.403,-1.718,-0.048
-0.874, 0.127, 0.388,-0.372,-1.659,-0.053
-0.876, 0.130, 0.417,-0.351,-1.601,-0.046
-0.886, 0.152, 0.392,-0.338,-1.594,-0.050
-0.906, 0.156, 0.394,-0.403,-1.661,-0.063
-0.893, 0.149, 0.411,-0.467,-1.719,-0.056
-0.873, 0.130, 0.459,-0.470,-1.715,-0.102
-0.863, 0.133, 0.493,-0.430,-1.649,-0.084
-0.855, 0.120, 0.523,-0.348,-1.542,-0.050
-0.843, 0.112, 0.534,-0.249,-1.437,-0.007
-0.849, 0.116, 0.536,-0.143,-1.365, 0.022
-0.846, 0.129, 0.538,-0.065,-1.305, 0.037
-0.836, 0.136, 0.525,-0.064,-1.295,-0.014
-0.807, 0.113, 0.520,-0.038,-1.307,-0.078
-0.796, 0.142, 0.545,-0.018,-1.331,-0.150
-0.799, 0.115, 0.548,-0.014,-1.388,-0.155
-0.802, 0.123, 0.567,-0.028,-1.450,-0.166
-0.791, 0.130, 0.582,-0.052,-1.499,-0.160
-0.777, 0.120, 0.609,-0.017,-1.507,-0.214
-0.761, 0.115, 0.647, 0.061,-1.501,-0.213
-0.753, 0.101, 0.672, 0.177,-1.354,-0.178
-0.747, 0.116, 0.658, 0.298,-1.244,-0.109
-0.748, 0.128, 0.630, 0.372,-1.196,-0.067
-0.745, 0.130, 0.617, 0.471,-1.238,-0.025
-0.716, 0.154, 0.616, 0.337,-1.379,-0.005
-0.717, 0.143, 0.622, 0.230,-1.535,-0.086
-0.680, 0.154, 0.644, 0.058,-1.607,-0.188
-0.654, 0.140, 0.679, 0.024,-1.724,-0.246
-0.642, 0.146, 0.717, 0.015,-1.748,-0.237
-0.629, 0.148, 0.751,-0.012,-1.646,-0.208
-0.623, 0.129, 0.770,-0.042,-1.486,-0.148
-0.589, 0.118, 0.778,-0.062,-1.332,-0.109
-0.566, 0.122, 0.773,-0.052,-1.109,-0.114
-0.574, 0.086, 0.796,-0.004,-0.944,-0.100
-0.652, 0.132, 0.870, 0.232,-0.898,-0.115
-0.620, 0.117, 0.879, 0.335,-0.820,-0.139
-0.679, 0.168, 0.760, 0.356,-0.962,-0.178
-0.287, 0.575, 0.750, 0.221,-1.021,-0.211
-0.652, 0.119, 0.549, 0.075,-1.113,-0.267
-0.702, 0.194, 0.614, 0.049,-1.774,-0.191
-0.629, 0.146, 0.768,-0.158,-2.038,-0.053
-0.588, 0.130, 0.827,-0.243,-2.070, 0.017
-0.533, 0.106, 0.855,-0.274,-1.898,-0.051
-0.522, 0.101, 0.899, 0.053,-1.767,-0.185
-0.438, 0.131, 0.925,-0.188,-1.296,-0.166
-0.478, 0.088, 0.871,-0.303,-1.055,-0.024
-0.489, 0.105, 0.840,-0.286,-1.055, 0.048
-0.506, 0.109, 0.848,-0.279,-1.058, 0.196
-0.498, 0.114, 0.825,-0.407,-1.080, 0.331
-0.480, 0.097, 0.849,-0.447,-1.069, 0.435
-0.453, 0.102, 0.847,-0.421,-1.058, 0.525
-0.444, 0.092, 0.848,-0.440,-1.064, 0.626
-0.439, 0.103, 0.873,-0.430,-1.020, 0.661
-0.417, 0.095, 0.894,-0.332,-0.948, 0.569
-0.414, 0.088, 0.880,-0.279,-0.895, 0.522
-0.399, 0.095, 0.883,-0.284,-0.865, 0.392
-0.365, 0.111, 0.883,-0.345,-0.759, 0.233
-0.314, 0.076, 0.877,-0.525,-0.564, 0.042
-0.335, 0.043, 0.871,-0.431,-0.508,-0.097
-0.338, 0.033, 0.900,-0.219,-0.599,-0.204
-0.512, 0.090, 0.952,-0.179,-0.974,-0.498
-0.295, 0.031, 0.976,-0.351,-0.967,-0.255
-0.429, 0.025, 0.976,-0.142,-1.184,-0.077
-0.384, 0.093, 0.974,-0.148,-1.280,-0.117
-0.351, 0.066, 0.939,-0.093,-1.465,-0.162
-0.340, 0.064, 0.935, 0.060,-1.695,-0.266
-0.285, 0.036, 0.910, 0.263,-1.970,-0.477
-0.291, 0.016, 0.947, 0.465,-2.125,-0.556
-0.226, 0.025, 1.002, 0.627,-2.062,-0.536
-0.183, 0.045, 0.978, 0.704,-1.916,-0.483
-0.163, 0.055, 0.967, 0.712,-1.774,-0.426
-0.160, 0.062, 0.969, 0.769,-1.512,-0.321
-0.179, 0.109, 0.996, 0.746,-1.295,-0.253
-0.197, 0.143, 0.976, 0.654,-1.039,-0.130
-0.195, 0.152, 0.987, 0.521,-0.838,-0.022
-0.193, 0.161, 0.978, 0.368,-0.709, 0.094
-0.201, 0.151, 0.950, 0.201,-0.709, 0.117
-0.171, 0.148, 0.950, 0.070,-0.735, 0.100
-0.144, 0.133, 0.987,-0.020,-0.734, 0.061
-0.126, 0.121, 0.992,-0.029,-0.734, 0.005
-0.123, 0.128, 1.000,-0.011,-0.744,-0.063
-0.112, 0.118, 1.011, 0.000,-0.725,-0.068
-0.108, 0.115, 1.012,-0.052,-0.689,-0.066
-0.109, 0.123, 0.996,-0.091,-0.690,-0.066
-0.102, 0.097, 1.007,-0.073,-0.677,-0.102
-0.086, 0.107, 1.029,-0.004,-0.607,-0.142
-0.077, 0.122, 1.013, 0.043,-0.520,-0.148
-0.073, 0.133, 1.002,-0.014,-0.427,-0.135
-0.081, 0.122, 0.993,-0.056,-0.367,-0.137
-0.093, 0.114, 0.976,-0.082,-0.367,-0.135
-0.099, 0.119, 0.981,-0.109,-0.396,-0.142
-0.092, 0.116, 0.977,-0.126,-0.437,-0.140
-0.100, 0.120, 0.965,-0.142,-0.453,-0.117
-0.078, 0.109, 0.984,-0.197,-0.509,-0.083
-0.054, 0.106, 1.021,-0.129,-0.451,-0.070
-0.026, 0.084, 1.030,-0.027,-0.369,-0.053
-0.030, 0.098, 1.017, 0.072,-0.230,-0.024
-0.057, 0.119, 1.014, 0.087,-0.257,-0.077
-0.045, 0.093, 1.014, 0.058,-0.301,-0.123
-0.025, 0.081, 1.006, 0.019,-0.339,-0.064
-0.017, 0.067, 0.980,-0.002,-0.406, 0.040
-0.031, 0.067, 0.917,-0.029,-0.504, 0.179
-0.036, 0.077, 0.957,-0.074,-0.515, 0.294
-0.094, 0.111, 1.008,-0.125,-0.481, 0.327
-0.066, 0.142, 1.037,-0.104,-0.421, 0.252
-0.052, 0.146, 1.040,-0.070,-0.392, 0.181
-0.024, 0.130, 1.000,-0.076,-0.395, 0.074
-0.025, 0.125, 0.995,-0.075,-0.422, 0.054
-0.020, 0.122, 0.977,-0.168,-0.478, 0.064
-0.016, 0.131, 0.975,-0.237,-0.558, 0.093
-0.024, 0.160, 1.008,-0.236,-0.546, 0.158
 0.051, 0.097, 0.944,-0.306,-0.599, 0.172
 0.030, 0.075, 1.048,-0.248,-0.550, 0.171
 0.028, 0.084, 0.969,-0.087,-0.586, 0.117
 0.018, 0.089, 1.035, 0.044,-0.565, 0.103
-0.013, 0.151, 0.949, 0.150,-0.702, 0.031
 0.028, 0.074, 0.985, 0.050,-0.735, 0.031
 0.023, 0.107, 0.974, 0.129,-0.833,-0.020
 0.034, 0.114, 0.946, 0.059,-0.896,-0.059
 0.048, 0.086, 0.988, 0.066,-0.941,-0.076
 0.084, 0.097, 1.006, 0.091,-0.960,-0.077
 0.108, 0.100, 1.018, 0.084,-0.942,-0.095
 0.105, 0.079, 1.002, 0.104,-0.948,-0.075
 0.114, 0.043, 0.986, 0.226,-0.976,-0.025
 0.130, 0.066, 0.989, 0.350,-0.951, 0.028
 0.130, 0.076, 0.986, 0.451,-0.906, 0.073
 0.132, 0.089, 0.989, 0.533,-0.885, 0.084
 0.140, 0.118, 1.008, 0.546,-0.767, 0.124
 0.145, 0.124, 1.008, 0.474,-0.715, 0.115
 0.146, 0.140, 0.985, 0.341,-0.603, 0.091
 0.152, 0.129, 0.960, 0.256,-0.558, 0.076
 0.155, 0.142, 0.949, 0.057,-0.505, 0.076
 0.152, 0.128, 0.965,-0.052,-0.482, 0.084
 0.179, 0.124, 0.957,-0.052,-0.479, 0.074
 0.175, 0.127, 0.955,-0.022,-0.476, 0.057
 0.182, 0.129, 0.964, 0.043,-0.472, 0.017
 0.196, 0.149, 0.998, 0.090,-0.452,-0.018
 0.219, 0.159, 1.012, 0.087,-0.439,-0.053
 0.215, 0.149, 1.000, 0.085,-0.468,-0.084
 0.199, 0.137, 0.962, 0.094,-0.579,-0.111
 0.190, 0.158, 0.924, 0.089,-0.723,-0.179
 0.195, 0.170, 0.927, 0.093,-0.942,-0.252
 0.221, 0.153, 0.942, 0.099,-1.080,-0.297
 0.213, 0.148, 0.936, 0.065,-1.172,-0.279
 0.241, 0.152, 0.947, 0.005,-1.275,-0.208
 0.244, 0.129, 0.901,-0.014,-1.406,-0.144
 0.251, 0.126, 0.875, 0.012,-1.613,-0.114
 0.270, 0.137, 0.833, 0.072,-1.881,-0.085
 0.275, 0.113, 0.801, 0.161,-2.210,-0.040
 0.331, 0.112, 0.889, 0.246,-2.358,-0.012
 0.402, 0.167, 1.180, 0.278,-1.917,-0.025
 0.420, 0.223, 1.150, 0.148,-1.444,-0.046
 0.440, 0.184, 1.035, 0.035,-1.205,-0.026
 0.433, 0.126, 0.908,-0.047,-1.163,-0.021
 0.433, 0.104, 0.877,-0.119,-1.213, 0.072
 0.423, 0.132, 0.881,-0.153,-1.191, 0.087
 0.418, 0.165, 0.887,-0.167,-1.150, 0.080
 0.430, 0.176, 0.894,-0.217,-1.097, 0.015
 0.445, 0.156, 0.895,-0.229,-1.058,-0.006
 0.473, 0.136, 0.889,-0.146,-0.939,-0.030
 0.477, 0.127, 0.857,-0.056,-0.898,-0.039
 0.463, 0.120, 0.831,-0.016,-0.920,-0.004
 0.469, 0.139, 0.833,-0.027,-0.933, 0.030
 0.481, 0.145, 0.826,-0.057,-0.931, 0.030
 0.490, 0.155, 0.840,-0.094,-0.918, 0.011
 0.497, 0.144, 0.840,-0.116,-0.904,-0.005
 0.505, 0.132, 0.850,-0.119,-0.872,-0.022
 0.514, 0.135, 0.826,-0.132,-0.853,-0.026
 0.512, 0.142, 0.801,-0.187,-0.838,-0.111
 0.534, 0.134, 0.798,-0.239,-0.815,-0.103
 0.532, 0.126, 0.826,-0.210,-0.800,-0.048
 0.546, 0.138, 0.853,-0.201,-0.785,-0.055
 0.561, 0.125, 0.813,-0.235,-0.661,-0.064
 0.560, 0.132, 0.812,-0.224,-0.604,-0.058
 0.556, 0.120, 0.820,-0.170,-0.609,-0.047
 0.554, 0.115, 0.820,-0.110,-0.599,-0.038
 0.555, 0.116, 0.816,-0.065,-0.621,-0.034
 0.560, 0.119, 0.792,-0.053,-0.627,-0.025
 0.562, 0.111, 0.802,-0.017,-0.665,-0.018
 0.564, 0.109, 0.805,-0.021,-0.721,-0.011
 0.589, 0.110, 0.791,-0.032,-0.735, 0.011
 0.602, 0.122, 0.787,-0.048,-0.746,-0.034
 0.611, 0.128, 0.780,-0.071,-0.757,-0.038
 0.617, 0.127, 0.787,-0.112,-0.782,-0.035
 0.620, 0.113, 0.786,-0.160,-0.799,-0.063
 0.608, 0.118, 0.755,-0.221,-0.804,-0.055
 0.639, 0.125, 0.776,-0.144,-0.823,-0.027
 0.634, 0.127, 0.791,-0.033,-0.899,-0.058
 0.678, 0.138, 0.751,-0.000,-0.915,-0.097
 0.659, 0.112, 0.748,-0.011,-0.938,-0.096
 0.654, 0.123, 0.736,-0.073,-0.965,-0.082
 0.658, 0.135, 0.714,-0.206,-0.947,-0.052
 0.670, 0.112, 0.726,-0.211,-0.969, 0.025
 0.694, 0.105, 0.739,-0.143,-1.003, 0.049
 0.727, 0.119, 0.701,-0.214,-0.983, 0.015
 0.690, 0.103, 0.706,-0.172,-0.968, 0.034
 0.669, 0.126, 0.697,-0.206,-0.943, 0.019
 0.708, 0.121, 0.690,-0.269,-0.906, 0.034
 0.708, 0.101, 0.704,-0.234,-0.883, 0.071
 0.735, 0.078, 0.708,-0.203,-0.842, 0.068
 0.750, 0.105, 0.710,-0.180,-0.801, 0.072
 0.731, 0.106, 0.710,-0.107,-0.792, 0.071
 0.733, 0.118, 0.693,-0.089,-0.753, 0.071
 0.736, 0.107, 0.674,-0.067,-0.753, 0.072
 0.733, 0.092, 0.668,-0.037,-0.687, 0.068
 0.739, 0.097, 0.667,-0.033,-0.649, 0.063
 0.744, 0.093, 0.654,-0.028,-0.596, 0.051
 0.750, 0.095, 0.649,-0.040,-0.533, 0.018
 0.754, 0.097, 0.619,-0.079,-0.456,-0.033
 0.741, 0.086, 0.639,-0.057,-0.444,-0.022
 0.773, 0.099, 0.648,-0.019,-0.480, 0.012
 0.766, 0.109, 0.634, 0.005,-0.399,-0.053
 0.759, 0.105, 0.632,-0.025,-0.381,-0.008
 0.750, 0.108, 0.619,-0.061,-0.344,-0.007
 0.754, 0.097, 0.610,-0.081,-0.305,-0.021
 0.766, 0.095, 0.618,-0.067,-0.274, 0.004
 0.777, 0.098, 0.635,-0.024,-0.161,-0.006
 0.779, 0.102, 0.622,-0.025,-0.096, 0.001
 0.777, 0.076, 0.629,-0.023,-0.036, 0.010
 0.777, 0.093, 0.641,-0.026, 0.115, 0.013
 0.772, 0.102, 0.648,-0.011, 0.241, 0.002
 0.774, 0.102, 0.655, 0.016, 0.435,-0.006
 0.786, 0.094, 0.661, 0.083, 0.608,-0.006
 0.759, 0.103, 0.665, 0.102, 0.752,-0.016
 0.751, 0.111, 0.676, 0.188, 0.923,-0.060
 0.743, 0.104, 0.701, 0.294, 1.145,-0.093
 0.739, 0.110, 0.725, 0.368, 1.351,-0.111
 0.735, 0.109, 0.732, 0.448, 1.557,-0.116
 0.718, 0.097, 0.733, 0.559, 1.710,-0.075
 0.723, 0.122, 0.755, 0.636, 1.934,-0.028
 0.733, 0.102, 0.761, 0.681, 2.158, 0.076
 0.733, 0.099, 0.748, 0.744, 2.398, 0.178
 0.727, 0.135, 0.747, 0.769, 2.586, 0.223
 0.699, 0.138, 0.753, 0.778, 2.692, 0.253
 0.651, 0.197, 0.733, 0.552, 2.798, 0.362
 0.657, 0.173, 0.756, 0.436, 2.875, 0.310
 0.638, 0.137, 0.784, 0.386, 2.942, 0.280
 0.637, 0.135, 0.798, 0.386, 2.994, 0.241
 0.638, 0.120, 0.826, 0.389, 3.063, 0.214
 0.580, 0.126, 0.848, 0.436, 3.071, 0.179
 0.557, 0.147, 0.851, 0.449, 3.070, 0.133
 0.522, 0.144, 0.896, 0.411, 3.046, 0.100
 0.490, 0.177, 0.922, 0.323, 3.038, 0.065
 0.463, 0.207, 0.940, 0.204, 3.056,-0.004
 0.435, 0.173, 0.943, 0.199, 3.068,-0.051
 0.393, 0.163, 0.954, 0.170, 3.100,-0.075
 0.338, 0.149, 0.943, 0.173, 3.125,-0.080
 0.356, 0.135, 0.960, 0.206, 3.170,-0.118
 0.322, 0.200, 0.948,-0.004, 3.179,-0.121
 0.262, 0.208, 0.951,-0.153, 3.122,-0.149
 0.219, 0.152, 0.905,-0.168, 3.011,-0.171
 0.196, 0.124, 0.912,-0.232, 2.930,-0.148
 0.162, 0.135, 0.944,-0.222, 2.867,-0.126
 0.138, 0.144, 0.941,-0.199, 2.797,-0.101
 0.114, 0.164, 0.952,-0.213, 2.747,-0.057
 0.116, 0.167, 0.961,-0.331, 2.734,-0.025
 0.073, 0.161, 0.973,-0.398, 2.747, 0.017
 0.048, 0.162, 0.972,-0.467, 2.759, 0.061
 0.017, 0.150, 0.995,-0.516, 2.845, 0.098
-0.009, 0.151, 0.970,-0.561, 2.885, 0.103
-0.043, 0.161, 0.978,-0.640, 2.912, 0.075
-0.079, 0.145, 0.967,-0.711, 2.915, 0.040
-0.109, 0.106, 0.963,-0.745, 2.893, 0.041
-0.141, 0.082, 0.976,-0.752, 2.877, 0.026
-0.181, 0.077, 0.975,-0.705, 2.868,-0.007
-0.195, 0.088, 0.967,-0.629, 2.839,-0.018
-0.227, 0.092, 0.979,-0.560, 2.835, 0.001
-0.247, 0.100, 0.983,-0.530, 2.835,-0.031
-0.252, 0.099, 0.969,-0.507, 2.865,-0.082
-0.282, 0.151, 0.987,-0.484, 2.924,-0.201
-0.309, 0.100, 0.906,-0.524, 2.896,-0.214
-0.379, 0.026, 0.884,-0.514, 2.842,-0.144
-0.399, 0.018, 0.857,-0.439, 2.764,-0.078
-0.394, 0.008, 0.861,-0.299, 2.732,-0.033
-0.410, 0.005, 0.873,-0.131, 2.728, 0.009
-0.415, 0.015, 0.881, 0.111, 2.772, 0.028
-0.434, 0.016, 0.884, 0.230, 2.846, 0.047
-0.463, 0.031, 0.859, 0.247, 2.925, 0.117
-0.505, 0.058, 0.844, 0.206, 2.985, 0.108
-0.555, 0.083, 0.784, 0.152, 2.975, 0.062
-0.591, 0.086, 0.734, 0.044, 2.874, 0.002
-0.611, 0.080, 0.696,-0.107, 2.744,-0.038
-0.630, 0.089, 0.697,-0.204, 2.623,-0.070
-0.650, 0.067, 0.729,-0.199, 2.568,-0.062
-0.660, 0.064, 0.738,-0.159, 2.569,-0.065
-0.680, 0.058, 0.726,-0.135, 2.591,-0.064
-0.721, 0.053, 0.666,-0.130, 2.559,-0.049
-0.715, 0.059, 0.604,-0.168, 2.515,-0.046
-0.756, 0.049, 0.589,-0.175, 2.360,-0.050
-0.769, 0.037, 0.586,-0.054, 2.271,-0.051
-0.779, 0.042, 0.606, 0.040, 2.232,-0.041
-0.784, 0.038, 0.628, 0.101, 2.242,-0.020
-0.774, 0.052, 0.614, 0.129, 2.276,-0.022
-0.818, 0.045, 0.546, 0.050, 2.278, 0.014
-0.858, 0.049, 0.479,-0.018, 2.126, 0.050
-0.906, 0.048, 0.437,-0.045, 1.927, 0.075
-0.893, 0.079, 0.427,-0.051, 1.752, 0.093
-0.887, 0.064, 0.450,-0.013, 1.621, 0.120
-0.880, 0.062, 0.448, 0.027, 1.564, 0.131
-0.896, 0.059, 0.457, 0.069, 1.501, 0.193
-0.927, 0.002, 0.435, 0.123, 1.459, 0.258
-0.921, 0.023, 0.421, 0.183, 1.451, 0.288
-0.899, 0.022, 0.403, 0.237, 1.439, 0.292
-0.912, 0.019, 0.417, 0.307, 1.448, 0.315
-0.909, 0.048, 0.395, 0.360, 1.489, 0.331
-0.933, 0.000, 0.416, 0.389, 1.549, 0.385
-0.970, 0.085, 0.376, 0.391, 1.596, 0.416
-0.913, 0.086, 0.408, 0.396, 1.685, 0.401
-0.865, 0.079, 0.462, 0.420, 1.859, 0.424
-0.930, 0.138, 0.327, 0.318, 1.923, 0.409
-0.912, 0.116, 0.315, 0.255, 1.991, 0.367
-0.926, 0.103, 0.233, 0.236, 2.006, 0.321
-0.970, 0.067, 0.178, 0.221, 1.971, 0.276
-1.028, 0.092, 0.097, 0.204, 1.802, 0.231
-1.027, 0.131, 0.069, 0.236, 1.558, 0.216
-0.979, 0.137, 0.121, 0.354, 1.419, 0.136
-0.970, 0.147, 0.179, 0.445, 1.406, 0.121
-0.952, 0.168, 0.204, 0.469, 1.505, 0.093
-0.940, 0.139, 0.211, 0.503, 1.658, 0.018
-0.931, 0.141, 0.180, 0.441, 1.733,-0.056
-0.953, 0.134, 0.113, 0.282, 1.787,-0.045
-0.968, 0.141, 0.090, 0.132, 1.811,-0.025
-0.971, 0.155, 0.079, 0.014, 1.830,-0.043
-0.978, 0.138, 0.074,-0.006, 1.858,-0.066
-0.974, 0.149, 0.031, 0.006, 1.849,-0.104
-0.970, 0.148, 0.047, 0.049, 1.858,-0.136
-0.962, 0.106, 0.027, 0.103, 1.839,-0.143
-0.948, 0.115, 0.020, 0.169, 1.910,-0.121
-0.955, 0.110,-0.008, 0.233, 1.952,-0.100
-0.960, 0.147,-0.055, 0.194, 1.944,-0.081
-0.955, 0.142,-0.103, 0.126, 1.907,-0.066
-0.968, 0.102,-0.129, 0.073, 1.862,-0.036
-0.987, 0.105,-0.167, 0.121, 1.760, 0.009
-0.998, 0.117,-0.184, 0.135, 1.635, 0.039
-0.992, 0.132,-0.193, 0.125, 1.558, 0.049
-0.975, 0.130,-0.199, 0.129, 1.529, 0.044
-1.000, 0.122,-0.166, 0.104, 1.468, 0.060
-0.982, 0.108,-0.168, 0.158, 1.483, 0.055
-0.978, 0.126,-0.216, 0.153, 1.459, 0.065
-0.960, 0.133,-0.253, 0.104, 1.416, 0.063
-0.973, 0.101,-0.254, 0.119, 1.348, 0.085
-0.939, 0.094,-0.271, 0.132, 1.297, 0.118
-0.955, 0.091,-0.277, 0.195, 1.290, 0.166
-0.979, 0.098,-0.261, 0.242, 1.251, 0.203
-0.952, 0.148,-0.273, 0.244, 1.314, 0.209
-0.956, 0.139,-0.263, 0.220, 1.391, 0.207
-0.953, 0.157,-0.283, 0.152, 1.432, 0.181
-0.955, 0.125,-0.263, 0.183, 1.509, 0.189
-0.928, 0.128,-0.282, 0.237, 1.607, 0.206
-0.908, 0.116,-0.308, 0.339, 1.689, 0.237
-0.901, 0.141,-0.359, 0.300, 1.692, 0.242
-0.910, 0.103,-0.353, 0.305, 1.672, 0.288
-0.875, 0.147,-0.433, 0.214, 1.671, 0.229
-0.859, 0.149,-0.456, 0.103, 1.670, 0.238
-0.873, 0.134,-0.484, 0.011, 1.643, 0.251
-0.889, 0.134,-0.494,-0.013, 1.588, 0.264
-0.872, 0.139,-0.506, 0.041, 1.558, 0.246
-0.874, 0.145,-0.507, 0.179, 1.510, 0.204
-0.845, 0.136,-0.534, 0.313, 1.520, 0.135
-0.845, 0.133,-0.511, 0.433, 1.539, 0.079
-0.839, 0.108,-0.524, 0.550, 1.564, 0.078
-0.830, 0.132,-0.555, 0.569, 1.561, 0.098
-0.827, 0.156,-0.571, 0.463, 1.537, 0.108
-0.788, 0.151,-0.581, 0.358, 1.497, 0.095
-0.803, 0.131,-0.583, 0.272, 1.485, 0.090
-0.789, 0.108,-0.591, 0.260, 1.453, 0.089
-0.782, 0.117,-0.612, 0.232, 1.412, 0.070
-0.784, 0.122,-0.629, 0.212, 1.357, 0.070
-0.770, 0.122,-0.635, 0.171, 1.313, 0.078
-0.741, 0.121,-0.646, 0.141, 1.268, 0.077
-0.759, 0.111,-0.662, 0.110, 1.212, 0.090
-0.756, 0.118,-0.697, 0.079, 1.122, 0.101
-0.736, 0.146,-0.718, 0.018, 1.025, 0.085
-0.738, 0.141,-0.725, 0.002, 0.894, 0.046
-0.725, 0.144,-0.726, 0.055, 0.788, 0.046
-0.715, 0.151,-0.730, 0.119, 0.712,-0.025
-0.701, 0.140,-0.733, 0.124, 0.577,-0.043
-0.692, 0.136,-0.752, 0.050, 0.459,-0.055
-0.689, 0.116,-0.729, 0.011, 0.356,-0.055
-0.687, 0.123,-0.714, 0.006, 0.282,-0.063
-0.682, 0.121,-0.706, 0.011, 0.220,-0.088
-0.680, 0.116,-0.712, 0.020, 0.170,-0.119
-0.670, 0.119,-0.711, 0.040, 0.109,-0.157
-0.665, 0.123,-0.720, 0.054, 0.049,-0.198
-0.666, 0.129,-0.715, 0.009, 0.029,-0.234
-0.678, 0.137,-0.711,-0.044,-0.043,-0.246
-0.687, 0.117,-0.710,-0.083,-0.071,-0.260
-0.683, 0.111,-0.724,-0.140,-0.132,-0.283
-0.684, 0.114,-0.747,-0.161,-0.241,-0.325
-0.680, 0.126,-0.744,-0.162,-0.375,-0.388
-0.688, 0.126,-0.740,-0.121,-0.485,-0.447
-0.688, 0.124,-0.734,-0.110,-0.626,-0.490
-0.702, 0.122,-0.696,-0.156,-0.714,-0.485
-0.711, 0.123,-0.722,-0.276,-0.803,-0.499
