date,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
2022-02-09 20:11:05.527311,-0.002598,0.003510,1.007222,-0.103516,0.001396,0.159332,-0.063702,0.220165,-0.273809
2022-02-09 20:11:05.627578,0.000332,-0.003082,1.012349,1.666504,0.176872,0.083038,-0.056997,0.215694,-0.271574
2022-02-09 20:11:05.727689,-0.003818,-0.001128,1.013325,-0.019592,0.009026,-0.107697,-0.059232,0.215694,-0.284985
2022-02-09 20:11:05.827789,-0.001377,0.000336,1.002583,-0.118774,-0.113045,-0.138214,-0.071526,0.210106,-0.274926
2022-02-09 20:11:05.927906,-0.001377,0.000581,1.009175,0.018555,-0.288521,0.128815,-0.063702,0.215694,-0.280514
2022-02-09 20:11:06.028035,-0.000400,-0.001128,1.012349,0.041443,-0.135933,-0.107697,-0.060350,0.212342,-0.268221
2022-02-09 20:11:06.128139,0.002529,0.005463,1.011616,-0.111145,-0.074898,-0.016144,-0.056997,0.213459,-0.273809
2022-02-09 20:11:06.228240,-0.000645,-0.001373,1.014058,-0.126404,-0.151192,0.266144,-0.051409,0.216812,-0.277162
2022-02-09 20:11:06.328348,0.000332,0.000092,1.008687,-0.065369,-0.036751,0.243256,-0.060350,0.219047,-0.279397
2022-02-09 20:11:06.428491,0.001309,-0.002105,1.015767,-0.217957,-0.074898,-0.145844,-0.064820,0.214577,-0.279397
2022-02-09 20:11:06.528675,-0.000889,0.000581,1.013813,0.064331,0.123466,0.128815,-0.060350,0.207871,-0.281632
2022-02-09 20:11:06.628829,0.001064,0.001313,1.009175,-0.187439,-0.059639,0.136444,-0.059232,0.217929,-0.284985
2022-02-09 20:11:06.728983,-0.001621,0.000092,0.996968,0.087219,-0.021492,-0.077179,-0.056997,0.213459,-0.271574
2022-02-09 20:11:06.829106,-0.001133,0.002290,1.005513,0.033813,-2.195869,0.227997,-0.061467,0.211224,-0.278279
2022-02-09 20:11:06.929250,0.000576,0.002778,1.013569,0.026184,-0.013863,0.289032,-0.061467,0.217929,-0.273809
2022-02-09 20:11:07.029386,-0.003086,0.005219,1.006489,0.026184,-0.044380,-0.214508,-0.061467,0.222400,-0.276044
2022-02-09 20:11:07.129525,-0.000400,0.002778,1.007222,0.026184,-0.036751,-0.161102,-0.064820,0.216812,-0.274926
2022-02-09 20:11:07.229687,0.003506,0.000336,1.013325,0.033813,-0.151192,-0.000885,-0.063702,0.208989,-0.276044
2022-02-09 20:11:07.329813,0.000088,-0.000884,1.022114,1.628357,-0.006233,-0.374725,-0.045821,0.206754,-0.280514
2022-02-09 20:11:07.429954,0.001797,0.000825,1.017231,-0.034851,0.092949,-0.130585,-0.060350,0.227988,-0.272691
2022-02-09 20:11:07.530105,0.001064,0.002534,1.017476,0.110107,-0.166451,0.083038,-0.052527,0.224635,-0.278279
2022-02-09 20:11:07.630243,0.000332,0.002290,1.011616,-0.057739,0.001396,0.090668,-0.058115,0.212342,-0.283867
2022-02-09 20:11:07.730383,0.000088,0.001069,1.010151,-0.141663,0.215019,0.083038,-0.061467,0.213459,-0.287220
2022-02-09 20:11:07.830556,0.001064,0.003266,1.009419,-0.034851,-0.029121,-0.168732,-0.062585,0.214577,-0.281632
2022-02-09 20:11:07.930693,-0.000645,-0.000640,1.012593,-0.019592,-0.036751,-0.000885,-0.064820,0.205636,-0.277162
2022-02-09 20:11:08.030828,-0.002354,0.000336,1.008442,-0.233215,-0.059639,-0.122955,-0.054762,0.211224,-0.276044
2022-02-09 20:11:08.131002,0.003750,0.003999,1.013813,-0.019592,0.001396,-0.069550,-0.063702,0.208989,-0.276044
2022-02-09 20:11:08.231160,0.000088,0.002045,1.012349,-0.042480,-0.036751,-0.023773,-0.061467,0.215694,-0.278279
2022-02-09 20:11:08.331296,-0.002354,0.000581,1.010396,-0.080627,0.016655,0.060150,-0.062585,0.216812,-0.268221
2022-02-09 20:11:08.431472,0.001309,0.000825,1.008687,0.094849,0.031914,0.159332,-0.062585,0.205636,-0.277162
2022-02-09 20:11:08.531625,0.002773,-0.002593,0.994526,0.033813,-2.203499,0.227997,-0.054762,0.211224,-0.273809
2022-02-09 20:11:08.631767,-0.002598,-0.001617,1.009419,0.041443,-0.097786,0.319550,-0.054762,0.211224,-0.280514
2022-02-09 20:11:08.731902,0.000576,-0.000640,1.023091,0.194031,-0.128304,-0.214508,-0.056997,0.211224,-0.276044
2022-02-09 20:11:08.832039,0.002041,0.003266,1.008931,-0.034851,0.092949,0.075409,-0.067055,0.203401,-0.272691
2022-02-09 20:11:08.932173,0.001309,-0.003326,1.012104,0.033813,-0.113045,0.029633,-0.063702,0.215694,-0.280514
2022-02-09 20:11:09.032371,-0.001865,-0.000884,1.014546,-0.111145,-0.227486,0.243256,-0.053644,0.212342,-0.279397
2022-02-09 20:11:09.132594,0.000332,0.001801,1.017720,-0.050110,-0.006233,0.029633,-0.056997,0.208989,-0.280514
2022-02-09 20:11:09.232769,0.000576,-0.000640,1.024800,0.102478,-0.059639,0.075409,-0.058115,0.214577,-0.281632
2022-02-09 20:11:09.332913,0.001797,0.001557,1.011860,0.071960,-0.181709,0.144073,-0.054762,0.197813,-0.271574
2022-02-09 20:11:09.433059,-0.002842,0.001313,1.017476,-0.103516,-0.250374,0.052521,-0.061467,0.204518,-0.273809
2022-02-09 20:11:09.533208,0.000088,0.002290,1.014546,-0.149292,-0.250374,0.258514,-0.053644,0.210106,-0.274926
2022-02-09 20:11:09.633382,-0.001865,0.002778,1.006733,-0.042480,-0.288521,-0.031403,-0.060350,0.207871,-0.270456
2022-02-09 20:11:09.733525,0.002529,0.003022,1.012349,-0.004333,0.070061,0.220367,-0.060350,0.207871,-0.274926
2022-02-09 20:11:09.833668,-0.002598,0.000336,1.012104,-0.202698,-0.242744,0.075409,-0.062585,0.219047,-0.272691
2022-02-09 20:11:09.933810,0.000820,0.000825,1.013569,-0.004333,-0.189339,-0.069550,-0.053644,0.219047,-0.279397
2022-02-09 20:11:10.033992,-0.003086,-0.000640,1.011616,0.010925,0.047173,0.083038,-0.056997,0.206754,-0.276044
2022-02-09 20:11:10.134156,0.002041,-0.003326,1.024312,0.071960,0.062431,0.136444,-0.053644,0.216812,-0.272691
2022-02-09 20:11:10.234316,-0.000645,0.000581,0.994526,-0.179810,-0.135933,-0.107697,-0.049174,0.212342,-0.277162
2022-02-09 20:11:10.334474,0.000576,0.000581,1.013569,-0.248474,0.176872,-0.008514,-0.053644,0.205636,-0.288337
2022-02-09 20:11:10.434616,0.002529,-0.000640,1.011128,0.186401,-0.219856,0.090668,-0.060350,0.212342,-0.277162
2022-02-09 20:11:10.534773,0.002041,-0.001861,1.009175,0.094849,0.108208,0.128815,-0.060350,0.216812,-0.270456
2022-02-09 20:11:10.634916,0.000820,0.001557,1.008687,-0.088257,0.092949,0.281403,-0.054762,0.215694,-0.278279
2022-02-09 20:11:10.735059,0.002041,0.000825,1.022847,0.056702,0.031914,0.105927,-0.056997,0.215694,-0.284985
