date,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
2022-02-09 20:12:23.612904,0.023619,-0.004909,1.028624,2.271317,1.168930,118.716423,0.008941,0.221282,-0.265986
2022-02-09 20:12:23.713042,-0.026186,-0.035182,0.987852,1.630447,1.756393,130.946342,-0.008941,0.227988,-0.272691
2022-02-09 20:12:23.813178,-0.033998,-0.040309,1.026182,1.439713,1.573288,113.002007,-0.026822,0.225753,-0.281632
2022-02-09 20:12:23.913326,-0.055239,-0.052272,1.017393,0.608109,1.580917,108.668510,-0.042468,0.221282,-0.281632
2022-02-09 20:12:24.013477,-0.010317,-0.011256,1.006407,0.684402,1.176559,77.006523,-0.049174,0.216812,-0.274926
2022-02-09 20:12:24.113634,-0.003481,0.054417,1.020811,-0.017502,1.184189,41.690056,-0.046939,0.205636,-0.270456
2022-02-09 20:12:24.213768,0.051939,0.037816,1.022276,-0.124313,0.291550,12.217705,-0.053644,0.210106,-0.265986
2022-02-09 20:12:24.313907,0.000670,0.005833,1.014220,0.058792,-0.875748,0.018303,-0.059232,0.211224,-0.267103
2022-02-09 20:12:24.414042,0.002623,0.006078,1.008604,-0.093796,0.238144,-0.180061,-0.052527,0.200048,-0.273809
2022-02-09 20:12:24.514188,0.003111,0.006322,1.008360,-0.032761,0.131332,-0.195320,-0.056997,0.202283,-0.276044
2022-02-09 20:12:24.614340,0.003111,0.003880,1.014708,-0.017502,0.001633,-0.256355,-0.060350,0.212342,-0.270456
2022-02-09 20:12:24.714496,0.001890,0.004857,0.994688,-0.383713,-0.074661,-0.073250,-0.058115,0.214577,-0.274926
2022-02-09 20:12:24.814630,0.002867,0.004857,1.007872,-0.109055,0.100815,-0.057991,-0.055879,0.207871,-0.277162
2022-02-09 20:12:24.914778,0.002379,0.004613,1.013487,0.135086,0.055038,-0.065620,-0.055879,0.210106,-0.274926
2022-02-09 20:12:25.014917,0.006041,0.006566,1.012022,-0.017502,0.222885,0.010674,-0.055879,0.201166,-0.279397
2022-02-09 20:12:25.115068,0.002135,0.005589,1.015440,0.013016,0.077927,0.132744,-0.059232,0.208989,-0.276044
2022-02-09 20:12:25.215221,0.002867,0.004857,1.012755,-2.054550,0.001633,-0.088509,-0.059232,0.211224,-0.271574
2022-02-09 20:12:25.315372,0.005552,0.007298,1.016905,-0.025131,-0.036514,-0.042732,-0.056997,0.202283,-0.278279
2022-02-09 20:12:25.415516,0.004576,0.006810,1.012999,-0.269272,-0.021255,-0.164803,-0.059232,0.206754,-0.276044
2022-02-09 20:12:25.515668,0.004088,0.007054,1.017393,0.043533,0.131332,-0.141914,-0.062585,0.203401,-0.272691
2022-02-09 20:12:25.615824,0.003355,0.003392,0.994444,-0.040390,-0.005997,0.079338,-0.053644,0.194460,-0.272691
